parcel_id,slr_m,depth_m
18,2.5,2.5648088455200195
18,3,3.0688257217407227
19,0,0
19,0.25,0
19,0.5,0.1209222599864006
19,0.75,0.3896179795265198
19,1,0.6561421155929565
19,1.5,1.1661421060562134
19,2,1.7448339462280273
19,2.5,2.2661421298980713
19,3,2.776142120361328
20,0,0
20,0.25,0.0836360901594162
20,0.5,0.3280802369117737
20,0.75,0.5958755016326904
20,1,0.8561323285102844
20,1.5,1.366132378578186
20,2,1.9458755254745483
20,2.5,2.4758756160736084
20,3,2.997750997543335
21,0,0
21,0.25,0
21,0.5,0.18543660640716553
21,0.75,0.44543659687042236
21,1,0.7054573893547058
21,1.5,1.215436577796936
21,2,1.7942463159561157
21,2.5,2.3325679302215576
21,3,2.862567901611328
22,0,0
22,0.25,0
22,0.5,0.27741652727127075
22,0.75,0.3753596246242523
22,1,0.6410837173461914
22,1.5,1.1452969312667847
22,2,1.737392783164978
22,2.5,2.26535964012146
22,3,2.7998294830322266
23,0,0
23,0.25,0
23,0.5,0.20138517022132874
23,0.75,0.4573897421360016
23,1,0.7213851809501648
23,1.5,1.2214144468307495
23,2,1.8114144802093506
23,2.5,2.341468334197998
23,3,2.8733606338500977
24,0,0
24,0.25,0
24,0.5,0
24,0.75,0.2880174219608307
24,1,0.5480174422264099
24,1.5,1.058017373085022
24,2,1.6477303504943848
24,2.5,2.178004264831543
24,3,2.7076802253723145
25,0,0
25,0.25,0
25,0.5,0.1484334021806717
25,0.75,0.41281265020370483
25,1,0.6778208017349243
25,1.5,1.1878207921981812
25,2,1.76345956325531
25,2.5,2.2983524799346924
25,3,2.822802782058716
26,0,0
26,0.25,0
26,0.5,0
26,0.75,0.24486467242240906
26,1,0.5091866254806519
26,1.5,1.0291848182678223
26,2,1.5791866779327393
26,2.5,2.1248648166656494
26,3,2.6464273929595947
27,0,0
27,0.25,0
27,0.5,0
27,0.75,0.21223877370357513
27,1,0.48223876953125
27,1.5,0.9926139712333679
27,2,1.5530694723129272
27,2.5,2.0907487869262695
27,3,2.612238645553589
28,0,0
28,0.25,0
28,0.5,0
28,0.75,0
28,1,0
28,1.5,0.38056057691574097
28,2,0.9565149545669556
28,2.5,1.468192458152771
28,3,1.9806008338928223
29,0,0
29,0.25,0.2585885524749756
29,0.5,0.46858853101730347
29,0.75,0.7418376207351685
29,1,1.0101220607757568
29,1.5,1.5086663961410522
29,2,2.0918374061584473
29,2.5,2.5918657779693604
29,3,3.0919573307037354
30,0,0
30,0.25,0.1887182742357254
30,0.5,0.4052082598209381
30,0.75,0.6840240359306335
30,1,0.9456855654716492
30,1.5,1.4470101594924927
30,2,2.028733491897583
30,2.5,2.5370101928710938
30,3,3.046799898147583
31,0,0
31,0.25,0
31,0.5,0.03789432346820831
31,0.75,0.30151379108428955
31,1,0.5671504735946655
31,1.5,1.0715597867965698
31,2,1.6474945545196533
31,2.5,2.1775496006011963
31,3,2.7068676948547363
32,0,0
32,0.25,0
32,0.5,0
32,0.75,0
32,1,0.22556519508361816
32,1.5,0.7277706861495972
32,2,1.319869875907898
32,2.5,1.839812994003296
32,3,2.360081911087036
33,0,0
33,0.25,0.1445726752281189
33,0.5,0.35457268357276917
33,0.75,0.6221879124641418
33,1,0.8945726752281189
33,1.5,1.382187843322754
33,2,1.9721856117248535
33,2.5,2.4645726680755615
33,3,2.9645726680755615
34,0,0
34,0.25,0
34,0.5,0
34,0.75,0.22878466546535492
34,1,0.4568120241165161
