parcel_id,slr_m,depth_m
1,0,1.9150197505950928
1,0.25,2.184079885482788
1,0.5,2.444079875946045
1,0.75,2.7233948707580566
1,1,2.9740798473358154
1,1.5,3.655019760131836
1,2,4.323200702667236
1,2.5,4.883200645446777
1,3,5.434140205383301
2,0,0.09126576781272888
2,0.25,0.3518003225326538
2,0.5,0.6068731546401978
2,0.75,0.8866246938705444
2,1,1.1436903476715088
2,1.5,1.8607579469680786
2,2,2.49523663520813
2,2.5,3.056873321533203
2,3,3.6034023761749268
3,0,0
3,0.25,0.04841240495443344
3,0.5,0.3029753863811493
3,0.75,0.580398440361023
3,1,0.8528575897216797
3,1.5,1.571086049079895
3,2,2.2186269760131836
3,2.5,2.7529752254486084
3,3,3.3029751777648926
4,0,0
4,0.25,0
4,0.5,0.2568627595901489
4,0.75,0.5336086750030518
4,1,0.8068627715110779
4,1.5,1.546905755996704
4,2,2.1685304641723633
4,2.5,2.703608751296997
4,3,3.2587080001831055
5,0,0.25284719467163086
5,0.25,0.4928304851055145
5,0.5,0.7460018992424011
5,0.75,1.0249509811401367
5,1,1.2793920040130615
5,1.5,2.0427358150482178
5,2,2.6460020542144775
5,2.5,3.182830572128296
5,3,3.7243711948394775
6,0,0.2993776500225067
6,0.25,0.5633295774459839
6,0.5,0.8056614398956299
6,0.75,1.1041688919067383
6,1,1.3456614017486572
6,1.5,2.0940728187561035
6,2,2.6956615447998047
6,2.5,3.244072914123535
6,3,3.774137020111084
7,0,0.24664318561553955
7,0.25,0.5111779570579529
7,0.5,0.756726086139679
7,0.75,1.0528367757797241
7,1,1.2907350063323975
7,1.5,2.0266971588134766
7,2,2.6345882415771484
7,2.5,3.184617519378662
7,3,3.7267260551452637
8,0,0.3768370449542999
8,0.25,0.6657978892326355
8,0.5,0.8868370652198792
8,0.75,1.1868369579315186
8,1,1.4568370580673218
8,1.5,2.2264089584350586
8,2,2.805797815322876
8,2.5,3.3341550827026367
8,3,3.877012252807617
9,0,0
9,0.25,0.23714835941791534
9,0.5,0.4865591824054718
9,0.75,0.7665591239929199
9,1,1.0387710332870483
9,1.5,1.785742163658142
9,2,2.3571763038635254
9,2.5,2.897176504135132
9,3,3.4671764373779297
10,0,0
10,0.25,0.25256389379501343
10,0.5,0.5130962133407593
10,0.75,0.7876492738723755
10,1,1.0521248579025269
10,1.5,1.7403597831726074
10,2,2.342643976211548
10,2.5,2.89717698097229
10,3,3.456636428833008
11,0,0.2156682014465332
11,0.25,0.5185985565185547
11,0.5,0.7597402930259705
11,0.75,1.0285985469818115
11,1,1.2628480195999146
11,1.5,1.9256682395935059
11,2,2.5221505165100098
11,2.5,3.0728657245635986
11,3,3.589935302734375
12,0,0.07750369608402252
12,0.25,0.3524486720561981
12,0.5,0.5731056928634644
12,0.75,0.8452283143997192
12,1,1.072453260421753
12,1.5,1.7182989120483398
12,2,2.290673017501831
12,2.5,2.8631057739257812
12,3,3.3769659996032715
13,0,0.09137890487909317
13,0.25,0.3868047893047333
13,0.5,0.6058720946311951
13,0.75,0.8791263699531555
13,1,1.1181623935699463
13,1.5,1.7218972444534302
13,2,2.3153152465820312
13,2.5,2.881357431411743
13,3,3.39913272857666
14,0,0
14,0.25,0.19824443757534027
14,0.5,0.4151650369167328
14,0.75,0.6970270872116089
14,1,0.9582052230834961
14,1.5,1.5082443952560425
14,2,2.134077787399292
14,2.5,2.684117317199707
14,3,3.204077959060669
15,0,0
15,0.25,0.03025382198393345
15,0.5,0.24315348267555237
15,0.75,0.5283463597297668
15,1,0.8023604154586792
15,1.5,1.3483418226242065
15,2,1.9689412117004395
15,2.5,2.5170764923095703
15,3,3.037644147872925
16,0,0.24327631294727325
16,0.25,0.5326047539710999
16,0.5,0.7833475470542908
16,0.75,1.0533474683761597
16,1,1.3231029510498047
16,1.5,1.8633475303649902
16,2,2.556062698364258
16,2.5,3.0760505199432373
16,3,3.5926311016082764
17,0,0.2662903070449829
17,0.25,0.5479118824005127
17,0.5,0.8062931895256042
17,0.75,1.0839754343032837
17,1,1.3539754152297974
17,1.5,1.8966866731643677
17,2,2.608692169189453
17,2.5,3.11629319190979
17,3,3.6359810829162598
18,0,0.3488256335258484
18,0.25,0.6252745985984802
18,0.5,0.8862994909286499
18,0.75,1.1588256359100342
18,1,1.4284273386001587
18,1.5,1.9852784872055054
18,2,2.7102842330932617
18,2.5,3.2066938877105713
18,3,3.725278615951538
19,0,0.07733660191297531
19,0.25,0.32482996582984924
19,0.5,0.5848299264907837
19,0.75,0.8561421036720276
19,1,1.1161421537399292
19,1.5,1.6861685514450073
19,2,2.416142225265503
19,2.5,2.9148340225219727
19,3,3.426156520843506
20,0,0.25808024406433105
20,0.25,0.5280802249908447
20,0.5,0.7961323261260986
20,0.75,1.0661324262619019
20,1,1.3261324167251587
20,1.5,1.9077509641647339
20,2,2.6180801391601562
20,2.5,3.127751111984253
20,3,3.646132230758667
21,0,0.11486492305994034
21,0.25,0.38424402475357056
21,0.5,0.6554573774337769
21,0.75,0.9225679039955139
21,1,1.1825679540634155
21,1.5,1.764371395111084
21,2,2.4725680351257324
21,2.5,2.9842441082000732
21,3,3.4955036640167236
22,0,0.20780329406261444
22,0.25,0.3166137635707855
22,0.5,0.5890505313873291
22,0.75,0.8566137552261353
22,1,1.1245487928390503
22,1.5,1.7145487070083618
22,2,2.4053595066070557
22,2.5,2.9244699478149414
22,3,3.4345312118530273
23,0,0.13141441345214844
23,0.25,0.4013851583003998
23,0.5,0.6718506813049316
23,0.75,0.9414144158363342
23,1,1.2014144659042358
23,1.5,1.793414831161499
23,2,2.4740941524505615
23,2.5,3.0014142990112305
23,3,3.521414279937744
24,0,0
24,0.25,0.2346559762954712
24,0.5,0.5049800872802734
24,0.75,0.7777302861213684
24,1,1.0447648763656616
24,1.5,1.6377302408218384
24,2,2.3077304363250732
24,2.5,2.8377304077148438
24,3,3.3549933433532715
25,0,0.08782080560922623
25,0.25,0.3578208088874817
25,0.5,0.6283652782440186
25,0.75,0.903591513633728
25,1,1.1783748865127563
25,1.5,1.762864589691162
25,2,2.4171619415283203
25,2.5,2.9578890800476074
25,3,3.488365411758423
26,0,0
26,0.25,0.18918663263320923
26,0.5,0.47533437609672546
26,0.75,0.7448647022247314
26,1,1.0475343465805054
26,1.5,1.576978087425232
26,2,2.2170820236206055
26,2.5,2.786978006362915
26,3,3.3064358234405518
27,0,0
27,0.25,0.16228197515010834
27,0.5,0.4441039562225342
27,0.75,0.7097734212875366
27,1,1.009647011756897
27,1.5,1.5494110584259033
27,2,2.1911895275115967
27,2.5,2.7603790760040283
27,3,3.292613983154297
28,0,0
28,0.25,0
28,0.5,0
28,0.75,0.0906304195523262
28,1,0.38644111156463623
28,1.5,0.8987162709236145
28,2,1.5550203323364258
28,2.5,2.130662441253662
28,3,2.706514835357666
29,0,0.3818375766277313
29,0.25,0.6686797738075256
29,0.5,0.921837568283081
29,0.75,1.19849693775177
29,1,1.461837649345398
29,1.5,2.0218236446380615
29,2,2.74186635017395
29,2.5,3.2348127365112305
29,3,3.7518374919891357
30,0,0.3252235949039459
30,0.25,0.6052082777023315
30,0.5,0.8640759587287903
30,0.75,1.1352273225784302
30,1,1.4003099203109741
30,1.5,1.9567999839782715
30,2,2.694079637527466
30,2.5,3.1840760707855225
30,3,3.6970102787017822
31,0,0
31,0.25,0.23686769604682922
31,0.5,0.5024572610855103
31,0.75,0.767549455165863
31,1,1.0271505117416382
31,1.5,1.652457356452942
31,2,2.2975494861602783
31,2.5,2.817549467086792
31,3,3.3275105953216553
32,0,0
32,0.25,0
32,0.5,0.18777066469192505
32,0.75,0.4577706754207611
32,1,0.7466244697570801
32,1.5,1.3153589963912964
32,2,1.906357765197754
32,2.5,2.4877705574035645
32,3,3.1295788288116455
33,0,0.2683311700820923
33,0.25,0.5483500361442566
33,0.5,0.8049935102462769
33,0.75,1.0745726823806763
33,1,1.3449935913085938
33,1.5,1.9145727157592773
33,2,2.5895726680755615
33,2.5,3.0988502502441406
33,3,3.620652914047241
34,0,0
34,0.25,0.16558974981307983
34,0.5,0.3865395784378052
34,0.75,0.6490522027015686
34,1,0.9068143367767334
34,1.5,1.475875973701477
34,2,2.088428020477295
34,2.5,2.6365468502044678
34,3,3.166816234588623
35,0,0
35,0.25,0.05236141383647919
35,0.5,0.3143722414970398
35,0.75,0.5562107563018799
35,1,0.8443915843963623
35,1.5,1.395571231842041
35,2,1.9744160175323486
35,2.5,2.536210775375366
35,3,3.0825555324554443
36,0,0.34255653619766235
36,0.25,0.6183199286460876
36,0.5,0.8739120364189148
36,0.75,1.1528655290603638
36,1,1.4125542640686035
36,1.5,1.9925541877746582
36,2,2.6928656101226807
36,2.5,3.182866334915161
36,3,3.7025582790374756
37,0,0.24809804558753967
37,0.25,0.5227816700935364
37,0.5,0.7787787318229675
37,0.75,1.0580980777740479
37,1,1.3180980682373047
37,1.5,1.898098111152649
37,2,2.5927815437316895
37,2.5,3.0886263847351074
37,3,3.607194185256958
38,0,0
38,0.25,0.12609544396400452
38,0.5,0.40340742468833923
38,0.75,0.6734074354171753
38,1,0.9749281406402588
38,1.5,1.5434014797210693
38,2,2.1733977794647217
38,2.5,2.7134015560150146
38,3,3.247243642807007
39,0,0.4339745044708252
39,0.25,0.7288702130317688
39,0.5,0.9788702130317688
39,0.75,1.2388702630996704
