parcel_id,scenario,cliff_scenario,retreat_year,mc_enabled,mc_n_sims,mc_mean_year,mc_median_year,mc_sd_year,mc_q05_year,mc_q25_year,mc_q75_year,mc_q95_year,mc_range_years,retreat_trigger,timing_category,cliff_exposure_status,initial_cliff_dist_m,parameter_set,rental_yield,discount_rate,damage_threshold,ADDRESS,PRICE,strval,landval,elevation,LATITUDE,LONGITUDE,rent,npv_rent_to_tstar,buyout_price_uncapped,buyout_price,buyout_capped,buyout_market_100pct,buyout_savings_pct,buyout_savings_dollars,gov_rent_collected,gov_land_recovered,gov_net_cost,gov_outcome
1,Intermediate,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1179 King Salmon Ave,552000,378672,173328,1.59,40.7406328,-124.2156908,27600,27600,200928,200928,FALSE,552000,63.6,351072,27600,173328,0,break_even
2,Intermediate,NA,68.946,TRUE,1000,68.946,69,1.4550605489811073,66,69,70,70,4,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1201 King Salmon Ave,362304,248540.544,113763.456,1.46,40.7407655,-124.2157915,18115.2,786647.9500028739,900411.4060028739,362304,TRUE,362304,0,0,786647.9500028739,113763.456,-538107.4060028739,profit
3,Intermediate,NA,80.964,TRUE,1000,80.964,81,0.28068270837866516,81,81,81,81,0,no_retreat,no_retreat,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1213 King Salmon Ave,362000,248332,113668,1.63,40.7409544,-124.2156305,18100,NA,NA,NA,NA,NA,NA,NA,NA,113668,NA,NA
4,Intermediate,NA,80.986,TRUE,1000,80.986,81,0.11754921445002436,81,81,81,81,0,no_retreat,no_retreat,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1215 King Salmon Ave,345190,236800.34,108389.66,1.65,40.7410356,-124.2155921,17259.5,NA,NA,NA,NA,NA,NA,NA,NA,108389.66,NA,NA
5,Intermediate,NA,52.546,TRUE,1000,52.546,53,1.183758964183708,50,52,53,54,4,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1229 King Salmon Ave,293893,201610.598,92282.402,1.68,40.7411812,-124.2155331,14694.650000000001,539591.4745079809,631873.8765079809,293893,TRUE,293893,0,0,539591.4745079809,92282.402,-337980.87650798087,profit
6,Intermediate,NA,44.801,TRUE,1000,44.801,45,1.2111423805093544,42,44,46,46,4,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1237 King Salmon Ave,208480,143017.28,65462.72,1.53,40.7413053,-124.2155155,10424,343344.44951033796,408807.169510338,208480,TRUE,208480,0,0,343344.44951033796,65462.72,-200327.16951033796,profit
7,Intermediate,NA,51.396,TRUE,1000,51.396,52,1.2668025847734874,49,51,52,53,4,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1245 King Salmon Ave,315000,216090,98910,1.68,40.7413476,-124.2154337,15750,569927.0398055961,668837.0398055961,315000,TRUE,315000,0,0,569927.0398055961,98910,-353837.0398055961,profit
8,Intermediate,NA,31.311,TRUE,1000,31.311,32,1.1258536967770487,29,31,32,33,4,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1337 Buhne Dr,275000,188650,86350,1.22,40.7410645,-124.2162205,13750,346676.96409435675,433026.96409435675,275000,TRUE,275000,0,0,346676.96409435675,86350,-158026.96409435675,profit
9,Intermediate,NA,80.511,TRUE,1000,80.511,81,1.5415107055272939,75,81,81,81,6,no_retreat,no_retreat,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,64 Herring St,397000,272342,124658,1.3,40.740805,-124.2164141,19850,NA,NA,NA,NA,NA,NA,NA,NA,124658,NA,NA
10,Intermediate,NA,80.276,TRUE,1000,80.276,81,1.901430892627823,74,81,81,81,7,no_retreat,no_retreat,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,61 Herring St,264655,181553.33000000002,83101.67,1.3,40.7405124,-124.216443,13232.75,NA,NA,NA,NA,NA,NA,NA,NA,83101.67,NA,NA
11,Intermediate,NA,53.829,TRUE,1000,53.829,54,1.3120520113472942,52,53,55,55,3,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,85 Herring St,297000,203742,93258,1.3,40.7407541,-124.2169505,14850,553991.0984422741,647249.0984422741,297000,TRUE,297000,0,0,553991.0984422741,93258,-350249.09844227415,profit
12,Intermediate,NA,74.007,TRUE,1000,74.007,75,1.8232595194528054,69,74,75,75,6,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1417 Buhne Dr,362500,248675,113825,1.29,40.7408173,-124.2171311,18125,818965.0922318222,932790.0922318222,362500,TRUE,362500,0,0,818965.0922318222,113825,-570290.0922318222,profit
13,Intermediate,NA,68.787,TRUE,1000,68.787,69,1.7113034679914487,65,69,70,70,5,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1445 Buhne Dr,281034,192789.324,88244.676,1.3,40.7407323,-124.2172635,14051.7,609384.1474158799,697628.8234158799,281034,TRUE,281034,0,0,609384.1474158799,88244.676,-416594.82341587986,profit
14,Intermediate,NA,80.851,TRUE,1000,80.851,81,0.7983961650937688,81,81,81,81,0,no_retreat,no_retreat,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1473 Buhne Dr,275135,188742.61,86392.39,1.3,40.7405944,-124.2174532,13756.75,NA,NA,NA,NA,NA,NA,NA,NA,86392.39,NA,NA
15,Intermediate,NA,80.983,TRUE,1000,80.983,81,0.1635167812114027,81,81,81,81,0,no_retreat,no_retreat,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1493 Buhne Dr,399000,273714,125286,1.3,40.7404946,-124.2175968,19950,NA,NA,NA,NA,NA,NA,NA,NA,125286,NA,NA
16,Intermediate,NA,49.975,TRUE,1000,49.975,50,1.153995973436089,48,49,51,51,3,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,184 Sole St,267907,183784.202,84122.798,1.3,40.740378,-124.2173647,13395.35,475705.2794193327,559828.0774193327,267907,TRUE,267907,0,0,475705.2794193327,84122.798,-291921.0774193327,profit
17,Intermediate,NA,47.464,TRUE,1000,47.464,48,1.2434831121693009,45,47,48,49,4,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,162 Sole St,273097,187344.54200000002,85752.458,1.3,40.7403202,-124.2172265,13654.85,468195.84978215554,553948.3077821556,273097,TRUE,273097,0,0,468195.84978215554,85752.458,-280851.3077821555,profit
18,Intermediate,NA,37.006,TRUE,1000,37.006,37,1.1023516585823143,35,36,38,38,3,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,150 Sole St,276892,189947.912,86944.088,1.3,40.7402612,-124.2171174,13844.6,396843.9489450649,483788.0369450649,276892,TRUE,276892,0,0,396843.9489450649,86944.088,-206896.0369450649,profit
19,Intermediate,NA,73.021,TRUE,1000,73.021,74,1.725553979606705,69,73,74,74,5,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,142 Sole St,313833,215289.438,98543.562,1.3,40.7402057,-124.2169684,15691.650000000001,703798.766367676,802342.328367676,313833,TRUE,313833,0,0,703798.766367676,98543.562,-488509.328367676,profit
20,Intermediate,NA,49.673,TRUE,1000,49.673,50,1.271883913212479,47,49,51,51,4,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,118 Sole St,300000,205800,94200,1.27,40.7401167,-124.2167667,15000,530517.2422037107,624717.2422037107,300000,TRUE,300000,0,0,530517.2422037107,94200,-324717.2422037107,profit
21,Intermediate,NA,66.67,TRUE,1000,66.67,67,1.5986418159349065,64,66,68,68,4,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,106 Sole St,360000,246960,113040,1.28,40.7400397,-124.2166028,18000,766605.5120442266,879645.5120442266,360000,TRUE,360000,0,0,766605.5120442266,113040,-519645.51204422663,profit
22,Intermediate,NA,74.039,TRUE,1000,74.039,75,1.8474013889493242,69,74,75,75,6,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,98 Sole St,283217,194286.862,88930.138,1.15,40.7400329,-124.2164031,14160.85,639999.4714283046,728929.6094283046,283217,TRUE,283217,0,0,639999.4714283046,88930.138,-445712.6094283046,profit
23,Intermediate,NA,65.26,TRUE,1000,65.26,66,1.3342339300812958,62,65,66,66,4,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,62 Sole St,337695,231658.77000000002,106036.23,1.3,40.7399458,-124.2163248,16884.75,710124.9772372673,816161.2072372673,337695,TRUE,337695,0,0,710124.9772372673,106036.23,-478466.2072372673,profit
24,Intermediate,NA,80.494,TRUE,1000,80.494,81,1.6194402077837227,75,81,81,81,6,no_retreat,no_retreat,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,54 Sole St,449201,308151.886,141049.114,1.79,40.7399238,-124.2161763,22460.050000000003,NA,NA,NA,NA,NA,NA,NA,NA,141049.114,NA,NA
25,Intermediate,NA,69.972,TRUE,1000,69.972,71,1.5458349218482565,67,70,71,71,4,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,44 Sole St,238574,163661.764,74912.236,1.2,40.7398551,-124.2160615,11928.7,522384.54317079694,597296.779170797,238574,TRUE,238574,0,0,522384.54317079694,74912.236,-358722.779170797,profit
26,Intermediate,NA,80.76,TRUE,1000,80.76,81,0.921547204026603,80,81,81,81,1,no_retreat,no_retreat,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,16 Sole St,450000,308700,141300,1.08,40.739712,-124.2157682,22500,NA,NA,NA,NA,NA,NA,NA,NA,141300,NA,NA
27,Intermediate,NA,80.858,TRUE,1000,80.858,81,0.7485962839851641,81,81,81,81,0,no_retreat,no_retreat,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,8 Sole St,350000,240100,109900,1.09,40.739687000000004,-124.215556,17500,NA,NA,NA,NA,NA,NA,NA,NA,109900,NA,NA
28,Intermediate,NA,81,TRUE,1000,81,81,0,81,81,81,81,0,no_retreat,no_retreat,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,6 Sole St,371665,254962.19,116702.81,0.9,40.739554,-124.215382,18583.25,NA,NA,NA,NA,NA,NA,NA,NA,116702.81,NA,NA
29,Intermediate,NA,29.748,TRUE,1000,29.748,30,1.1134342080858373,28,29,31,31,3,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,155 Sole St,261516,179399.976,82116.024,1.3,40.74009,-124.2174363,13075.800000000001,316608.88547419594,398724.9094741959,261516,TRUE,261516,0,0,316608.88547419594,82116.024,-137208.90947419594,profit
30,Intermediate,NA,38.871,TRUE,1000,38.871,39,1.2140151699352166,36,38,40,40,4,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,143 Sole St,310296,212863.05599999998,97432.944,1.3,40.7400347,-124.2173321,15514.800000000001,461290.12262380513,558723.0666238051,310296,TRUE,310296,0,0,461290.12262380513,97432.944,-248427.06662380515,profit
31,Intermediate,NA,80.468,TRUE,1000,80.468,81,1.5676203090778817,75,81,81,81,6,no_retreat,no_retreat,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,109 Sole St,280000,192080,87920,1.3,40.7398044,-124.2168656,14000,NA,NA,NA,NA,NA,NA,NA,NA,87920,NA,NA
32,Intermediate,NA,80.987,TRUE,1000,80.987,81,0.11333068359382575,81,81,81,81,0,no_retreat,no_retreat,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,7 Sole St,357172,245019.992,112152.008,1.31,40.7392837,-124.2156342,17858.600000000002,NA,NA,NA,NA,NA,NA,NA,NA,112152.008,NA,NA
33,Intermediate,NA,46.076,TRUE,1000,46.076,47,1.1565299656997918,44,45,47,47,3,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,165 Sole St,280006,192084.11599999998,87921.884,1.3,40.7401379,-124.2175767,14000.300000000001,470282.91370939516,558204.7977093952,280006,TRUE,280006,0,0,470282.91370939516,87921.884,-278198.7977093952,profit
34,Intermediate,NA,80.923,TRUE,1000,80.923,81,0.48508381369234155,81,81,81,81,0,no_retreat,no_retreat,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1515 Buhne Dr,297514,204094.604,93419.396,1.3,40.7402749,-124.2178933,14875.7,NA,NA,NA,NA,NA,NA,NA,NA,93419.396,NA,NA
35,Intermediate,NA,80.958,TRUE,1000,80.958,81,0.2869116908010517,81,81,81,81,0,no_retreat,no_retreat,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1591 Buhne Dr,363724,249514.664,114209.336,1.3,40.7399367,-124.2183341,18186.2,NA,NA,NA,NA,NA,NA,NA,NA,114209.336,NA,NA
36,Intermediate,NA,37.085,TRUE,1000,37.085,38,1.1175974337944876,35,36,38,38,3,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,130 Cod St,320994,220201.88400000002,100792.116,1.3,40.7397376,-124.217678,16049.7,460787.15037349,561579.26637349,320994,TRUE,320994,0,0,460787.15037349,100792.116,-240585.26637348998,profit
37,Intermediate,NA,49.465,TRUE,1000,49.465,50,1.1933981729494976,47,49,50,51,4,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,126 Cod St,365000,250390,114610,1.3,40.7396932,-124.2176589,18250,643634.3754982483,758244.3754982483,365000,TRUE,365000,0,0,643634.3754982483,114610,-393244.37549824826,profit
38,Intermediate,NA,80.869,TRUE,1000,80.869,81,0.6843298234822938,81,81,81,81,0,no_retreat,no_retreat,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,16 Cod St,355668,243988.248,111679.75200000001,1.19,40.7390951,-124.2164154,17783.4,NA,NA,NA,NA,NA,NA,NA,NA,111679.75200000001,NA,NA
39,Intermediate,NA,25.546,TRUE,1000,25.546,26,1.1095562694677161,24,25,26,27,3,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1671 Buhne Dr,309032,211995.952,97036.048,1.3,40.7395467,-124.2188765,15451.6,330787.5941836343,427823.64218363434,309032,TRUE,309032,0,0,330787.5941836343,97036.048,-118791.64218363432,profit
40,Intermediate,NA,16.214,TRUE,1000,16.214,16,0.9965927940724824,15,16,17,17,2,flood_storm_mc,early,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1621 Buhne Dr,287000,196882,90118,1.3,40.7397369,-124.2186024,14350,208259.5379650998,298377.5379650998,287000,TRUE,287000,0,0,208259.5379650998,90118,-11377.537965099793,profit
41,Intermediate,NA,7.973,TRUE,1000,7.973,8,1.1231796528305402,6,7,9,9,3,flood_storm_mc,immediate,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,135 Cod St,255575,175324.45,80250.55,1.3,40.7395126,-124.2181152,12778.75,96787.04519516735,177037.59519516735,177037.59519516735,FALSE,255575,30.72968983853376,78537.40480483265,96787.04519516735,80250.55,0,break_even
42,Intermediate,NA,47.504,TRUE,1000,47.504,48,1.0987225269335252,46,47,48,49,3,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,99 Cod St,298661,204881.446,93779.554,1.3,40.7392384,-124.2175387,14933.050000000001,512319.37626161164,606098.9302616117,298661,TRUE,298661,0,0,512319.37626161164,93779.554,-307437.93026161165,profit
43,Intermediate,NA,63.736,TRUE,1000,63.736,64,1.511485556857421,61,64,65,65,4,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,15 Cod St,438750,300982.5,137767.5,1.3,40.7387943,-124.2165956,21937.5,909736.1091183599,1047503.6091183599,438750,TRUE,438750,0,0,909736.1091183599,137767.5,-608753.6091183599,profit
44,Intermediate,NA,41.998,TRUE,1000,41.998,42,1.215513666510366,39,41,43,43,4,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,26 Crab St,341571,234317.706,107253.294,0.25,40.7385636,-124.2171148,17078.55,537255.0210700843,644508.3150700843,341571,TRUE,341571,0,0,537255.0210700843,107253.294,-302937.3150700843,profit
45,Intermediate,NA,36.924,TRUE,1000,36.924,37,1.1399664571922823,35,36,38,38,3,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,52 Crab St,365282,250583.452,114698.548,-0.47,40.7386619,-124.2173508,18264.100000000002,522655.03249533114,637353.5804953311,365282,TRUE,365282,0,0,522655.03249533114,114698.548,-272071.58049533115,profit
46,Intermediate,NA,41.769,TRUE,1000,41.769,42,1.1246794671833855,40,41,43,43,3,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,120 Crab St,299452,205424.072,94027.928,0.01,40.7390501,-124.2182181,14972.6,469154.7176048042,563182.6456048042,299452,TRUE,299452,0,0,469154.7176048042,94027.928,-263730.6456048042,profit
47,Intermediate,NA,65.149,TRUE,1000,65.149,66,1.4215554227042364,62,65,66,66,4,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,138 Crab St,439856,301741.216,138114.784,1.16,40.7391341,-124.2183467,21992.800000000003,924023.5833980015,1062138.3673980015,439856,TRUE,439856,0,0,924023.5833980015,138114.784,-622282.3673980015,profit
48,Intermediate,NA,6.046,TRUE,1000,6.046,6,1.0540374732403943,4,5,7,7,3,flood_storm_mc,immediate,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,163 Crab St,391076,268278.136,122797.864,1.3,40.7390154,-124.2189426,19553.8,113901.14613722618,236699.0101372262,236699.0101372262,FALSE,391076,39.474933225964726,154376.9898627738,113901.14613722618,122797.864,1.4551915228366852e-11,near_break_even
49,Intermediate,NA,2.417,TRUE,1000,2.417,3,0.9465764665398179,1,2,3,4,3,flood_storm_mc,immediate,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,135 Crab St,344738,236490.26799999998,108247.732,1.3,40.7388757,-124.2186589,17236.9,41226.27001734119,149474.0020173412,149474.0020173412,FALSE,344738,56.64127481816881,195263.9979826588,41226.27001734119,108247.732,1.4551915228366852e-11,near_break_even
50,Intermediate,NA,59.702,TRUE,1000,59.702,60,1.3057185381623793,57,59,61,61,4,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,123 Crab St,326438,223936.468,102501.532,1.3,40.7387997,-124.2184263,16321.900000000001,650392.1248029147,752893.6568029147,326438,TRUE,326438,0,0,650392.1248029147,102501.532,-426455.6568029147,profit
51,Intermediate,NA,34.872,TRUE,1000,34.872,35,1.164032203579854,33,34,36,36,3,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,105 Crab St,243924,167331.864,76592.136,1.3,40.7387073,-124.2181151,12196.2,334237.7554006127,410829.8914006127,243924,TRUE,243924,0,0,334237.7554006127,76592.136,-166905.89140061272,profit
52,Intermediate,NA,18.156,TRUE,1000,18.156,18,1.1571529730346817,16,17,19,20,4,flood_storm_mc,early,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,83 Crab St,277883,190627.738,87255.262,1.3,40.7386596,-124.2179455,13894.150000000001,222691.63639011065,309946.89839011064,277883,TRUE,277883,0,0,222691.63639011065,87255.262,-32063.898390110655,profit
53,Intermediate,NA,64.639,TRUE,1000,64.639,65,1.5417704291028727,62,64,66,66,4,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,85 (69) Crab St,371255,254680.93,116574.07,1.3,40.7385792,-124.2179989,18562.75,776281.2391977924,892855.3091977923,371255,TRUE,371255,0,0,776281.2391977924,116574.07,-521600.3091977924,profit
54,Intermediate,NA,74.719,TRUE,1000,74.719,76,2.0838381370397703,70,74,76,76,6,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,57 Crab St,380725,261177.35,119547.65,1.3,40.7384375,-124.2176553,19036.25,864652.1934645448,984199.8434645449,380725,TRUE,380725,0,0,864652.1934645448,119547.65,-603474.8434645449,profit
55,Intermediate,NA,53.345,TRUE,1000,53.345,54,1.3790855219589817,51,52,54,55,4,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,31 Crab St,333532,228802.952,104729.048,1.3,40.7383085,-124.2173666,16676.600000000002,618472.132946798,723201.180946798,333532,TRUE,333532,0,0,618472.132946798,104729.048,-389669.180946798,profit
56,Intermediate,NA,36.878,TRUE,1000,36.878,37,1.1757969631269245,35,36,38,38,3,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,25 Crab St,277312,190236.032,87075.968,1.3,40.7383127,-124.2172382,13865.6,396414.30160183914,483490.2696018391,277312,TRUE,277312,0,0,396414.30160183914,87075.968,-206178.26960183913,profit
57,Intermediate,NA,54.452,TRUE,1000,54.452,55,1.3518592839210462,52,54,55,56,4,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1723 Buhne Dr,316822,217339.892,99482.10800000001,1.3,40.739155,-124.2192062,15841.1,595405.3472545156,694887.4552545156,316822,TRUE,316822,0,0,595405.3472545156,99482.10800000001,-378065.45525451563,profit
58,Intermediate,NA,19.237,TRUE,1000,19.237,20,1.1419873620733003,17,19,20,21,4,flood_storm_mc,early,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,130 Perch St,305500,209573,95927,1.24,40.7384699,-124.2187065,15275,257417.07488402122,353344.0748840212,305500,TRUE,305500,0,0,257417.07488402122,95927,-47844.07488402122,profit
59,Intermediate,NA,25.362,TRUE,1000,25.362,26,1.1429183095314652,23,25,26,27,4,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,98 Perch St,360648,247404.528,113243.472,0.22,40.738338,-124.2183033,18032.4,383749.01264022704,496992.48464022705,360648,TRUE,360648,0,0,383749.01264022704,113243.472,-136344.48464022705,profit
60,Intermediate,NA,32.055,TRUE,1000,32.055,32,1.081269690754413,30,31,33,33,3,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,32 Perch St,312581,214430.566,98150.434,0.22,40.7379142,-124.2174716,15629.050000000001,401362.4629595079,499512.8969595079,312581,TRUE,312581,0,0,401362.4629595079,98150.434,-186931.8969595079,profit
61,Intermediate,NA,50.386,TRUE,1000,50.386,51,1.2419929736301032,48,50,51,52,4,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,10 Perch St,201455,138198.13,63256.87,1.23,40.737652,-124.2172012,10072.75,359686.5579280746,422943.4279280746,201455,TRUE,201455,0,0,359686.5579280746,63256.87,-221488.4279280746,profit
62,Intermediate,NA,4.625,TRUE,1000,4.625,5,0.9946679668936587,3,4,5,6,3,flood_storm_mc,immediate,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,25 Halibut Ave,292645,200754.47,91890.53,1.3,40.7367277,-124.2193352,14632.25,65884.75526334377,157775.28526334377,157775.28526334377,FALSE,292645,46.08645790519442,134869.71473665623,65884.75526334377,91890.53,0,break_even
1,Intermediate_High,NA,1,TRUE,1000,1,1,0,1,1,1,1,0,flood_storm_mc,immediate,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1179 King Salmon Ave,552000,378672,173328,1.59,40.7406328,-124.2156908,27600,27600,200928,200928,FALSE,552000,63.6,351072,27600,173328,0,break_even
2,Intermediate_High,NA,32.949,TRUE,1000,32.949,33,0.8006497611565496,32,32,33,34,2,flood_storm_mc,mid_term,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1201 King Salmon Ave,362304,248540.544,113763.456,1.46,40.7407655,-124.2157915,18115.2,475264.79580076854,589028.2518007685,362304,TRUE,362304,0,0,475264.79580076854,113763.456,-226724.25180076854,profit
3,Intermediate_High,NA,54.455,TRUE,1000,54.455,55,0.7540182647280791,53,54,55,55,2,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1213 King Salmon Ave,362000,248332,113668,1.63,40.7409544,-124.2156305,18100,680332.9321362997,794000.9321362997,362000,TRUE,362000,0,0,680332.9321362997,113668,-432000.93213629967,profit
4,Intermediate_High,NA,57.51,TRUE,1000,57.51,58,0.7296796779631679,56,57,58,58,2,flood_storm_mc,late,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1215 King Salmon Ave,345190,236800.34,108389.66,1.65,40.7410356,-124.2155921,17259.5,671825.186395842,780214.846395842,345190,TRUE,345190,0,0,671825.186395842,108389.66,-435024.84639584203,profit
5,Intermediate_High,NA,20.175,TRUE,1000,20.175,20,0.800634758186288,19,20,21,21,2,flood_storm_mc,early,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1229 King Salmon Ave,293893,201610.598,92282.402,1.68,40.7411812,-124.2155331,14694.650000000001,257992.5000150666,350274.9020150666,293893,TRUE,293893,0,0,257992.5000150666,92282.402,-56381.90201506659,profit
6,Intermediate_High,NA,13.504,TRUE,1000,13.504,14,0.7102735307531096,12,13,14,14,2,flood_storm_mc,early,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1237 King Salmon Ave,208480,143017.28,65462.72,1.53,40.7413053,-124.2155155,10424,128469.00631496543,193931.72631496543,193931.72631496543,FALSE,208480,6.978258674709592,14548.273685034568,128469.00631496543,65462.72,0,break_even
7,Intermediate_High,NA,18.694,TRUE,1000,18.694,19,0.7790834172095893,17,18,19,20,3,flood_storm_mc,early,not_applicable,NA,y0.05_d0.015_t0.15_LetItGo,0.05,0.015,0.15,1245 King Salmon Ave,315000,216090,98910,1.68,40.7413476,-124.2154337,15750,258925.36995065512,357835.36995065515,315000,TRUE,315000,0,0,258925.36995065512,98910,-42835.36995065512,profit
