"SALE TYPE","SOLD DATE","PROPERTY TYPE","ADDRESS","CITY","STATE OR PROVINCE","ZIP OR POSTAL CODE","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","DAYS ON MARKET","$/SQUARE FEET","HOA/MONTH","STATUS","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME","URL","SOURCE","MLS#","FAVORITE","INTERESTED","full_address","rentalval","elevation","rent","longitude","latitude","landval_acre","landshare","landval","strval","parcel_id.x","parcel_id.y","retreat_year_Intermediate","retreat_year_Intermediate_High","retreat_year_High","X","Y"
"PAST SALE","February-1-2019","Single Family Residential","791 Sand Point Rd","Carpinteria","CA","93013",9725000,3,2.5,"Sandyland Cove",2300,118483,1957,NA,4228,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/791-Sand-Point-Rd-93013/home/21611958","SBMLS","18-3403","Y","Y","791 Sand Point Rd, Carpinteria, CA",6417,4.79,77004,-119.5441881,34.4030894,3180800,0.512,4979200,4745800,54,54,56,26,10,-119.5441881,34.4030894
"PAST SALE",NA,"Single Family Residential","775 Sand Point Rd","Carpinteria","CA","93013",4878727,2,2,NA,1530,108464,1952,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/775-Sand-Point-Rd-93013/home/21611952",NA,NA,"Y","Y","775 Sand Point Rd, Carpinteria, CA",4913,4.52,58956,-119.5437832,34.4027754,3180800,0.512,2497908.224,2380818.776,55,55,86,46,27,-119.5437832,34.4027754
"PAST SALE","April-29-2011","Single Family Residential","755 Sand Point Rd","Carpinteria","CA","93013",5e+06,2,2.5,"Carpinteria",NA,NA,1945,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/755-Sand-Point-Rd-93013/home/21611951","SBMLS","11-1583","Y","Y","755 Sand Point Rd, Carpinteria, CA",5633,3.87,67596,-119.5432306,34.4021823,3180800,0.512,2560000,2440000,56,56,18,1,1,-119.5432306,34.4021823
"PAST SALE","October-28-2011","Single Family Residential","745 Sand Point Rd","Carpinteria","CA","93013",3415000,3,3,"Carpinteria",2200,46609,1940,NA,1552,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/745-Sand-Point-Rd-93013/home/21612179","SBMLS","11-1165","Y","Y","745 Sand Point Rd, Carpinteria, CA",6260,3.56,75120,-119.5430241,34.4019853,3180800,0.512,1748480,1666520,57,57,58,29,13,-119.5430241,34.4019853
"PAST SALE","March-25-2014","Single Family Residential","735 Sand Point Rd","Carpinteria","CA","93013",5850000,4,6,"Carpinteria-summerland",3044,NA,1956,NA,1922,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/735-Sand-Point-Rd-93013/home/21611961","SBMLS","14-903","Y","Y","735 Sand Point Rd, Carpinteria, CA",9933,3.68,119196,-119.542795,34.4019815,3180800,0.512,2995200,2854800,58,58,59,29,13,-119.542795,34.4019815
"PAST SALE",NA,"Single Family Residential","721 Sand Point Rd","Carpinteria","CA","93013",5426392,4,5,NA,4305,18295,1999,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/721-Sand-Point-Rd-93013/home/21611950",NA,NA,"Y","Y","721 Sand Point Rd, Carpinteria, CA",10093,3.51,121116,-119.5425657,34.4018647,3180800,0.512,2778312.704,2648079.296,59,59,56,27,12,-119.5425657,34.4018647
"PAST SALE","April-25-2014","Single Family Residential","711 Sand Point Rd","Carpinteria","CA","93013",7100000,4,3,"Sandyland Cove",2634,274428,1952,NA,2696,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/711-Sand-Point-Rd-93013/home/21611949","SBMLS","14-1297","Y","Y","711 Sand Point Rd, Carpinteria, CA",8530,3.31,102360,-119.5423044,34.4016981,3180800,0.512,3635200,3464800,60,60,3,1,1,-119.5423044,34.4016981
"PAST SALE","July-11-2006","Single Family Residential","701 Sand Point Rd","Carpinteria","CA","93013-1105",7200000,3,3.5,"Sandyland Cove",NA,130680,1982,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/701-Sand-Point-Rd-93013/home/21611960","SBMLS","06-137","Y","Y","701 Sand Point Rd, Carpinteria, CA",10038,2.94,120456,-119.5418909,34.4013214,NA,NA,3326942.50182882,3873057.49817118,61,61,1,1,1,-119.5418909,34.4013214
"PAST SALE","December-11-2008","Single Family Residential","685 Sand Point Rd","Carpinteria","CA","93013",7290000,3,4,"Padaro",NA,131986,1961,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/685-Sand-Point-Rd-93013/home/21611959","SBMLS","07-4753","Y","Y","685 Sand Point Rd, Carpinteria, CA",9894,2.88,118728,-119.5416655,34.4011155,3180800,0.512,3732480,3557520,62,62,1,1,1,-119.5416655,34.4011155
"PAST SALE",NA,"Single Family Residential","671 Sand Point Rd","Carpinteria","CA","93013",4322226,4,4,NA,3030,74052,1965,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/671-Sand-Point-Rd-93013/home/21613482",NA,NA,"Y","Y","671 Sand Point Rd, Carpinteria, CA",9724,2.77,116688,-119.5414381,34.4008581,3180800,0.512,2212979.712,2109246.288,63,63,1,1,1,-119.5414381,34.4008581
"PAST SALE","March-9-2004","Single Family Residential","657 Sand Point Rd","Carpinteria","CA","93013-1103",7235000,4,4,"Sandyland Cove",4100,NA,1979,NA,1765,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/657-Sand-Point-Rd-93013/home/21612924","SBMLS","03-1204","Y","Y","657 Sand Point Rd, Carpinteria, CA",10367,2.85,124404,-119.5411437,34.4006401,NA,NA,3343115.13899049,3891884.86100951,64,64,1,1,1,-119.5411437,34.4006401
"PAST SALE","March-6-2015","Single Family Residential","645 Sand Point Rd","Carpinteria","CA","93013",9100000,3,3,"CARPINTERIA-SUMMERLAND",2358,65340,1962,NA,3859,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/645-Sand-Point-Rd-93013/home/21612923","SBMLS","15-44","Y","Y","645 Sand Point Rd, Carpinteria, CA",6450,2.8,77400,-119.5408851,34.400307,3180800,0.512,4659200,4440800,65,65,1,1,1,-119.5408851,34.400307
"PAST SALE",NA,"Single Family Residential","635 Sand Point Rd","Carpinteria","CA","93013",3694910,3,3,NA,2341,65340,1961,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/635-Sand-Point-Rd-93013/home/21612922",NA,NA,"Y","Y","635 Sand Point Rd, Carpinteria, CA",6258,2.9,75096,-119.5406023,34.4000126,3180800,0.512,1891793.92,1803116.08,66,66,1,1,1,-119.5406023,34.4000126
"PAST SALE","November-30-2004","Single Family Residential","625 Sand Point Rd","Carpinteria","CA","93013-1103",8500000,4,4,"Padaro",NA,NA,NA,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/625-Sand-Point-Rd-93013/home/21612921","SBMLS","04-2545","Y","Y","625 Sand Point Rd, Carpinteria, CA",10361,3.06,124332,-119.5403518,34.399781,NA,NA,3927640.45354791,4572359.54645208,67,67,1,1,1,-119.5403518,34.399781
"PAST SALE","April-27-2010","Single Family Residential","591 Sand Point Rd","Carpinteria","CA","93013",16250000,5,6,"Padaro",NA,95832,2003,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/591-Sand-Point-Rd-93013/home/21612919","SBMLS","08-3054","Y","Y","591 Sand Point Rd, Carpinteria, CA",10314,3.24,123768,-119.5397338,34.3992475,3180800,0.512,8320000,7930000,68,68,1,1,1,-119.5397338,34.3992475
"PAST SALE","June-6-2019","Single Family Residential","571 Sand Point Rd","Carpinteria","CA","93013",24250000,4,5,"MONTECITO",NA,NA,1992,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/571-Sand-Point-Rd-93013/home/21613481","SBMLS","18-2300","Y","Y","571 Sand Point Rd, Carpinteria, CA",10314,3.63,123768,-119.5393746,34.398955,3180800,0.512,12416000,11834000,69,69,1,1,1,-119.5393746,34.398955
"PAST SALE",NA,"Single Family Residential","551 Sand Point Rd","Carpinteria","CA","93013",9650000,3,4,NA,2395,62291,2003,NA,4029,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/551-Sand-Point-Rd-93013/home/21612918",NA,NA,"Y","Y","551 Sand Point Rd, Carpinteria, CA",8144,3.94,97728,-119.5391096,34.3986396,3180800,0.512,4940800,4709200,70,70,1,1,1,-119.5391096,34.3986396
"PAST SALE",NA,"Single Family Residential","539 Sand Point Rd","Carpinteria","CA","93013",2750619,4,3,NA,1872,60984,1948,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/539-Sand-Point-Rd-93013/home/21612917",NA,NA,"Y","Y","539 Sand Point Rd, Carpinteria, CA",6538,4,78456,-119.5388418,34.398331,3180800,0.512,1408316.928,1342302.072,71,71,101,77,53,-119.5388418,34.398331
"PAST SALE","March-17-1994","Single Family Residential","4217 Avenue Del Mar","Carpinteria","CA","93013",13703138,9,9.5,"CARPINTERIA-SUMMERLAND",NA,60984,1001,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4217-Del-Mar-Ave-93013/home/21614298","SBMLS","93-3617","Y","Y","4217 Avenue Del Mar, Carpinteria, CA",10050,2.97,120600,-119.53613,34.3967633,3180800,0.512,7016006.656,6687131.344,72,72,1,1,1,-119.53613,34.3967633
"PAST SALE",NA,"Single Family Residential","4237 Del Mar Ave","Carpinteria","CA","93013",7401875,5,5,NA,4900,43996,1950,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4237-Del-Mar-Ave-93013/home/21614297",NA,NA,"Y","Y","4237 Del Mar Ave, Carpinteria, CA",10322,2.9,123864,-119.5357877,34.396784,3180800,0.512,3789760,3612115,73,73,1,1,1,-119.5357877,34.396784
"PAST SALE","February-28-2013","Single Family Residential","4257 Avenue Del Mar","Carpinteria","CA","93013",1.4e+07,6,6,"Sandyland Cove",5000,39204,1940,NA,2800,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4257-Del-Mar-Ave-93013/home/21615384","SBMLS","11-1625","Y","Y","4257 Avenue Del Mar, Carpinteria, CA",10554,2.9,126648,-119.5355011,34.3967947,3180800,0.512,7168000,6832000,74,74,1,1,1,-119.5355011,34.3967947
"PAST SALE","November-17-2004","Single Family Residential","4267 Avenue Del Mar","Carpinteria","CA","93013",1.5e+07,9,7,"Sandyland Cove",3860,45738,1930,NA,3886,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4267-Del-Mar-Ave-93013/home/21614296","SBMLS","04-3325","Y","Y","4267 Avenue Del Mar, Carpinteria, CA",10291,2.88,123492,-119.5352062,34.3968569,3180800,0.512,7680000,7320000,75,75,1,1,1,-119.5352062,34.3968569
"PAST SALE",NA,"Single Family Residential","4271 Del Mar Ave","Carpinteria","CA","93013",9614915,5,6,NA,5556,37462,1947,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4271-Del-Mar-Ave-93013/home/21614295",NA,NA,"Y","Y","4271 Del Mar Ave, Carpinteria, CA",10322,2.67,123864,-119.534908,34.396586,3180800,0.512,4922836.48,4692078.52,76,76,1,1,1,-119.534908,34.396586
"PAST SALE","February-1-1993","Single Family Residential","4285 Avenue Del Mar","Carpinteria","CA","93013",10816209,6,4.5,"CARPINTERIA-SUMMERLAND",NA,NA,1938,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4285-Del-Mar-Ave-93013/home/21614294","SBMLS","91-4249","Y","Y","4285 Avenue Del Mar, Carpinteria, CA",7068,2.87,84816,-119.534689,34.3967894,3180800,0.512,5537899.008,5278309.992,77,77,1,1,1,-119.534689,34.3967894
"PAST SALE",NA,"Single Family Residential","4307 Del Mar Ave","Carpinteria","CA","93013",1978812,1,3,NA,1432,14375,1947,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4307-Del-Mar-Ave-93013/home/95965122",NA,NA,"Y","Y","4307 Del Mar Ave, Carpinteria, CA",4481,3.12,53772,-119.5343027,34.3970107,3180800,0.512,1013151.744,965660.256,78,78,59,29,14,-119.5343027,34.3970107
"PAST SALE","December-18-2006","Single Family Residential","4301 Avenue Del Mar","Carpinteria","CA","93017",6e+06,3,3,"Carpinteria",NA,NA,1938,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4301-Del-Mar-Ave-93013/home/95965125","SBMLS","06-5745","Y","Y","4301 Avenue Del Mar, Carpinteria, CA",9932,3.04,119184,-119.534311,34.3969564,NA,NA,2772452.08485735,3227547.91514265,79,79,1,1,1,-119.534311,34.3969564
"PAST SALE",NA,"Single Family Residential","4327 Del Mar Ave","Carpinteria","CA","93013",2889309,3,3,NA,1904,23087,1931,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4327-Del-Mar-Ave-93013/home/21614291",NA,NA,"Y","Y","4327 Del Mar Ave, Carpinteria, CA",6222,2.82,74664,-119.5339743,34.3966596,3180800,0.512,1479326.208,1409982.792,80,80,23,3,1,-119.5339743,34.3966596
"PAST SALE",NA,"Single Family Residential","4347 Del Mar Ave","Carpinteria","CA","93013",5303398,6,3,NA,2257,22651,1950,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4347-Del-Mar-Ave-93013/home/21614290",NA,NA,"Y","Y","4347 Del Mar Ave, Carpinteria, CA",7340,2.88,88080,-119.5337054,34.3966383,3180800,0.512,2715339.776,2588058.224,81,81,1,1,1,-119.5337054,34.3966383
"PAST SALE","March-22-2002","Single Family Residential","4365 Del Mar Ave","Carpinteria","CA","93013-3313",6724708,2,2,"Sandyland Cove",NA,NA,NA,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4365-Del-Mar-Ave-93013/home/21614289","SBMLS","01-2859","Y","Y","4365 Del Mar Ave, Carpinteria, CA",4064,2.8,48768,-119.5334623,34.3965544,NA,NA,3107321.78577615,3617386.21422385,82,82,1,1,1,-119.5334623,34.3965544
"PAST SALE",NA,"Single Family Residential","4377 Del Mar Ave","Carpinteria","CA","93013",3444789,3,3,NA,2875,17424,1925,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4377-Del-Mar-Ave-93013/home/21615382",NA,NA,"Y","Y","4377 Del Mar Ave, Carpinteria, CA",7400,2.84,88800,-119.5332235,34.3965315,3180800,0.512,1763731.968,1681057.032,83,83,50,23,9,-119.5332235,34.3965315
"PAST SALE",NA,"Single Family Residential","4387 Del Mar Ave","Carpinteria","CA","93013",3528989,2,4,NA,2486,10890,1999,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4387-Del-Mar-Ave-93013/home/21615383",NA,NA,"Y","Y","4387 Del Mar Ave, Carpinteria, CA",9254,2.85,111048,-119.5330772,34.396518,3180800,0.512,1806842.368,1722146.632,84,84,79,43,25,-119.5330772,34.396518
"PAST SALE",NA,"Single Family Residential","4393 Del Mar Ave","Carpinteria","CA","93013",3230898,4,4,NA,2390,10454,1961,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4393-Del-Mar-Ave-93013/home/21614286",NA,NA,"Y","Y","4393 Del Mar Ave, Carpinteria, CA",7991,2.83,95892,-119.5329353,34.3964777,3180800,0.512,1654219.776,1576678.224,85,85,69,36,20,-119.5329353,34.3964777
"PAST SALE",NA,"Single Family Residential","4405 Del Mar Ave","Carpinteria","CA","93013",5740000,3,3,NA,2543,10019,2011,NA,2257,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4405-Del-Mar-Ave-93013/home/21614285",NA,NA,"Y","Y","4405 Del Mar Ave, Carpinteria, CA",7810,2.93,93720,-119.5327801,34.3965197,3180800,0.512,2938880,2801120,86,86,1,1,1,-119.5327801,34.3965197
"PAST SALE","August-15-2003","Single Family Residential","4411 Del Mar Ave","Carpinteria","CA","93013-3314",9902596,3,3,"Sandyland Cove",NA,NA,NA,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4411-Del-Mar-Ave-93013/home/21614284","SBMLS","03-2437","Y","Y","4411 Del Mar Ave, Carpinteria, CA",10013,3.06,120156,-119.5326227,34.3965611,NA,NA,4575745.48761668,5326850.51238332,87,87,1,1,1,-119.5326227,34.3965611
"PAST SALE",NA,"Single Family Residential","4431 Del Mar Ave","Carpinteria","CA","93013",3859732,6,6,NA,2960,12197,1940,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4431-Del-Mar-Ave-93013/home/21614283",NA,NA,"Y","Y","4431 Del Mar Ave, Carpinteria, CA",9783,3.2,117396,-119.5323059,34.3965778,3180800,0.512,1976182.784,1883549.216,88,88,101,58,38,-119.5323059,34.3965778
"PAST SALE",NA,"Single Family Residential","4447 Del Mar Ave","Carpinteria","CA","93013",4235906,4,4,NA,2661,12197,1946,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4447-Del-Mar-Ave-93013/home/21614282",NA,NA,"Y","Y","4447 Del Mar Ave, Carpinteria, CA",9602,2.96,115224,-119.5322315,34.3964477,3180800,0.512,2168783.872,2067122.128,89,89,68,35,19,-119.5322315,34.3964477
"PAST SALE",NA,"Single Family Residential","100 Sandyland Cove Rd","Carpinteria","CA","93013",1761500,2,2,NA,1246,16117,1931,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/100-Sandyland-Cove-Rd-93013/home/21612980",NA,NA,"Y","Y","100 Sandyland Cove Rd, Carpinteria, CA",4302,3.59,51624,-119.5312412,34.396788,3180800,0.512,901888,859612,90,90,101,75,51,-119.5312412,34.396788
"PAST SALE","December-2-2005","Single Family Residential","4477 Avenue Del Mar","Santa Barbara","CA","93013",7500000,4,4,"Santa Barbara",NA,13939,1998,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4477-Del-Mar-Ave-93013/home/21614280","SBMLS","05-4551","Y","Y","4477 Avenue Del Mar, Santa Barbara, CA",8138,2.81,97656,-119.5319049,34.3963265,3180800,0.512,3840000,3660000,91,91,1,1,1,-119.5319049,34.3963265
"PAST SALE",NA,"Single Family Residential","4501 Del Mar Ave","Carpinteria","CA","93013",12738848,5,6,NA,4533,10019,1956,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4501-Del-Mar-Ave-93013/home/21615380",NA,NA,"Y","Y","4501 Del Mar Ave, Carpinteria, CA",10017,2.86,120204,-119.5315317,34.396271,3180800,0.512,6522290.176,6216557.824,92,92,1,1,1,-119.5315317,34.396271
"PAST SALE",NA,"Single Family Residential","4509 Del Mar Ave","Carpinteria","CA","93013",3397503,5,4,NA,3206,10019,1951,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4509-Del-Mar-Ave-93013/home/21615378",NA,NA,"Y","Y","4509 Del Mar Ave, Carpinteria, CA",9506,2.81,114072,-119.5313157,34.3962019,3180800,0.512,1739521.536,1657981.464,93,93,85,46,28,-119.5313157,34.3962019
"PAST SALE",NA,"Single Family Residential","4513 Del Mar Ave","Carpinteria","CA","93013",4658220,3,4,NA,3064,10454,1993,NA,269,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4513-Del-Mar-Ave-93013/home/21614270",NA,NA,"Y","Y","4513 Del Mar Ave, Carpinteria, CA",9749,2.83,116988,-119.5312752,34.3962153,3180800,0.512,2385008.64,2273211.36,94,94,45,20,6,-119.5312752,34.3962153
"PAST SALE","September-2-1999","Single Family Residential","4517 Avenue Del Mar","Carpinteria","CA","93013",7451392,3,3,"Sandyland Cove",NA,NA,1954,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4517-Del-Mar-Ave-93013/home/21614279","SBMLS","99-1463","Y","Y","4517 Avenue Del Mar, Carpinteria, CA",6466,2.85,77592,-119.5311269,34.3962075,3180800,0.512,3815112.704,3636279.296,95,95,1,1,1,-119.5311269,34.3962075
"PAST SALE",NA,"Single Family Residential","4525 Del Mar Ave","Carpinteria","CA","93013",9900000,3,4,NA,4617,22216,2022,NA,2144,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4525-Del-Mar-Ave-93013/home/21614278",NA,NA,"Y","Y","4525 Del Mar Ave, Carpinteria, CA",10150,2.86,121800,-119.53099,34.39617,3180800,0.512,5068800,4831200,96,96,1,1,1,-119.53099,34.39617
"PAST SALE",NA,"Single Family Residential","4535 Del Mar Ave","Carpinteria","CA","93013",3472684,4,4,NA,2760,20909,1947,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4535-Del-Mar-Ave-93013/home/21614277",NA,NA,"Y","Y","4535 Del Mar Ave, Carpinteria, CA",9553,2.83,114636,-119.5307125,34.3960752,3180800,0.512,1778014.208,1694669.792,97,97,84,46,28,-119.5307125,34.3960752
"PAST SALE","June-26-2017","Single Family Residential","4555 Avenue Del Mar","Carpinteria","CA","93013",8700000,4,3,"Sandyland Cove",1531,18295,1947,NA,5683,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4555-Del-Mar-Ave-93013/home/21614276","SBMLS","17-1503","Y","Y","4555 Avenue Del Mar, Carpinteria, CA",5941,2.72,71292,-119.5305369,34.3959425,3180800,0.512,4454400,4245600,98,98,1,1,1,-119.5305369,34.3959425
"PAST SALE","November-22-2006","Single Family Residential","4561 Avenue Del Mar","Carpinteria","CA","93013",15423112,5,6.5,"Sandyland Cove",4683,21344,NA,NA,3293,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4561-Del-Mar-Ave-93013/home/21614275","SBMLS","06-4411","Y","Y","4561 Avenue Del Mar, Carpinteria, CA",10422,2.69,125064,-119.5301897,34.3958263,3180800,0.512,7896633.344,7526478.656,99,99,1,1,1,-119.5301897,34.3958263
"PAST SALE","May-19-2000","Single Family Residential","4567 Avenue Del Mar","Carpinteria","CA","93013",2300000,4,3,"CARPINTERIA-SUMMERLAND",NA,NA,1955,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4567-Del-Mar-Ave-93013/home/21614274","SBMLS","00-844","Y","Y","4567 Avenue Del Mar, Carpinteria, CA",9501,2.77,114012,-119.529966,34.3957943,3180800,0.512,1177600,1122400,100,100,101,78,54,-119.529966,34.3957943
"PAST SALE",NA,"Single Family Residential","4575 Del Mar Ave","Carpinteria","CA","93013",1923788,4,3,NA,1810,6098,1955,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4575-Del-Mar-Ave-93013/home/21615379",NA,NA,"Y","Y","4575 Del Mar Ave, Carpinteria, CA",6474,2.69,77688,-119.5298578,34.3957423,3180800,0.512,984979.456,938808.544,101,101,97,54,35,-119.5298578,34.3957423
"PAST SALE","January-29-2020","Single Family Residential","4581 Avenue Del Mar","Carpinteria","CA","93013",6400000,4,4,"Sandyland Cove",2589,5662,1954,NA,2472,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4581-Del-Mar-Ave-93013/home/21614273","SBMLS","20-341","Y","Y","4581 Avenue Del Mar, Carpinteria, CA",9706,2.68,116472,-119.5297395,34.3956907,3180800,0.512,3276800,3123200,102,102,1,1,1,-119.5297395,34.3956907
"PAST SALE","August-31-1995","Single Family Residential","4587 Avenue Del Mar","Carpinteria","CA","93013",7112677,4,3,"CARPINTERIA-SUMMERLAND",NA,NA,1000,NA,NA,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4587-Del-Mar-Ave-93013/home/21614272","SBMLS","94-3926","Y","Y","4587 Avenue Del Mar, Carpinteria, CA",8411,2.69,100932,-119.5296108,34.3956596,3180800,0.512,3641690.624,3470986.376,103,103,1,1,1,-119.5296108,34.3956596
"PAST SALE",NA,"Single Family Residential","4599 Del Mar Ave","Carpinteria","CA","93013",3950000,3,4,NA,3353,30928,1953,NA,1178,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4599-Del-Mar-Ave-93013/home/21612979",NA,NA,"Y","Y","4599 Del Mar Ave, Carpinteria, CA",10038,2.74,120456,-119.5291153,34.3955931,3180800,0.512,2022400,1927600,104,104,58,29,14,-119.5291153,34.3955931
"PAST SALE",NA,"Condo/Co-op","4729 Sandyland Rd","Carpinteria","CA","93013",978760,2,2,NA,908,NA,1940,NA,275,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4729-Sandyland-Rd-93013/home/21614164",NA,NA,"Y","Y","4729 Sandyland Rd, Carpinteria, CA",2081,3,24972,-119.5282081,34.3955075,3180800,0.512,501125.12,477634.88,105,105,57,28,13,-119.5282081,34.3955075
"PAST SALE",NA,"Condo/Co-op","4725 Sandyland Rd","Carpinteria","CA","93013",850071,2,1,NA,672,NA,1952,NA,249,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4725-Sandyland-Rd-93013/home/21614168",NA,NA,"Y","Y","4725 Sandyland Rd, Carpinteria, CA",1605,3,19260,-119.5281589,34.3954589,3180800,0.512,435236.352,414834.648,106,106,41,16,3,-119.5281589,34.3954589
"PAST SALE",NA,"Condo/Co-op","4757 Sandyland Rd","Carpinteria","CA","93013",969891,3,2,NA,1020,NA,1922,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4757-Sandyland-Rd-93013/home/21614165",NA,NA,"Y","Y","4757 Sandyland Rd, Carpinteria, CA",2170,2.81,26040,-119.5281668,34.3952484,3180800,0.512,496584.192,473306.808,107,107,49,22,8,-119.5281668,34.3952484
"PAST SALE","August-21-2009","Single Family Residential","4763 Sandyland Rd","Carpinteria","CA","93013",4e+06,3,2.5,"Sandyland Cove",3000,NA,1989,NA,1333,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Carpinteria/4763-Sandyland-Rd-93013/home/21517779","SBMLS","08-3029","Y","Y","4763 Sandyland Rd, Carpinteria, CA",4036,2.97,48432,-119.5277027,34.3951954,3180800,0.512,2048000,1952000,108,108,1,1,1,-119.5277027,34.3951954
"PAST SALE",NA,"Condo/Co-op","4773 Sandyland Rd","Carpinteria","CA","93013",5155108,6,5,NA,6397,NA,1994,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4773-Sandyland-Rd-93013/home/21614640",NA,NA,"Y","Y","4773 Sandyland Rd, Carpinteria, CA",4445,2.97,53340,-119.5277077,34.3951914,3180800,0.512,2639415.296,2515692.704,109,109,1,1,1,-119.5277077,34.3951914
"PAST SALE",NA,"Single Family Residential","4797 Sandyland Rd","Carpinteria","CA","93013",3411793,5,3,NA,2485,30056,1955,NA,NA,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4797-Sandyland-Rd-93013/home/21615362",NA,NA,"Y","Y","4797 Sandyland Rd, Carpinteria, CA",8164,3.28,97968,-119.527433,34.3952598,3180800,0.512,1746838.016,1664954.984,110,110,101,57,36,-119.527433,34.3952598
"PAST SALE",NA,"Condo/Co-op","4842 Sandyland Rd","Carpinteria","CA","93013",1150059,2,3,NA,1340,NA,1979,NA,160,NA,NA,NA,NA,"https://www.redfin.com/CA/Carpinteria/4842-Sandyland-Rd-93013/home/21614103",NA,NA,"Y","Y","4842 Sandyland Rd, Carpinteria, CA",2653,4.13,31836,-119.5264141,34.3952865,3180800,0.512,588830.208,561228.792,111,111,101,83,57,-119.5264141,34.3952865
