applied_yield_pct,methodology,justification,sensitivity_low,sensitivity_high,case_study,date
5,literature_baseline,"Scraped online rental estimates showed unreliable results (1-3% annual yields), suggesting data quality issues. Applied conservative 5% baseline from literature.",4,6,carpinteria,2025-11-18
