SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
RENTAL,,Single Family Residential,871 Sand Point Rd,Carpinteria,CA,93013,29950,4,3.5,,5390,6534,1997,,,,,,,https://www.redfin.com/CA/Carpinteria/871-Sand-Point-Rd-93013/home/21611784,,,Y,Y,34.4047826,-119.5469257
PAST SALE,June-6-2014,Single Family Residential,869 Sand Point Rd,Carpinteria,CA,93013,8650000,6,5.0,CARPINTERIA-SUMMERLAND,5742,,1996,,1506,,Sold,,,https://www.redfin.com/CA/Carpinteria/869-Sand-Point-Rd-93013/home/21523736,SBMLS,14-1791,Y,Y,34.4045559,-119.5467092
PAST SALE,,Single Family Residential,845 Sand Point Rd,Carpinteria,CA,93013,6100000,3,4.0,,2241,46174,1977,,2722,,,,,https://www.redfin.com/CA/Carpinteria/845-Sand-Point-Rd-93013/home/21611953,,,Y,Y,34.4045688,-119.5458531
PAST SALE,May-8-2012,Single Family Residential,841 Sand Point Rd,Santa Barbara,CA,93013,5225000,4,4.0,Santa Barbara,2395,45738,1973,,2182,,Sold,,,https://www.redfin.com/CA/Carpinteria/841-Sand-Point-Rd-93013/home/21612178,SBMLS,11-2580,Y,Y,34.4044467,-119.5456102
PAST SALE,,Single Family Residential,835 Sand Point Rd,Carpinteria,CA,93013,1700000,6,5.0,,5475,59677,2006,,311,,,,,https://www.redfin.com/CA/Carpinteria/835-Sand-Point-Rd-93013/home/21611956,,,Y,Y,34.4042248,-119.5453239
PAST SALE,April-13-2012,Single Family Residential,815 Sand Point Rd,Carpinteria,CA,93013,5500000,3,2.0,Carpinteria,2198,96703,1977,,2502,,Sold,,,https://www.redfin.com/CA/Carpinteria/815-Sand-Point-Rd-93013/home/21611962,SBMLS,11-2340,Y,Y,34.4037732,-119.5447663
PAST SALE,January-22-1993,Single Family Residential,805 Sand Pt,Carpinteria,CA,93013,,4,3.0,CARPINTERIA-SUMMERLAND,,100188,1964,,,,Sold,,,https://www.redfin.com/CA/Carpinteria/805-Sand-Point-Rd-93013/home/21611955,SBMLS,92-2430,Y,Y,34.4034328,-119.5444334
PAST SALE,February-1-2019,Single Family Residential,791 Sand Point Rd,Carpinteria,CA,93013,9725000,3,2.5,Sandyland Cove,2300,118483,1957,,4228,,Sold,,,https://www.redfin.com/CA/Carpinteria/791-Sand-Point-Rd-93013/home/21611958,SBMLS,18-3403,Y,Y,34.4030894,-119.5441881
PAST SALE,,Single Family Residential,775 Sand Point Rd,Carpinteria,CA,93013,,2,2.0,,1530,108464,1952,,,,,,,https://www.redfin.com/CA/Carpinteria/775-Sand-Point-Rd-93013/home/21611952,,,Y,Y,34.4027754,-119.5437832
PAST SALE,April-29-2011,Single Family Residential,755 Sand Point Rd,Carpinteria,CA,93013,5000000,2,2.5,Carpinteria,,,1945,,,,Sold,,,https://www.redfin.com/CA/Carpinteria/755-Sand-Point-Rd-93013/home/21611951,SBMLS,11-1583,Y,Y,34.4021823,-119.5432306
