SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,June-11-2021,Single Family Residential,116 Santa Monica Ave,Oxnard,CA,93035,1100000,2,2.0,Silverstrand Beach - 0308,1058,2450,1957,,1040,,Sold,,,https://www.redfin.com/CA/Oxnard/116-Santa-Monica-Ave-93035/home/4526347,CRMLS,V1-5650,Y,Y,34.1485322,-119.2144213
PAST SALE,August-17-2021,Single Family Residential,121 Sawtelle Ave,Oxnard,CA,93035,784625,2,1.0,Silverstrand Beach - 0308,870,2450,1959,,902,,Sold,,,https://www.redfin.com/CA/Oxnard/121-Sawtelle-Ave-93035/home/4526361,CRMLS,V1-6865,Y,Y,34.1484312,-119.2141979
PAST SALE,,Single Family Residential,117 Sawtelle Ave,Oxnard,CA,93035,262500,2,1.0,,471,2178,1934,,557,,,,,https://www.redfin.com/CA/Oxnard/117-Sawtelle-Ave-93035/home/4526362,,,Y,Y,34.1483711,-119.214268
PAST SALE,,Single Family Residential,113 Sawtelle Ave,Oxnard,CA,93035,120000,2,2.0,,960,2178,1971,,125,,,,,https://www.redfin.com/CA/Oxnard/113-Sawtelle-Ave-93035/home/4526363,,,Y,Y,34.1483127,-119.2143807
PAST SALE,August-31-2020,Single Family Residential,109 Sawtelle Ave,Oxnard,CA,93035,1380000,4,3.0,Silverstrand Beach - 0308,2784,2450,1991,,496,,Sold,,,https://www.redfin.com/CA/Oxnard/109-Sawtelle-Ave-93035/home/4526364,CRMLS,V0-220007938,Y,Y,34.148286,-119.2144989
PAST SALE,March-2-2021,Single Family Residential,100 Ocean Dr,Oxnard,CA,93035,1750000,5,3.5,Oxnard - PH Beaches,2703,2205,2002,,647,,Sold,,,https://www.redfin.com/CA/Oxnard/100-Ocean-Dr-93035/home/4526372,CSMAR,220011194,Y,Y,34.1481586,-119.2145863
PAST SALE,April-7-2021,Single Family Residential,106 Ocean Dr,Oxnard,CA,93035,1465000,3,3.0,Silverstrand Beach - 0308,1816,1820,2000,,807,,Sold,,,https://www.redfin.com/CA/Oxnard/106-Ocean-Dr-93035/home/4526371,CRMLS,V1-3311,Y,Y,34.1482218,-119.2146378
PAST SALE,,Single Family Residential,112 Ocean Dr,Oxnard,CA,93035,415000,3,3.0,,1892,1742,1989,,219,,,,,https://www.redfin.com/CA/Oxnard/112-Ocean-Dr-93035/home/4526369,,,Y,Y,34.14828,-119.2146889
PAST SALE,,Single Family Residential,118 Ocean Dr,Oxnard,CA,93035,1550000,3,3.0,,2095,1742,1989,,740,,,,,https://www.redfin.com/CA/Oxnard/118-Ocean-Dr-93035/home/4526370,,,Y,Y,34.1483355,-119.2147357
PAST SALE,October-2-2023,Single Family Residential,124 Ocean Dr,Oxnard,CA,93035,2450000,4,4.0,VC32 - Oxnard - Port Hueneme Beaches,2522,2205,2017,,971,,Sold,,,https://www.redfin.com/CA/Oxnard/124-Ocean-Dr-93035/home/22827583,CRMLS,V1-18293,Y,Y,34.1483971,-119.2147875
