"SALE TYPE","SOLD DATE","PROPERTY TYPE","ADDRESS","CITY","STATE OR PROVINCE","ZIP OR POSTAL CODE","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","DAYS ON MARKET","$/SQUARE FEET","HOA/MONTH","STATUS","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME","URL","SOURCE","MLS#","FAVORITE","INTERESTED","full_address","rentalval","elevation","rent","longitude","latitude","landval_acre","landshare","landval","strval","retreat_year","X","Y"
"PAST SALE","June-10-2025","Single Family Residential","1005 Ocean Dr","Oxnard","CA","93035",3750000,5,4.5,"Silverstrand Beach - 0308",2806,2550,1990,NA,1336,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/1005-Ocean-Dr-93035/home/4526754","CRMLS","V1-26994","N","Y","1005 Ocean Dr, Oxnard, CA",9450,3.84,113400,-119.2182,34.1515627,6806200,0.599,2246250,1503750,95,-119.2182,34.1515627
"PAST SALE","April-9-2021","Single Family Residential","144 Pasadena Ave","Oxnard","CA","93035",1700000,5,4,"VC32 - Oxnard - Port Hueneme Beaches",2842,2450,2008,NA,598,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/144-Pasadena-Ave-93035/home/17171664","CRMLS","V1-1984","N","Y","144 Pasadena Ave, Oxnard, CA",8799,3.66,105588,-119.2165542,34.152123,6806200,0.599,1018300,681700,100,-119.2165542,34.152123
"PAST SALE","February-6-2025","Condo/Co-op","159 Los Angeles Ave","Oxnard","CA","93035",960000,4,3.5,"Oxnard - PH Beaches",1871,3212,1959,NA,513,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/159-Los-Angeles-Ave-93035/home/190850473","CSMAR","224003370","N","Y","159 Los Angeles Ave, Oxnard, CA",4350,3.75,52200,-119.2139894,34.1497943,6806200,0.599,575040,384960,100,-119.2139894,34.1497943
"PAST SALE","October-23-2020","Single Family Residential","124 San Fernando Ave","Oxnard","CA","93035",805000,2,1,"Silverstrand Beach - 0308",914,2450,1947,NA,881,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/124-San-Fernando-Ave-93035/home/4526688","CRMLS","V0-220003023","N","Y","124 San Fernando Ave, Oxnard, CA",3319,3.68,39828,-119.2163454,34.1510607,6806200,0.599,482195,322805,100,-119.2163454,34.1510607
"PAST SALE","October-15-2020","Single Family Residential","125 Ventura Ave","Oxnard","CA","93035",795000,2,1,"VC32 - Oxnard - Port Hueneme Beaches",1005,2450,1958,NA,791,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/125-Ventura-Ave-93035/home/4526412","CRMLS","V0-220001938","N","Y","125 Ventura Ave, Oxnard, CA",3650,3.54,43800,-119.2173898,34.1526175,6806200,0.599,476205,318795,100,-119.2173898,34.1526175
"PAST SALE","July-14-2022","Single Family Residential","128 San Nicholas Ave","Oxnard","CA","93035",2650000,4,4,"VC32 - Oxnard - Port Hueneme Beaches",2900,2450,2000,NA,914,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Port-Hueneme/128-San-Nicolas-Cir-93041/home/4719689","CRMLS","V1-9750","N","Y","128 San Nicholas Ave, Oxnard, CA",4437,1.6,53244,-119.222987,34.158283,6806200,0.599,1587350,1062650,1,-119.222987,34.158283
"PAST SALE","September-3-2020","Single Family Residential","141 Bardsdale Ave","Oxnard","CA","93035",924900,3,2,"Silverstrand Beach - 0308",1908,2450,1975,NA,485,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/141-Bardsdale-Ave-93035/home/4527947","CRMLS","V0-220002157","N","Y","141 Bardsdale Ave, Oxnard, CA",5873,4.07,70476,-119.2206024,34.1563629,6806200,0.599,554015.1,370884.9,100,-119.2206024,34.1563629
"PAST SALE","July-17-2020","Single Family Residential","144 Los Angeles Ave","Oxnard","CA","93035",780000,2,1.5,"VC32 - Oxnard - Port Hueneme Beaches",1157,2450,1939,NA,674,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/144-Los-Angeles-Ave-93035/home/4526326","CRMLS","V0-219014239","N","Y","144 Los Angeles Ave, Oxnard, CA",4496,3.5,53952,-119.2141107,34.1493366,6806200,0.599,467220,312780,100,-119.2141107,34.1493366
"PAST SALE","August-30-2023","Multi-Family (2-4 Unit)","145-147 Hollywood Ave","Oxnard","CA","93035",1015000,3,2,"VC32 - Oxnard - Port Hueneme Beaches",840,3500,1951,NA,1208,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/145-Hollywood-Ave-93035/home/4526232","CRMLS","V1-16190","N","Y","145-147 Hollywood Ave, Oxnard, CA",3926.66993764355,3.81,47120.0392517226,-119.2154798,34.1507503,6806200,0.599,607985,407015,100,-119.2154798,34.1507503
"PAST SALE","August-7-2020","Single Family Residential","109 Los Angeles Ave","Oxnard","CA","93035",840000,2,3,"VC32 - Oxnard - Port Hueneme Beaches",1508,2450,1954,NA,557,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/109-Los-Angeles-Ave-93035/home/4526312","CRMLS","SW19271527","N","Y","109 Los Angeles Ave, Oxnard, CA",5466,3.13,65592,-119.2151648,34.149102,6806200,0.599,503160,336840,100,-119.2151648,34.149102
"PAST SALE","February-6-2025","Townhouse","157 Los Angeles Ave","Oxnard","CA","93035",959000,4,3.5,"Oxnard - PH Beaches",1871,3212,1959,NA,513,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/157-Los-Angeles-Ave-93035/home/4526305","CSMAR","224001918","N","Y","157 Los Angeles Ave, Oxnard, CA",4904,3.68,58848,-119.2140949,34.1497115,6806200,0.599,574441,384559,100,-119.2140949,34.1497115
"PAST SALE","July-8-2020","Single Family Residential","141 Anacapa Ave","Oxnard","CA","93035",1180000,3,3.5,"Silverstrand Beach - 0308",2009,2450,1980,NA,587,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/141-Anacapa-Ave-93035/home/4527586","CRMLS","V0-219010743","N","Y","141 Anacapa Ave, Oxnard, CA",6886,1.66,82632,-119.2225777,34.1582825,6806200,0.599,706820,473180,68,-119.2225777,34.1582825
"PAST SALE","August-7-2020","Single Family Residential","125 Fillmore Ave","Oxnard","CA","93035",1050000,3,2.5,"Silverstrand Beach - 0308",2385,2450,2001,NA,440,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/125-Fillmore-Ave-93035/home/4527222","CRMLS","V0-219009956","N","Y","125 Fillmore Ave, Oxnard, CA",6981,3.73,83772,-119.2187066,34.1537458,6806200,0.599,628950,421050,100,-119.2187066,34.1537458
"PAST SALE",NA,"Single Family Residential","129 Eagle Rock Ave","Oxnard","CA","93035",725000,3,1,NA,1016,2178,1941,NA,714,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/129-Eagle-Rock-Ave-93035/home/4526723",NA,NA,"N","Y","129 Eagle Rock Ave, Oxnard, CA",3752,3.73,45024,-119.2161184,34.1509209,6806200,0.599,434275,290725,100,-119.2161184,34.1509209
"PAST SALE",NA,"Multi-Family (2-4 Unit)","133 Burbank Ave","Oxnard","CA","93035",1650000,6,4,NA,3000,4791,1970,NA,550,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/133-Burbank-Ave-93035/home/4526610",NA,NA,"N","Y","133 Burbank Ave, Oxnard, CA",8745.04861724239,3.52,104940.583406909,-119.2166983,34.151807,6806200,0.599,988350,661650,100,-119.2166983,34.151807
