"SALE TYPE","SOLD DATE","PROPERTY TYPE","ADDRESS","CITY","STATE OR PROVINCE","ZIP OR POSTAL CODE","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","DAYS ON MARKET","$/SQUARE FEET","HOA/MONTH","STATUS","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME","URL","SOURCE","MLS#","FAVORITE","INTERESTED","full_address","rentalval","elevation","rent","longitude","latitude","landval_acre","landshare","landval","strval","retreat_year","X","Y"
"PAST SALE","December-1-2020","Single Family Residential","109 Tujunga Ave","Oxnard","CA","93035",1030000,3,2,"Silverstrand Beach - 0308",1844,2575,1973,NA,559,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/109-Tujunga-Ave-93035/home/4526843","CRMLS","V1-2126","N","Y","109 Tujunga Ave, Oxnard, CA",5692.89308487981,3.73,68314.7170185577,-119.2208748,34.1554576,6806200,0.599,616970,413030,100,-119.2208748,34.1554576
"PAST SALE","June-6-2025","Single Family Residential","108 Pasadena Ave","Oxnard","CA","93035",1365000,4,2,"Silverstrand Beach - 0308",1809,2178,1977,NA,755,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/108-Pasadena-Ave-93035/home/4526570","CSMAR","225002088","N","Y","108 Pasadena Ave, Oxnard, CA",6086,3.02,73032,-119.2173898,34.1516239,6806200,0.599,817635,547365,100,-119.2173898,34.1516239
"PAST SALE","November-18-2021","Single Family Residential","121 Hollywood Ave","Oxnard","CA","93035",1230000,3,2,"Silverstrand Beach - 0308",1132,2450,1956,NA,1087,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/121-Hollywood-Ave-93035/home/4526236","CRMLS","V1-8660","N","Y","121 Hollywood Ave, Oxnard, CA",4476,3.47,53712,-119.2159822,34.1504396,6806200,0.599,736770,493230,100,-119.2159822,34.1504396
"PAST SALE","November-12-2024","Single Family Residential","136 Malibu Ave","Oxnard","CA","93035",1877000,4,3.5,"Silverstrand Beach - 0308",2957,2962,1988,NA,635,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/136-Malibu-Ave-93035/home/4527912","CRMLS","V1-26189","N","Y","136 Malibu Ave, Oxnard, CA",8827,3.35,105924,-119.2210797,34.1566761,6806200,0.599,1124323,752677,100,-119.2210797,34.1566761
"PAST SALE","June-25-2025","Single Family Residential","1905 Ocean Dr","Oxnard","CA","93035",2940000,4,2.5,"Silverstrand Beach - 0308",1879,2178,1975,NA,1565,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/1905-Ocean-Dr-93035/home/4527517","CRMLS","V1-29612","N","Y","1905 Ocean Dr, Oxnard, CA",6588,3.73,79056,-119.2214264,34.1551067,6806200,0.599,1761060,1178940,79,-119.2214264,34.1551067
"PAST SALE","March-12-2021","Single Family Residential","144 Eagle Rock Ave","Oxnard","CA","93035",955000,4,3,"Silverstrand Beach - 0308",2044,2450,1978,NA,467,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/144-Eagle-Rock-Ave-93035/home/4526227","CRMLS","V1-3725","N","Y","144 Eagle Rock Ave, Oxnard, CA",6693,4,80316,-119.2155294,34.1509064,6806200,0.599,572045,382955,100,-119.2155294,34.1509064
"PAST SALE","March-28-2024","Single Family Residential","2317 Chico Ct","Oxnard","CA","93035",925000,3,1,"VC32 - Oxnard - Port Hueneme Beaches",1094,2178,1960,NA,846,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/2317-Chico-Ct-93035/home/4527794","CRMLS","V1-21711","N","Y","2317 Chico Ct, Oxnard, CA",3819,2.28,45828,-119.222153,34.1573686,6806200,0.599,554075,370925,60,-119.222153,34.1573686
"PAST SALE","June-6-2025","Single Family Residential","129 Santa Monica Ave","Oxnard","CA","93035",1050000,2,1,"VC32 - Oxnard - Port Hueneme Beaches",872,2178,1950,NA,1204,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/129-Santa-Monica-Ave-93035/home/4526335","CRMLS","V1-29827","N","Y","129 Santa Monica Ave, Oxnard, CA",2951,3.17,35412,-119.2143684,34.1489226,6806200,0.599,628950,421050,69,-119.2143684,34.1489226
"PAST SALE","June-10-2024","Single Family Residential","2309 Roosevelt Blvd","Oxnard","CA","93035",969000,2,1,"Silverstrand Beach - 0308",859,2450,1956,NA,1128,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/2309-Roosevelt-Blvd-93035/home/4527780","CRMLS","V1-23572","N","Y","2309 Roosevelt Blvd, Oxnard, CA",3296,2.9,39552,-119.2213856,34.1573416,6806200,0.599,580431,388569,73,-119.2213856,34.1573416
"PAST SALE","April-8-2022","Single Family Residential","144 Tujunga Ave","Oxnard","CA","93035",2020000,3,3,"VC32 - Oxnard - Port Hueneme Beaches",2311,2051,2018,NA,874,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/144-Tujunga-Ave-93035/home/22857706","CRMLS","V1-10930","N","Y","144 Tujunga Ave, Oxnard, CA",7024,5.25,84288,-119.2198208,34.1557167,6806200,0.599,1209980,810020,100,-119.2198208,34.1557167
"PAST SALE","May-5-2025","Single Family Residential","152 Van Nuys Ave","Oxnard","CA","93035",1459000,3,3,"Silverstrand Beach - 0308",2028,2450,1976,NA,719,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/152-Van-Nuys-Ave-93035/home/4526296","CRMLS","V1-29166","N","Y","152 Van Nuys Ave, Oxnard, CA",6651,3.63,79812,-119.2146653,34.1502083,6806200,0.599,873941,585059,100,-119.2146653,34.1502083
"PAST SALE","January-8-2021","Single Family Residential","133 Santa Monica Ave","Oxnard","CA","93035",870000,3,1,"Other (OTHR)",957,2450,1958,NA,909,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/133-Santa-Monica-Ave-93035/home/4526334","CRMLS","SR20259568","N","Y","133 Santa Monica Ave, Oxnard, CA",3458,3.22,41496,-119.2142924,34.1489528,6806200,0.599,521130,348870,100,-119.2142924,34.1489528
"PAST SALE","November-2-2020","Single Family Residential","128 Ventura Ave","Oxnard","CA","93035",8e+05,2,1,"Silverstrand Beach - 0308",660,2450,1952,NA,1212,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/128-Ventura-Ave-93035/home/4719685","CRMLS","V1-1727","N","Y","128 Ventura Ave, Oxnard, CA",3062,3.43,36744,-119.2173131,34.1523335,6806200,0.599,479200,320800,100,-119.2173131,34.1523335
"PAST SALE","October-1-2021","Single Family Residential","2125 Piru Ave","Oxnard","CA","93035",1355000,2,2,"Silverstrand Beach - 0308",1490,2450,1956,NA,909,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/2125-Piru-Ave-93035/home/4528011","CRMLS","V1-8214","N","Y","2125 Piru Ave, Oxnard, CA",5238,2.96,62856,-119.2219859,34.1565567,6806200,0.599,811645,543355,89,-119.2219859,34.1565567
"PAST SALE","October-15-2020","Single Family Residential","1200 Ocean Dr","Oxnard","CA","93035",1475000,3,2.5,NA,1770,NA,1976,NA,833,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/1200-Ocean-Dr-93035/home/4527386","SBMLS","20-2873","N","Y","1200 Ocean Dr, Oxnard, CA",6482,3.35,77784,-119.2183888,34.1525964,6806200,0.599,883525,591475,100,-119.2183888,34.1525964
"PAST SALE","February-5-2025","Single Family Residential","125 Santa Paula Ave","Oxnard","CA","93035",1150000,2,2,"Silverstrand Beach - 0308",772,2450,1947,NA,1490,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/125-Santa-Paula-Ave-93035/home/4527302","CRMLS","V1-27353","N","Y","125 Santa Paula Ave, Oxnard, CA",3332,3.63,39984,-119.2184342,34.1533,6806200,0.599,688850,461150,97,-119.2184342,34.1533
"PAST SALE","April-15-2024","Single Family Residential","136 San Fernando Ave","Oxnard","CA","93035",946000,2,1,"VC32 - Oxnard - Port Hueneme Beaches",807,2450,1947,NA,1172,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/136-San-Fernando-Ave-93035/home/4526698","CRMLS","V1-22348","N","Y","136 San Fernando Ave, Oxnard, CA",3269,3.72,39228,-119.216073,34.1512109,6806200,0.599,566654,379346,100,-119.216073,34.1512109
"PAST SALE","January-25-2021","Single Family Residential","139 Hollywood Ave","Oxnard","CA","93035",1278500,3,3,"Silverstrand Beach - 0308",2226,1925,2003,NA,574,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/139-Hollywood-Ave-93035/home/4731759","CRMLS","V1-2914","N","Y","139 Hollywood Ave, Oxnard, CA",6724,3.79,80688,-119.2155481,34.1507024,6806200,0.599,765821.5,512678.5,100,-119.2155481,34.1507024
"PAST SALE","November-13-2023","Single Family Residential","128 Camarillo Ave","Oxnard","CA","93035",1250000,2,2,"VC32 - Oxnard - Port Hueneme Beaches",1236,2450,1971,NA,1011,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/128-Camarillo-Ave-93035/home/4526301","CRMLS","V1-20097","N","Y","128 Camarillo Ave, Oxnard, CA",4532,3.25,54384,-119.2148023,34.1494888,6806200,0.599,748750,501250,98,-119.2148023,34.1494888
"PAST SALE","June-11-2024","Single Family Residential","120 San Fernando Ave","Oxnard","CA","93035",1010000,2,2,"VC32 - Oxnard - Port Hueneme Beaches",864,2450,1925,NA,1169,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/120-San-Fernando-Ave-93035/home/4526686","CRMLS","V1-23453","N","Y","120 San Fernando Ave, Oxnard, CA",3417,3.71,41004,-119.2164476,34.1510043,6806200,0.599,604990,405010,100,-119.2164476,34.1510043
"PAST SALE","October-5-2022","Single Family Residential","116 Bardsdale Ave","Oxnard","CA","93035",1500000,3,3,"VC32 - Oxnard - Port Hueneme Beaches",1794,2674,1957,NA,836,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/116-Bardsdale-Ave-93035/home/4526810","CRMLS","V1-14270","N","Y","116 Bardsdale Ave, Oxnard, CA",6601,3.73,79212,-119.2208648,34.1557367,6806200,0.599,898500,601500,100,-119.2208648,34.1557367
"PAST SALE","April-8-2022","Single Family Residential","108 Anacapa Ave","Oxnard","CA","93035",2376000,5,3,"VC32 - Oxnard - Port Hueneme Beaches",2268,2625,1980,NA,1048,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/108-Anacapa-Ave-93035/home/4527727","CRMLS","SR22011128","N","Y","108 Anacapa Ave, Oxnard, CA",7741,3.63,92892,-119.2231244,34.1575867,6806200,0.599,1423224,952776,100,-119.2231244,34.1575867
"PAST SALE","October-9-2020","Single Family Residential","148 Highland Dr","Oxnard","CA","93035",1250000,3,2.5,"Silverstrand Beach - 0308",1951,2450,1965,NA,641,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/148-Highland-Dr-93035/home/4527861","CRMLS","V0-220009090","N","Y","148 Highland Dr, Oxnard, CA",6681,2.9,80172,-119.2215613,34.1569887,6806200,0.599,748750,501250,100,-119.2215613,34.1569887
"PAST SALE","June-24-2022","Single Family Residential","2121 Piru Ave","Oxnard","CA","93035",1480000,3,2,"VC32 - Oxnard - Port Hueneme Beaches",2076,2450,1978,NA,713,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/2121-Piru-Ave-93035/home/4528016","CRMLS","V1-12532","N","Y","2121 Piru Ave, Oxnard, CA",6837,3.08,82044,-119.2218636,34.1564431,6806200,0.599,886520,593480,100,-119.2218636,34.1564431
"PAST SALE","August-1-2023","Single Family Residential","121 San Fernando Ave","Oxnard","CA","93035",1450000,3,3,"Silverstrand Beach - 0308",2109,2450,2001,NA,688,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/121-San-Fernando-Ave-93035/home/4526660","CRMLS","V1-17986","N","Y","121 San Fernando Ave, Oxnard, CA",7093,3.57,85116,-119.2166901,34.1512534,6806200,0.599,868550,581450,100,-119.2166901,34.1512534
"PAST SALE","May-19-2025","Single Family Residential","717 Ocean Dr","Oxnard","CA","93035",3648000,3,2.5,"VC32 - Oxnard - Port Hueneme Beaches",1892,2550,2005,NA,1928,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/717-Ocean-Dr-93035/home/4526782","CRMLS","V1-29203","N","Y","717 Ocean Dr, Oxnard, CA",6356,3.84,76272,-119.2173115,34.1504965,6806200,0.599,2185152,1462848,63,-119.2173115,34.1504965
"PAST SALE","December-12-2022","Single Family Residential","117 Tujunga Ave","Oxnard","CA","93035",970000,3,1.5,"Silverstrand Beach - 0308",1200,2724,1957,NA,808,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/117-Tujunga-Ave-93035/home/4526832","CRMLS","V1-15263","N","Y","117 Tujunga Ave, Oxnard, CA",4123,3.73,49476,-119.2206906,34.155572,6806200,0.599,581030,388970,100,-119.2206906,34.155572
"PAST SALE","January-15-2025","Single Family Residential","133 Glendale Ave","Oxnard","CA","93035",1195000,3,2,"Silverstrand Beach - 0308",1208,2450,1956,NA,989,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/133-Glendale-Ave-93035/home/4526971","CRMLS","V1-26525","N","Y","133 Glendale Ave, Oxnard, CA",4477,3.73,53724,-119.2195757,34.1550054,6806200,0.599,715805,479195,100,-119.2195757,34.1550054
"PAST SALE",NA,"Single Family Residential","121 Hueneme Ave","Oxnard","CA","93035",1400000,3,2,NA,2003,2178,1974,NA,699,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/121-Hueneme-Ave-93035/home/4526929",NA,NA,"N","Y","121 Hueneme Ave, Oxnard, CA",5906,4.9,70872,-119.2202322,34.155254,6806200,0.599,838600,561400,100,-119.2202322,34.155254
"PAST SALE","December-1-2022","Single Family Residential","144 San Fernando Ave","Oxnard","CA","93035",1080000,3,2,"Silverstrand Beach - 0308",1306,2450,1956,NA,827,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/144-San-Fernando-Ave-93035/home/4349459","CRMLS","V1-15291","N","Y","144 San Fernando Ave, Oxnard, CA",5886,3.99,70632,-119.2158906,34.1513339,6806200,0.599,646920,433080,100,-119.2158906,34.1513339
"PAST SALE","July-1-2025","Single Family Residential","156 Highland Dr","Oxnard","CA","93035",1975000,5,3.5,"Silverstrand Beach - 0308",3344,2178,1994,NA,591,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/156-Highland-Dr-93035/home/4527869","CRMLS","V1-29838","N","Y","156 Highland Dr, Oxnard, CA",8879,3.05,106548,-119.2213299,34.1569908,6806200,0.599,1183025,791975,100,-119.2213299,34.1569908
"PAST SALE",NA,"Single Family Residential","117 Bardsdale Ave","Oxnard","CA","93035",1200000,3,2,NA,1824,2178,1973,NA,658,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/117-Bardsdale-Ave-93035/home/4527973",NA,NA,"N","Y","117 Bardsdale Ave, Oxnard, CA",5755,3.72,69060,-119.2211132,34.1559818,6806200,0.599,718800,481200,100,-119.2211132,34.1559818
"PAST SALE","October-11-2024","Single Family Residential","121 Glendale Ave","Oxnard","CA","93035",1530000,3,3,"Oxnard - Port Hueneme Beaches",2065,2450,1989,NA,741,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/121-Glendale-Ave-93035/home/4526998","TheMLS","24-416023","N","Y","121 Glendale Ave, Oxnard, CA",6802,3.91,81624,-119.2198747,34.1548562,6806200,0.599,916470,613530,100,-119.2198747,34.1548562
"PAST SALE","May-28-2025","Single Family Residential","136 Los Angeles Ave","Oxnard","CA","93035",830000,2,2,"Silverstrand Beach - 0308",785,2450,1927,NA,1057,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/136-Los-Angeles-Ave-93035/home/4526324","CRMLS","V1-28707","N","Y","136 Los Angeles Ave, Oxnard, CA",3854,3.32,46248,-119.2143375,34.1492637,6806200,0.599,497170,332830,100,-119.2143375,34.1492637
"PAST SALE","July-22-2020","Single Family Residential","1600 Ocean Dr","Oxnard","CA","93035",1649900,3,2.5,"Silverstrand Beach - 0308",2085,2450,1981,NA,791,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/1600-Ocean-Dr-93035/home/4527068","CRMLS","V0-220005241","N","Y","1600 Ocean Dr, Oxnard, CA",6981,3.73,83772,-119.2198587,34.1541632,6806200,0.599,988290.1,661609.9,100,-119.2198587,34.1541632
"PAST SALE","March-20-2024","Single Family Residential","516 Ocean Dr","Oxnard","CA","93035",1765000,3,1.5,"VC32 - Oxnard - Port Hueneme Beaches",1428,2667,1975,NA,1236,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/516-Ocean-Dr-93035/home/4526266","CRMLS","V1-21504","N","Y","516 Ocean Dr, Oxnard, CA",5304,3.14,63648,-119.2160616,34.149952,6806200,0.599,1057235,707765,74,-119.2160616,34.149952
"PAST SALE","June-26-2025","Single Family Residential","2500 Ocean Dr","Oxnard","CA","93035",2800000,4,3.5,"Silverstrand Beach - 0308",3189,2613,2006,NA,878,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/2500-Ocean-Dr-93035/home/4527619","CRMLS","V1-29599","N","Y","2500 Ocean Dr, Oxnard, CA",8877,3.62,106524,-119.2234475,34.1577204,6806200,0.599,1677200,1122800,100,-119.2234475,34.1577204
"PAST SALE","October-16-2023","Single Family Residential","112 Van Nuys Ave","Oxnard","CA","93035",1965000,5,5.5,"OXSS - Silver Strand",3000,2450,2023,NA,655,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/112-Van-Nuys-Ave-93035/home/22817796","CRMLS","SR23136079","N","Y","112 Van Nuys Ave, Oxnard, CA",10015,3.13,120180,-119.2154373,34.1497466,6806200,0.599,1177035,787965,100,-119.2154373,34.1497466
"PAST SALE","December-5-2024","Single Family Residential","145 San Fernando Ave","Oxnard","CA","93035",1005000,2,1,"Oxnard - Port Hueneme Beaches",938,2450,1954,NA,1071,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/145-San-Fernando-Ave-93035/home/4526650","TheMLS","24-449217","N","Y","145 San Fernando Ave, Oxnard, CA",3899,3.96,46788,-119.2161004,34.1515874,6806200,0.599,601995,403005,100,-119.2161004,34.1515874
"PAST SALE","July-15-2021","Single Family Residential","2301 Chico Ct","Oxnard","CA","93035",1050000,2,2,"VENTURA",1583,1306,1987,NA,663,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/2301-Chico-Ct-93035/home/4527802","SBMLS","21-1742","N","Y","2301 Chico Ct, Oxnard, CA",5390,2.42,64680,-119.221985,34.1572387,6806200,0.599,628950,421050,92,-119.221985,34.1572387
"PAST SALE","September-28-2020","Single Family Residential","120 Van Nuys Ave","Oxnard","CA","93035",1225000,4,3,"Silverstrand Beach - 0308",2635,2450,1988,NA,465,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/120-Van-Nuys-Ave-93035/home/4526272","CRMLS","V0-220007913","N","Y","120 Van Nuys Ave, Oxnard, CA",7825,3.13,93900,-119.2153465,34.1498099,6806200,0.599,733775,491225,100,-119.2153465,34.1498099
"PAST SALE","August-12-2022","Single Family Residential","124 Pasadena Ave","Oxnard","CA","93035",979500,2,2,"VC32 - Oxnard - Port Hueneme Beaches",966,2450,1955,NA,1014,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/124-Pasadena-Ave-93035/home/4526605","CRMLS","V1-12996","N","Y","124 Pasadena Ave, Oxnard, CA",3983,3.26,47796,-119.2170265,34.1518375,6806200,0.599,586720.5,392779.5,100,-119.2170265,34.1518375
"PAST SALE","October-20-2021","Single Family Residential","108 Bardsdale Ave","Oxnard","CA","93035",1360000,3,3,"VC32 - Oxnard - Port Hueneme Beaches",2185,2575,1980,NA,622,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/108-Bardsdale-Ave-93035/home/4526803","CRMLS","V1-7337","N","Y","108 Bardsdale Ave, Oxnard, CA",7551,3.73,90612,-119.2210321,34.1556013,6806200,0.599,814640,545360,100,-119.2210321,34.1556013
"PAST SALE","May-19-2025","Single Family Residential","140 Ojai Ave","Oxnard","CA","93035",1569000,4,3,"Silverstrand Beach - 0308",2448,2450,2006,NA,641,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/140-Ojai-Ave-93035/home/4527100","CRMLS","V1-28413","N","Y","140 Ojai Ave, Oxnard, CA",7567,3.74,90804,-119.2187974,34.1544773,6806200,0.599,939831,629169,100,-119.2187974,34.1544773
"PAST SALE","July-23-2020","Single Family Residential","141 Santa Paula Ave","Oxnard","CA","93035",975000,3,5,"VC32 - Oxnard - Port Hueneme Beaches",1958,2450,2008,NA,498,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/141-Santa-Paula-Ave-93035/home/17171662","CRMLS","V0-220004775","N","Y","141 Santa Paula Ave, Oxnard, CA",8273,3.88,99276,-119.2178372,34.153635,6806200,0.599,584025,390975,100,-119.2178372,34.153635
"PAST SALE","August-28-2024","Single Family Residential","129 Santa Paula Ave","Oxnard","CA","93035",1777000,3,3.5,"Other (OTHR)",2667,2450,1988,NA,666,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/129-Santa-Paula-Ave-93035/home/4527299","CRMLS","SR24113728","N","Y","129 Santa Paula Ave, Oxnard, CA",8705,3.69,104460,-119.2182442,34.1534049,6806200,0.599,1064423,712577,100,-119.2182442,34.1534049
"PAST SALE",NA,"Single Family Residential","500 Ocean Dr","Oxnard","CA","93035",1600000,4,NA,NA,2651,2178,1989,NA,604,NA,NA,NA,NA,"https://www.redfin.com/CA/Oxnard/500-Ocean-Dr-93035/home/4526264",NA,NA,"N","Y","500 Ocean Dr, Oxnard, CA",7900,3.13,94800,-119.2159557,34.1497941,6806200,0.599,958400,641600,100,-119.2159557,34.1497941
"PAST SALE","December-27-2021","Single Family Residential","117 Santa Monica Ave Ave","Oxnard","CA","93035",1347500,4,3,"Silverstrand Beach - 0308",1768,NA,1973,NA,762,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/117-Santa-Monica-Ave-93035/home/4526338","CRMLS","V1-8754","N","Y","117 Santa Monica Ave Ave, Oxnard, CA",5769,3.13,69228,-119.214714,34.1487532,6806200,0.599,807152.5,540347.5,100,-119.214714,34.1487532
"PAST SALE","July-25-2023","Single Family Residential","133 San Fernando Ave","Oxnard","CA","93035",979000,3,1.5,"VC32 - Oxnard - Port Hueneme Beaches",1280,2450,1935,NA,765,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/133-San-Fernando-Ave-93035/home/4719686","CRMLS","V1-18062","N","Y","133 San Fernando Ave, Oxnard, CA",3883,3.71,46596,-119.2163609,34.1513887,6806200,0.599,586421,392579,100,-119.2163609,34.1513887
"PAST SALE","March-21-2023","Single Family Residential","141 Pasadena Ave","Oxnard","CA","93035",1390000,3,2,"VC32 - Oxnard - Port Hueneme Beaches",1600,2450,1978,NA,869,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/141-Pasadena-Ave-93035/home/4526433","CRMLS","V1-15555","N","Y","141 Pasadena Ave, Oxnard, CA",5063,3.69,60756,-119.2167693,34.1523304,6806200,0.599,832610,557390,100,-119.2167693,34.1523304
"PAST SALE","August-18-2023","Single Family Residential","1516 Ocean Dr","Oxnard","CA","93035",1900000,4,3,"VC31 - Oxnard - Northwest",2661,2450,1995,NA,714,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/1516-Ocean-Dr-93035/home/4527166","CRMLS","V1-18316","N","Y","1516 Ocean Dr, Oxnard, CA",8173,3.73,98076,-119.2196148,34.153947,6806200,0.599,1138100,761900,100,-119.2196148,34.153947
"PAST SALE","September-3-2020","Single Family Residential","140 Santa Paula Ave","Oxnard","CA","93035",740000,2,1,"Silverstrand Beach - 0308",924,2657,1957,NA,801,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/140-Santa-Paula-Ave-93035/home/4527402","CRMLS","V0-220005476","N","Y","140 Santa Paula Ave, Oxnard, CA",3335,3.72,40020,-119.217719,34.1533367,6806200,0.599,443260,296740,100,-119.217719,34.1533367
"PAST SALE","February-6-2023","Single Family Residential","117 Santa Rosa Ave","Oxnard","CA","93035",865000,2,1,"OXSS - Silver Strand",924,2450,1957,NA,936,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/117-Santa-Rosa-Ave-93035/home/4527720","CRMLS","SR22230316","N","Y","117 Santa Rosa Ave, Oxnard, CA",3321,3.47,39852,-119.2227311,34.1576112,6806200,0.599,518135,346865,100,-119.2227311,34.1576112
"PAST SALE","February-26-2025","Single Family Residential","121 Moorpark Ave","Oxnard","CA","93035",1600000,3,2.5,"Silverstrand Beach - 0308",2448,2450,2006,NA,654,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/121-Moorpark-Ave-93035/home/4349463","CRMLS","V1-26228","N","Y","121 Moorpark Ave, Oxnard, CA",7689,3.73,92268,-119.2192459,34.1540398,6806200,0.599,958400,641600,100,-119.2192459,34.1540398
"PAST SALE","July-28-2020","Single Family Residential","129 Los Angeles Ave","Oxnard","CA","93035",990000,3,3,"Silverstrand Beach - 0308",2027,2450,1997,NA,488,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/129-Los-Angeles-Ave-93035/home/4349455","CRMLS","V0-220003547","N","Y","129 Los Angeles Ave, Oxnard, CA",6345,3.24,76140,-119.2147075,34.149362,6806200,0.599,593010,396990,100,-119.2147075,34.149362
"PAST SALE","July-30-2024","Single Family Residential","125 Glendale Ave","Oxnard","CA","93035",820000,2,1,"Silverstrand Beach - 0308",870,2450,1927,NA,943,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/125-Glendale-Ave-93035/home/4527001","CRMLS","V1-22734","N","Y","125 Glendale Ave, Oxnard, CA",2791,3.78,33492,-119.2197396,34.1548783,6806200,0.599,491180,328820,100,-119.2197396,34.1548783
"PAST SALE","November-30-2023","Single Family Residential","112 San Nicholas Ave","Oxnard","CA","93035",1850000,3,3,"VC32 - Oxnard - Port Hueneme Beaches",2201,2450,1988,NA,841,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/112-San-Nicholas-Ave-93035/home/4527650","CRMLS","V1-19211","N","Y","112 San Nicholas Ave, Oxnard, CA",7249,2.01,86988,-119.2233967,34.1580468,6806200,0.599,1108150,741850,40,-119.2233967,34.1580468
"PAST SALE","October-21-2020","Single Family Residential","116 Ventura Ave","Oxnard","CA","93035",1160000,3,2,"VC32 - Oxnard - Port Hueneme Beaches",2252,2450,1986,NA,515,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/116-Ventura-Ave-93035/home/4526559","CRMLS","OC20113488","N","Y","116 Ventura Ave, Oxnard, CA",7000,3.24,84000,-119.2175714,34.1521729,6806200,0.599,694840,465160,100,-119.2175714,34.1521729
"PAST SALE","March-18-2025","Single Family Residential","108 Eagle Rock Ave","Oxnard","CA","93035",1200000,2,1,"Silverstrand Beach - 0308",812,2178,1950,NA,1478,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Oxnard/108-Eagle-Rock-Ave-93035/home/4526218","CRMLS","V1-26501","N","Y","108 Eagle Rock Ave, Oxnard, CA",3272,3.67,39264,-119.2163908,34.150413,6806200,0.599,718800,481200,93,-119.2163908,34.150413
