parcel_id,scenario,cliff_scenario,retreat_year,T_flood,T_cliff,initial_cliff_dist,cliff_exposure_status,retreat_trigger,timing_category,parameter_set,rental_yield,discount_rate,damage_threshold,owner_utility,ADDRESS,PRICE,strval,landval,LATITUDE,LONGITUDE,rent,npv_rent,buyout_uncapped,buyout_price
1,Intermediate,LetItGo,81,81,81,186.9546738913217,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,5007 Palmetto Ave #42,828200,245147.20000000007,583052.7999999999,37.6600056,-122.4910401,41410,NA,NA,NA
2,Intermediate,LetItGo,81,81,81,155.3416923086843,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,41 Carmel Ave,995000,294520,700480,37.63609,-122.4932101,49750,NA,NA,NA
3,Intermediate,LetItGo,81,81,81,678.4404232709383,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2240 Francisco Blvd,1198000,354608,843392,37.6320284,-122.4901658,59900,NA,NA,NA
4,Intermediate,LetItGo,81,81,81,252.38189454603892,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,131 Carmel Ave,1000000,296000,704000,37.6360591,-122.4915309,50000,NA,NA,NA
5,Intermediate,LetItGo,33,81,33,25.41283430922439,safe,cliff_planned_retreat,mid_term,baseline,0.05,0.02,0.15,0,208 Palmetto Ave,999000,295704,703296,37.6564052,-122.4923556,49950,1222193.3244643111,1925489.3244643111,999000
6,Intermediate,LetItGo,81,81,81,499.4036814832572,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,77 Montecito Ave,1098000,325008,772992,37.6329518,-122.4929562,54900,NA,NA,NA
7,Intermediate,LetItGo,81,81,81,28.00498136357592,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,100 Palmetto Ave,1550000,458800,1091200,37.6571457,-122.4928403,77500,NA,NA,NA
8,Intermediate,LetItGo,81,81,81,22.096603069958313,within_retreat_threshold,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,206 Palmetto Ave,930000,275280,654720,37.656731,-122.492338,46500,NA,NA,NA
9,Intermediate,LetItGo,81,81,81,656.2334034126255,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,88 Westline Dr,1775000,640775,1134225,37.6649013,-122.493092,88750,NA,NA,NA
10,Intermediate,LetItGo,81,81,81,117.2740396446514,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,296 Shoreview Ave,1100000,325600,774400,37.6373322,-122.492518,55000,NA,NA,NA
11,Intermediate,LetItGo,1,81,1,3.70437722799755,immediate_hazard,cliff_immediate_safety,immediate,baseline,0.05,0.02,0.15,0,202 Palmetto Ave #9,888000,262848,625152,37.656438,-122.492683,44400,44400,669552,669552
12,Intermediate,LetItGo,62,81,62,61.17977061080517,safe,cliff_planned_retreat,late,baseline,0.05,0.02,0.15,0,155 Shell St,1315000,389240,925760,37.6390386,-122.4931949,65750,2370924.8029566705,3296684.8029566705,1315000
13,Intermediate,LetItGo,81,81,81,623.5122757461869,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,147 Hilton Way,1433823,424411.608,1009411.392,37.6322214,-122.4910931,71691.15000000001,NA,NA,NA
14,Intermediate,LetItGo,81,81,81,459.13854370614325,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,268 Fairway Dr,1320000,390720,929280,37.6214565,-122.4907031,66000,NA,NA,NA
15,Intermediate,LetItGo,81,81,81,169.0357148153053,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,73 Carmel Ave,1500000,444000,1056000,37.6360706,-122.4929,75000,NA,NA,NA
16,Intermediate,LetItGo,81,81,81,738.1008000495785,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,174 Pacific Ave,1350000,399600,950400,37.631378,-122.4902847,67500,NA,NA,NA
17,Intermediate,LetItGo,47,81,47,20.929031103013394,within_retreat_threshold,cliff_erosion_ongoing,mid_term,baseline,0.05,0.02,0.15,0,555 Esplanade Ave,1250000,370000,880000,37.6478451,-122.4930981,62500,1930769.6001533964,2810769.6001533964,1250000
18,Intermediate,LetItGo,81,81,81,661.8750658743551,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,125 Pacific Ave,1085000,321160,763840,37.631644,-122.4918635,54250,NA,NA,NA
19,Intermediate,LetItGo,81,81,81,573.9541649297888,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2213 Palmetto Ave,900000,266400,633600,37.6323532,-122.4924017,45000,NA,NA,NA
20,Intermediate,LetItGo,81,81,81,394.0222370079539,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,30 San Jose Ave,1225000,362600,862400,37.6338549,-122.4935196,61250,NA,NA,NA
21,Intermediate,LetItGo,1,81,1,2.840937393632772,immediate_hazard,cliff_immediate_safety,immediate,baseline,0.05,0.02,0.15,0,218 Palmetto Ave #5,1300000,384800,915200,37.656782,-122.4926145,65000,65000,980200,980200
22,Intermediate,LetItGo,81,81,81,265.52454283756737,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,5017 Palmetto Ave #65,723203,214068.08800000005,509134.91199999995,37.6602398,-122.4901655,36160.15,NA,NA,NA
23,Intermediate,LetItGo,81,81,81,297.6039913347879,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,201 Golden Bay Dr,1430000,423280.0000000001,1006719.9999999999,37.6585186,-122.4892871,71500,NA,NA,NA
24,Intermediate,LetItGo,81,81,81,351.12894461804785,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,1307 SKYLINE Dr,1300000,469300,830700,37.6611717,-122.4898473,65000,NA,NA,NA
25,Intermediate,LetItGo,81,81,81,250.59268636607607,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,6 Misty Harbor Ct,3100000,917600,2182400,37.6440216,-122.4905283,155000,NA,NA,NA
26,Intermediate,LetItGo,65,81,65,64.41931203239368,safe,cliff_planned_retreat,late,baseline,0.05,0.02,0.15,0,150 Surf St,1420000,420320,999680,37.6380027,-122.4931305,71000,2621420.4550521644,3621100.4550521644,1420000
27,Intermediate,LetItGo,81,81,81,506.9007653099227,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,173 Santa Rosa Ave,1750000,518000,1232000,37.6335506,-122.4907451,87500,NA,NA,NA
28,Intermediate,LetItGo,48,81,48,41.560227059803104,safe,cliff_planned_retreat,mid_term,baseline,0.05,0.02,0.15,0,260 Shoreview Ave,1250000,370000,880000,37.6373337,-122.4933799,62500,1955411.3726994079,2835411.372699408,1250000
29,Intermediate,LetItGo,46,81,46,20.27668726387679,within_retreat_threshold,cliff_erosion_ongoing,mid_term,baseline,0.05,0.02,0.15,0,559 Esplanade Ave,1550000,458800,1091200,37.6477075,-122.4931082,77500,2362987.3902740153,3454187.3902740153,1550000
30,Intermediate,LetItGo,81,81,81,286.15328270355934,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,5006 Palmetto Ave,1604001,474784.2960000001,1129216.704,37.661158,-122.4909698,80200.05,NA,NA,NA
31,Intermediate,LetItGo,81,81,81,712.0945362119696,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2332 Beach Blvd,1400000,414400,985600,37.6309817,-122.4936434,70000,NA,NA,NA
32,Intermediate,LetItGo,81,81,81,773.0163858934277,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2355 Beach Blvd #301,740161,219087.65600000002,521073.344,37.630445,-122.4932856,37008.05,NA,NA,NA
33,Intermediate,LetItGo,81,81,81,324.06503707996575,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,1977 Beach Blvd,1365000,404040,960960,37.6344789,-122.4940134,68250,NA,NA,NA
34,Intermediate,LetItGo,81,81,81,585.8176506749975,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,189 Belcrest Ave,1400000,505400,894600,37.6642651,-122.4923578,70000,NA,NA,NA
35,Intermediate,LetItGo,81,81,81,319.5293880971638,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,145 Santa Maria Ave,1010000,298960,711040,37.6354378,-122.4911901,50500,NA,NA,NA
36,Intermediate,LetItGo,81,81,81,332.94303904342206,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,44 Salada Ave,1900000,562400,1337600,37.634445,-122.493164,95000,NA,NA,NA
37,Intermediate,LetItGo,50,81,50,45.91907682831001,safe,cliff_planned_retreat,mid_term,baseline,0.05,0.02,0.15,0,135 Shell St,1050000,310800,739200,37.639037,-122.4933678,52500,1682734.0956050584,2421934.0956050586,1050000
38,Intermediate,LetItGo,81,81,81,834.0484211961514,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,109 Clarendon Rd,1075000,318200,756800,37.6300347,-122.4919425,53750,NA,NA,NA
39,Intermediate,LetItGo,81,81,81,296.276707881939,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,140 Carmel Ave,1698000,502608,1195392,37.6357162,-122.4912351,84900,NA,NA,NA
40,Intermediate,LetItGo,81,81,81,230.1130815067866,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,5003 Palmetto Ave #89,718984,212819.26400000002,506164.736,37.6606377,-122.4911437,35949.200000000004,NA,NA,NA
41,Intermediate,LetItGo,81,81,81,773.0163858934277,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2355 Beach Blvd #102,780798,231116.20799999998,549681.792,37.630445,-122.4932856,39039.9,NA,NA,NA
42,Intermediate,LetItGo,81,81,81,253.157121842008,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,116 Avalon Dr,1100000,325600,774400,37.6469583,-122.4904838,55000,NA,NA,NA
43,Intermediate,LetItGo,81,81,81,13.867906897465785,within_retreat_threshold,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,212 Shoreview Ave,1439000,425944.0000000001,1013055.9999999999,37.6378762,-122.4940143,71950,NA,NA,NA
44,Intermediate,LetItGo,81,81,81,306.2790140744961,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,89 Salada Ave,1050000,310800,739200,37.6348397,-122.492536,52500,NA,NA,NA
45,Intermediate,LetItGo,81,81,81,858.0845571669583,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,159 Clarendon Rd,1230000,364080,865920,37.6300668,-122.4907487,61500,NA,NA,NA
46,Intermediate,LetItGo,81,81,81,732.4080337923602,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2336 Beach Blvd,1252500,370740,881760,37.6307989,-122.4936295,62625,NA,NA,NA
47,Intermediate,LetItGo,81,81,81,172.04275243526,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,5005 Palmetto Ave #54,850000,251600,598400,37.6601803,-122.4914784,42500,NA,NA,NA
48,Intermediate,LetItGo,81,81,81,315.77758515686935,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,5020 Palmetto Ave,1150000,340400,809600,37.660891,-122.4900668,57500,NA,NA,NA
49,Intermediate,LetItGo,81,81,81,334.20597415214786,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,1329 Skyline Dr,1400000,505400,894600,37.6614669,-122.4905718,70000,NA,NA,NA
50,Intermediate,LetItGo,81,81,81,623.4509175407469,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,145 Hilton Way,826591,244670.936,581920.064,37.6322391,-122.4910428,41329.55,NA,NA,NA
51,Intermediate,LetItGo,81,81,81,290.31578864555735,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,134 Paradise Dr,1190000,352240,837760,37.6591173,-122.4894445,59500,NA,NA,NA
52,Intermediate,LetItGo,81,81,81,186.9546738913217,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,5007 Palmetto Ave #39,998000,295408,702592,37.6600056,-122.4910401,49900,NA,NA,NA
53,Intermediate,LetItGo,81,81,81,680.5046939614579,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2311 Beach Blvd #302,840000,248640,591360,37.6312825,-122.4932512,42000,NA,NA,NA
54,Intermediate,LetItGo,81,81,81,218.42732292628847,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,5011 Palmetto Ave #23,867000,256632,610368,37.6595227,-122.4903507,43350,NA,NA,NA
55,Intermediate,LetItGo,81,81,81,10.130696946411918,within_retreat_threshold,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,236 Shoreview Ave,1700000,503200,1196800,37.6374817,-122.4939614,85000,NA,NA,NA
56,Intermediate,LetItGo,81,81,81,521.0127720543378,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,156 Santa Rosa Ave,983219,291032.824,692186.176,37.6332385,-122.4911024,49160.950000000004,NA,NA,NA
57,Intermediate,LetItGo,81,81,81,284.8783102149879,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,15 Salada Ave,1365000,404040,960960,37.634845,-122.493483,68250,NA,NA,NA
58,Intermediate,LetItGo,81,81,81,360.07230263046023,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,1989 Beach Blvd,1500000,444000,1056000,37.6341538,-122.4940018,75000,NA,NA,NA
59,Intermediate,LetItGo,81,81,81,218.42732292628847,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,5011 Palmetto Ave #20,970000,287120,682880,37.6595227,-122.4903507,48500,NA,NA,NA
60,Intermediate,LetItGo,81,81,81,755.4550011317871,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2338 Palmetto Ave #2338,869875,257483,612392,37.630639,-122.4928092,43493.75,NA,NA,NA
61,Intermediate,LetItGo,81,81,81,172.04275243526,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,5005 Palmetto Ave #58,803605,237867.08000000007,565737.9199999999,37.6601803,-122.4914784,40180.25,NA,NA,NA
62,Intermediate,LetItGo,81,81,81,751.8459355538678,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2346 Beach Blvd,1250000,370000,880000,37.6306237,-122.49363,62500,NA,NA,NA
63,Intermediate,LetItGo,33,81,33,25.661215187846363,safe,cliff_planned_retreat,mid_term,baseline,0.05,0.02,0.15,0,200 Palmetto Ave,880000,307120,572880,37.6566825,-122.4923055,44000,1076606.7322608547,1649486.7322608547,880000
64,Intermediate,LetItGo,81,81,81,243.65884393362305,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,5015 Palmetto Ave #11,776014,229700.1440000001,546313.8559999999,37.6592838,-122.4899981,38800.700000000004,NA,NA,NA
65,Intermediate,LetItGo,81,81,81,210.7144691857627,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,5009 Palmetto Ave #27,949000,280904,668096,37.6597562,-122.4905477,47450,NA,NA,NA
66,Intermediate,LetItGo,1,81,1,8.901522910049309,immediate_hazard,cliff_immediate_safety,immediate,baseline,0.05,0.02,0.15,0,216 Palmetto Ave,1075000,318200,756800,37.6568513,-122.492672,53750,53749.99999999999,810550,810550
67,Intermediate,LetItGo,81,81,81,243.65884393362305,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,5015 Palmetto Ave #12,842484,249375.26400000008,593108.7359999999,37.6592838,-122.4899981,42124.200000000004,NA,NA,NA
68,Intermediate,LetItGo,81,81,81,344.916564375934,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,88 Salada Ave,950000,281200,668800,37.6344554,-122.4925788,47500,NA,NA,NA
69,Intermediate,LetItGo,81,81,81,700.4277537236063,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2309 Palmetto Ave Unit B,900000,266400,633600,37.6312205,-122.4922077,45000,NA,NA,NA
70,Intermediate,LetItGo,38,81,38,30.580993162583663,safe,cliff_planned_retreat,mid_term,baseline,0.05,0.02,0.15,0,125 Shell St,970000,287120,682880,37.63904,-122.4935417,48500,1308018.4905841057,1990898.4905841057,970000
71,Intermediate,LetItGo,81,81,81,162.54257965077298,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,65 Carmel Ave,1503000,444888,1058112,37.6360701,-122.4930612,75150,NA,NA,NA
72,Intermediate,LetItGo,81,81,81,243.65884393362305,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,5015 Palmetto Ave #5,742094,219659.82400000002,522434.176,37.6592838,-122.4899981,37104.700000000004,NA,NA,NA
73,Intermediate,LetItGo,81,81,81,395.38039868932714,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2061 Beach Blvd,2054000,607984,1446016,37.6338367,-122.4940411,102700,NA,NA,NA
74,Intermediate,LetItGo,1,81,1,2.840937393632772,immediate_hazard,cliff_immediate_safety,immediate,baseline,0.05,0.02,0.15,0,218 Palmetto Ave,1300000,384800,915200,37.656782,-122.4926145,65000,65000,980200,980200
75,Intermediate,LetItGo,81,81,81,768.6323532621067,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,333 Buckingham Rd #1,1200000,355200,844800,37.6309923,-122.4905276,60000,NA,NA,NA
76,Intermediate,LetItGo,81,81,81,858.9375373467687,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,171 Clarendon Rd,1475000,436600.0000000001,1038399.9999999999,37.6300588,-122.4907483,73750,NA,NA,NA
77,Intermediate,LetItGo,81,81,81,802.1973569560446,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,61 Elder Ln,1750000,518000,1232000,37.6301734,-122.4934897,87500,NA,NA,NA
78,Intermediate,LetItGo,81,81,81,819.5673647581011,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,61 Clarendon Rd,784469,232202.82400000002,552266.176,37.6300165,-122.4934991,39223.450000000004,NA,NA,NA
79,Intermediate,LetItGo,81,81,81,815.1033215797235,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,45 Clarendon Rd,1665000,492840,1172160,37.6300526,-122.4936931,83250,NA,NA,NA
80,Intermediate,LetItGo,81,81,81,814.9737127351467,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2409 BEACH Blvd,1567618,464014.9280000001,1103603.072,37.6300535,-122.4937153,78380.90000000001,NA,NA,NA
81,Intermediate,LetItGo,81,81,81,746.8104768318508,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2347 Beach Blvd,1088167,322097.43200000003,766069.568,37.6306867,-122.4931961,54408.350000000006,NA,NA,NA
82,Intermediate,LetItGo,81,81,81,739.9377896467643,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2345 Beach Blvd,840000,248640,591360,37.6307488,-122.4931962,42000,NA,NA,NA
83,Intermediate,LetItGo,81,81,81,730.9936505631794,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2333 BEACH Blvd,1207326,357368.49600000004,849957.504,37.6308294,-122.4931999,60366.3,NA,NA,NA
84,Intermediate,LetItGo,81,81,81,724.0421070265893,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2331 Beach Blvd,1113048,329462.2080000001,783585.7919999999,37.6308923,-122.4931987,55652.4,NA,NA,NA
85,Intermediate,LetItGo,81,81,81,715.0114222890484,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2327 BEACH Blvd,1197873,354570.40800000005,843302.592,37.6309741,-122.4931959,59893.65,NA,NA,NA
86,Intermediate,LetItGo,81,81,81,708.265845046683,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2325 BEACH Blvd,1134522,335818.5120000001,798703.4879999999,37.6310351,-122.4931955,56726.100000000006,NA,NA,NA
87,Intermediate,LetItGo,81,81,81,745.0184668809197,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2344 BEACH Blvd,807000,238872,568128,37.6306852,-122.4936317,40350,NA,NA,NA
88,Intermediate,LetItGo,81,81,81,717.4459294142803,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2334 BEACH Blvd,1164439,344673.944,819765.056,37.6309339,-122.4936226,58221.950000000004,NA,NA,NA
89,Intermediate,LetItGo,81,81,81,704.0114595066584,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2328 Beach Blvd,1117114,330665.74400000006,786448.2559999999,37.6310548,-122.4936313,55855.700000000004,NA,NA,NA
90,Intermediate,LetItGo,81,81,81,697.1340183753841,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2326 Beach Blvd,1165539,344999.544,820539.456,37.6311168,-122.4936307,58276.950000000004,NA,NA,NA
91,Intermediate,LetItGo,81,81,81,635.6365787418358,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,43 BIRCH Ln,1177337,348491.7520000001,828845.2479999999,37.6316722,-122.4935885,58866.850000000006,NA,NA,NA
92,Intermediate,LetItGo,81,81,81,494.9337412628185,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,27 Montecito Ave,1630000,482480,1147520,37.632943,-122.493537,81500,NA,NA,NA
93,Intermediate,LetItGo,81,81,81,502.3445524899941,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,23 Montecito Ave,1925000,569800,1355200,37.6328718,-122.493664,96250,NA,NA,NA
94,Intermediate,LetItGo,81,81,81,494.74787438051214,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,17 Montecito Ave,1455404,430799.58400000003,1024604.416,37.632939,-122.493724,72770.2,NA,NA,NA
95,Intermediate,LetItGo,81,81,81,497.9152601061714,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,1 Montecito Ave,1614409,477865.064,1136543.936,37.6329116,-122.4940195,80720.45000000001,NA,NA,NA
96,Intermediate,LetItGo,81,81,81,467.9551969428576,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,16 Santa Rosa Ave,1488139,440489.1440000001,1047649.8559999999,37.6331802,-122.4937392,74406.95,NA,NA,NA
97,Intermediate,LetItGo,81,81,81,468.48428528279675,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,10 Santa Rosa Ave,1395000,412920,982080,37.6331747,-122.4938086,69750,NA,NA,NA
98,Intermediate,LetItGo,81,81,81,480.1690751393052,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2121 Beach Blvd,1100000,325600,774400,37.6330713,-122.4940086,55000,NA,NA,NA
99,Intermediate,LetItGo,81,81,81,427.74917148729503,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,47 SANTA ROSA Ave,1425266,421878.73600000003,1003387.264,37.6335806,-122.4931568,71263.3,NA,NA,NA
100,Intermediate,LetItGo,81,81,81,393.4737712216381,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,40 San Jose Ave,792066,234451.53600000008,557614.4639999999,37.6338717,-122.4933568,39603.3,NA,NA,NA
101,Intermediate,LetItGo,81,81,81,426.27466672072063,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,31 Santa Rosa Ave,850000,251600,598400,37.6335634,-122.4935233,42500,NA,NA,NA
102,Intermediate,LetItGo,81,81,81,417.7721664054983,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2081 Beach Blvd,1100000,325600,774400,37.633633,-122.4939773,55000,NA,NA,NA
103,Intermediate,LetItGo,81,81,81,397.0659273562447,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,14 San Jose Ave,1599086,473329.456,1125756.544,37.6338182,-122.4938065,79954.3,NA,NA,NA
104,Intermediate,LetItGo,81,81,81,410.3729776247002,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,2071 Beach Blvd,1067617,316014.6320000001,751602.3679999999,37.6337005,-122.494009,53380.850000000006,NA,NA,NA
105,Intermediate,LetItGo,81,81,81,326.22461693872623,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,18 Salada Ave,1050000,310800,739200,37.63446,-122.49366,52500,NA,NA,NA
106,Intermediate,LetItGo,81,81,81,326.11660179577586,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,8 Salada Ave,756882,224037.07200000004,532844.928,37.6344578,-122.4937773,37844.1,NA,NA,NA
107,Intermediate,LetItGo,81,81,81,359.01228492449775,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,37 San Jose Ave,1268511,375479.25600000005,893031.744,37.6341842,-122.4933573,63425.55,NA,NA,NA
108,Intermediate,LetItGo,81,81,81,356.34383132466127,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,19 SAN JOSE Ave,1269366,375732.336,893633.664,37.6341889,-122.4936447,63468.3,NA,NA,NA
109,Intermediate,LetItGo,81,81,81,354.2904316986946,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,15 San Jose Ave,1310000,387760,922240,37.6342038,-122.493787,65500,NA,NA,NA
110,Intermediate,LetItGo,81,81,81,356.4782058073262,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,1987 Beach Blvd,1850000,547600,1302400,37.6341858,-122.4939881,92500,NA,NA,NA
111,Intermediate,LetItGo,81,81,81,348.1171253511751,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,1985 Beach Blvd,1250000,370000,880000,37.6342615,-122.4939987,62500,NA,NA,NA
112,Intermediate,LetItGo,81,81,81,342.2455109024891,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,1983 Beach Blvd,1600000,473600,1126400,37.634314,-122.493984,80000,NA,NA,NA
113,Intermediate,LetItGo,81,81,81,333.25731597253275,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,1981 Beach Blvd,1012900,299818.4,713081.6,37.6343962,-122.4940191,50645,NA,NA,NA
114,Intermediate,LetItGo,81,81,81,318.28850139338033,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,4 Salada Ave,1238968,366734.52800000005,872233.472,37.63453,-122.493984,61948.4,NA,NA,NA
115,Intermediate,LetItGo,81,81,81,293.9624614207951,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,61 SALADA Ave,1310948,388040.608,922907.392,37.6348408,-122.4929659,65547.40000000001,NA,NA,NA
116,Intermediate,LetItGo,81,81,81,292.1144931632036,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,51 Salada Ave,1207219,357336.824,849882.176,37.6348242,-122.4931386,60360.950000000004,NA,NA,NA
117,Intermediate,LetItGo,81,81,81,290.0369321850603,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,37 SALADA Ave,900371,266509.816,633861.184,37.6348197,-122.493291,45018.55,NA,NA,NA
118,Intermediate,LetItGo,81,81,81,260.8823057484341,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,40 SANTA MARIA Ave,813193,240705.12800000003,572487.872,37.6350926,-122.4932529,40659.65,NA,NA,NA
119,Intermediate,LetItGo,81,81,81,256.086127504836,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,30 SANTA MARIA Ave,1698714,502819.34400000004,1195894.656,37.6351135,-122.4934165,84935.70000000001,NA,NA,NA
120,Intermediate,LetItGo,81,81,81,256.5462838259588,safe,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,8 SANTA MARIA Ave,948352,280712.19200000004,667639.808,37.6350848,-122.4937746,47417.600000000006,NA,NA,NA
