parcel_id,scenario,cliff_scenario,retreat_year,T_flood,T_cliff,initial_cliff_dist,cliff_exposure_status,retreat_trigger,timing_category,parameter_set,rental_yield,discount_rate,damage_threshold,owner_utility,ADDRESS,PRICE,strval,landval,LATITUDE,LONGITUDE,rent,npv_rent,buyout_uncapped,buyout_price
201,High,LetItGo,32,81,32,42.33799242368816,safe,cliff_planned_retreat,mid_term,baseline,0.05,0.02,0.15,0,132 Shoreview Ave,1114062,329762.3520000001,784299.6479999999,37.6397328,-122.4933817,55703.100000000006,1333404.1815717185,2117703.8295717184,1114062
202,High,LetItGo,30,81,30,23.44171436630832,within_retreat_threshold,cliff_erosion_ongoing,mid_term,baseline,0.05,0.02,0.15,0,140 Shoreview Ave,1138264,336926.1440000001,801337.8559999999,37.6397129,-122.4935971,56913.200000000004,1300147.0331467318,2101484.8891467317,1138264
203,High,LetItGo,81,81,81,15.004970706695014,within_retreat_threshold,no_retreat_needed,no_retreat,baseline,0.05,0.02,0.15,0,1112 PALMETTO Ave,985000,291560,693440,37.6428148,-122.4935342,49250,NA,NA,NA
204,High,LetItGo,40,81,40,51.63248009923198,safe,cliff_planned_retreat,mid_term,baseline,0.05,0.02,0.15,0,1070 PALMETTO Ave,850000,251600,598400,37.6431724,-122.4927802,42500,1185860.0250859994,1784260.0250859994,850000
205,High,LetItGo,25,81,25,28.91670882381718,safe,cliff_planned_retreat,early,baseline,0.05,0.02,0.15,0,900 Palmetto Ave,1110834,328806.86400000006,782027.1359999999,37.6438284,-122.4930395,55541.700000000004,1106053.2816673527,1888080.4176673526,1110834
206,High,LetItGo,60,81,60,69.22508932273423,safe,cliff_planned_retreat,late,baseline,0.05,0.02,0.15,0,528 Dolphin Dr,889059,263161.46400000004,625897.536,37.6487956,-122.4924261,44452.950000000004,1576128.4365586205,2202025.9725586204,889059
207,High,LetItGo,49,81,49,58.05220022947132,safe,cliff_planned_retreat,mid_term,baseline,0.05,0.02,0.15,0,532 Dolphin Dr,991511,293487.25600000005,698023.744,37.6486535,-122.49258,49575.55,1570212.3229855394,2268236.066985539,991511
208,High,LetItGo,51,81,51,59.26408483338868,safe,cliff_planned_retreat,late,baseline,0.05,0.02,0.15,0,536 DOLPHIN Dr,1142514,338184.1440000001,804329.8559999999,37.648519,-122.4925907,57125.700000000004,1852221.1831989894,2656551.039198989,1142514
209,High,LetItGo,51,81,51,58.69622221175873,safe,cliff_planned_retreat,late,baseline,0.05,0.02,0.15,0,544 Dolphin Dr,811000,240056,570944,37.6482306,-122.4926499,40550,1314777.2189875836,1885721.2189875836,811000
210,High,LetItGo,56,81,56,64.16557668751607,safe,cliff_planned_retreat,late,baseline,0.05,0.02,0.15,0,548 Dolphin Dr,1510000,446960,1063040,37.6480896,-122.4926033,75500,2580196.4579364914,3643236.4579364914,1510000
211,High,LetItGo,52,81,52,61.866042007528655,safe,cliff_planned_retreat,late,baseline,0.05,0.02,0.15,0,552 DOLPHIN Dr,960945,284439.7200000001,676505.2799999999,37.6479453,-122.4926322,48047.25,1575365.973797809,2251871.253797809,960945
212,High,LetItGo,48,81,48,58.91925170149368,safe,cliff_planned_retreat,mid_term,baseline,0.05,0.02,0.15,0,556 Dolphin Dr,992763,293857.848,698905.152,37.6477977,-122.4926685,49638.15,1553008.0484761456,2251913.2004761454,992763
213,High,LetItGo,44,81,44,55.216611766249414,safe,cliff_planned_retreat,mid_term,baseline,0.05,0.02,0.15,0,560 Dolphin Dr,1133129,335406.184,797722.816,37.6476636,-122.4927131,56656.450000000004,1680518.8232660515,2478241.6392660514,1133129
214,High,LetItGo,48,81,48,61.038426566568376,safe,cliff_planned_retreat,mid_term,baseline,0.05,0.02,0.15,0,110 W AVALON Dr,1315466,389377.9360000001,926088.0639999999,37.6475225,-122.4926499,65773.3,2057821.7414395195,2983909.805439519,1315466
215,High,LetItGo,58,81,58,77.82587564352421,safe,cliff_planned_retreat,late,baseline,0.05,0.02,0.15,0,113 W Avalon Dr,987731,292368.37600000005,695362.624,37.6471594,-122.4924668,49386.55,1720041.234459154,2415403.858459154,987731
216,High,LetItGo,47,81,47,62.75425741466534,safe,cliff_planned_retreat,mid_term,baseline,0.05,0.02,0.15,0,117 W Avalon Dr,918381,271840.77600000007,646540.2239999999,37.6472001,-122.4926368,45919.05,1418545.692926781,2065085.916926781,918381
217,High,LetItGo,36,81,36,46.68676594493033,safe,cliff_planned_retreat,mid_term,baseline,0.05,0.02,0.15,0,121 Avalon,1091471,323075.4160000001,768395.5839999999,37.6472096,-122.4928187,54573.55,1418836.9520477855,2187232.5360477855,1091471
218,High,LetItGo,29,81,29,18.79198911137949,within_retreat_threshold,cliff_erosion_ongoing,mid_term,baseline,0.05,0.02,0.15,0,114 W Avalon Dr,975228,288667.488,686560.512,37.6475614,-122.4931279,48761.4,1086466.0338240173,1773026.5458240174,975228
219,High,LetItGo,23,81,23,26.064446442642964,safe,cliff_planned_retreat,early,baseline,0.05,0.02,0.15,0,551 Esplanade Ave,1200000,355200,844800,37.6479875,-122.4930371,60000,1119482.8918452773,1964282.8918452773,1200000
220,High,LetItGo,34,81,34,24.26024005617139,within_retreat_threshold,cliff_erosion_ongoing,mid_term,baseline,0.05,0.02,0.15,0,547 ESPLANADE Ave,1000591,296174.936,704416.064,37.6481271,-122.4930548,50029.55,1250166.5897054598,1954582.6537054598,1000591
221,High,LetItGo,24,81,24,27.1664633917283,safe,cliff_planned_retreat,early,baseline,0.05,0.02,0.15,0,543 Esplanade Ave,1560000,461760,1098240,37.6482707,-122.4930036,78000,1504791.9209792747,2603031.9209792744,1560000
222,High,LetItGo,25,81,25,27.73236306204103,safe,cliff_planned_retreat,early,baseline,0.05,0.02,0.15,0,539 Esplanade Ave,1460000,432160.0000000001,1027839.9999999999,37.6484142,-122.4929709,73000,1453716.5690232157,2481556.5690232157,1460000
223,High,LetItGo,23,81,23,25.482091520305723,safe,cliff_planned_retreat,early,baseline,0.05,0.02,0.15,0,535 Esplanade Ave,1089785,322576.3600000001,767208.6399999999,37.6485585,-122.4929703,54489.25,1016663.0527413378,1783871.6927413377,1089785
224,High,LetItGo,33,81,33,24.14519098566737,within_retreat_threshold,cliff_erosion_ongoing,mid_term,baseline,0.05,0.02,0.15,0,531 Esplanade Ave,935000,276760,658240,37.6487085,-122.4929582,46750,1143894.653027158,1802134.653027158,935000
225,High,LetItGo,24,81,24,27.530493157188378,safe,cliff_planned_retreat,early,baseline,0.05,0.02,0.15,0,527 Esplanade Ave,1160624,343544.704,817079.296,37.6488499,-122.4928936,58031.200000000004,1119549.7554452883,1936629.0514452881,1160624
226,High,LetItGo,1,81,1,7.772363321415886,immediate_hazard,cliff_immediate_safety,immediate,baseline,0.05,0.02,0.15,0,544 Esplanade Ave,831337,246075.75199999998,585261.248,37.64834,-122.493391,41566.850000000006,41566.850000000006,626828.098,626828.098
227,High,LetItGo,1,81,1,9.419381452945943,immediate_hazard,cliff_immediate_safety,immediate,baseline,0.05,0.02,0.15,0,540 Esplanade Ave,913997,270543.1120000001,643453.8879999999,37.648487,-122.493383,45699.850000000006,45699.850000000006,689153.7379999999,689153.7379999999
228,High,LetItGo,1,81,1,7.405097389665102,immediate_hazard,cliff_immediate_safety,immediate,baseline,0.05,0.02,0.15,0,536 Esplanade Ave,1005818,297722.128,708095.872,37.648618,-122.493336,50290.9,50290.9,758386.772,758386.772
229,High,LetItGo,1,81,1,5.296810790249036,immediate_hazard,cliff_immediate_safety,immediate,baseline,0.05,0.02,0.15,0,532 Esplanade Ave,635755,188183.48000000004,447571.51999999996,37.648765,-122.493285,31787.75,31787.75,479359.26999999996,479359.26999999996
230,High,LetItGo,1,81,1,9.641786491882566,immediate_hazard,cliff_immediate_safety,immediate,baseline,0.05,0.02,0.15,0,528 ESPLANADE Ave,769816,227865.53600000008,541950.4639999999,37.6488835,-122.4933131,38490.8,38490.8,580441.264,580441.264
