SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,full_address,annual_rental_income,monthly_rental_income,rentalval,rentalval_note,elevation,distance_to_coast_meters,distance_to_coast_km,median_ageE,whiteE,blackE,asianE,hispanicE,median_incomeE,educationE,unemploymentE,hazard_type,property_id
PAST SALE,March-7-2025,Multi-Family (2-4 Unit),6587 Del Playa Dr,Goleta,CA,93117,1410000,7,4.5,SB/GOL SOUTH,2377,10454,1967,NA,593,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6587-Del-Playa-Dr-93117/home/21575394,SBMLS,23-1367,N,Y,34.4093431,-119.858072,"6587 Del Playa Dr, Goleta, CA",70500,5875,5875,baseline_5pct,14.44,49.771173627028944,0.049771173627028945,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6595 Del Playa Dr,Goleta,CA,93117,2500000,2,1,NA,920,14375,1928,NA,2717,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6595-Del-Playa-Dr-93117/home/21574309,NA,NA,N,Y,34.4095858,-119.8583018,"6595 Del Playa Dr, Goleta, CA",125000,10416.666666666666,10416.666666666666,baseline_5pct,14.19,80.91997592583019,0.08091997592583018,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6533 Del Playa Dr,Goleta,CA,93117,1292103,3,2,NA,1383,6098,1989,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6533-Del-Playa-Dr-93117/home/21575387,NA,NA,Y,Y,34.4090362,-119.8553824,"6533 Del Playa Dr, Goleta, CA",64605.15,5383.7625,5383.7625,baseline_5pct,15.49,26.4518252693625,0.026451825269362503,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6519 Del Playa Dr,Goleta,CA,93117,1413245,3,4,NA,2025,6098,2005,NA,235,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6519-Del-Playa-Dr-93117/home/21574260,NA,NA,Y,Y,34.4088608,-119.8546365,"6519 Del Playa Dr, Goleta, CA",70662.25,5888.520833333333,5888.520833333333,baseline_5pct,15.98,10.95405464940609,0.010954054649406091,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,February-28-2007,Multi-Family (2-4 Unit),6525 Del Playa Dr,Goleta,CA,93117,2373500,12,8,Goleta,NA,12632,1966,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6525-Del-Playa-Dr-93117/home/21574258,SBMLS,06-3995,Y,Y,34.4089332,-119.854919,"6525 Del Playa Dr, Goleta, CA",118675,9889.583333333334,9889.583333333334,baseline_5pct,15.77,15.683275108453227,0.015683275108453226,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6517 Del Playa Dr,Goleta,CA,93117,1746722,3,3,NA,2343,6098,2006,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6517-Del-Playa-Dr-93117/home/21519293,NA,NA,Y,Y,34.408951,-119.8545574,"6517 Del Playa Dr, Goleta, CA",87336.1,7278.008333333334,7278.008333333334,baseline_5pct,16.31,25.89555050599801,0.02589555050599801,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6515 Del Playa Dr,Goleta,CA,93117,1742964,3,3,NA,2343,6098,2006,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6515-Del-Playa-Dr-93117/home/21519292,NA,NA,Y,Y,34.4088722,-119.854475,"6515 Del Playa Dr, Goleta, CA",87148.20000000001,7262.350000000001,7262.350000000001,baseline_5pct,16.28,21.263744843810194,0.021263744843810193,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6513 Del Playa Dr,Goleta,CA,93117,1860913,3,3,NA,2343,6098,2006,NA,128,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6513-Del-Playa-Dr-93117/home/21519291,NA,NA,Y,Y,34.4088681,-119.8543878,"6513 Del Playa Dr, Goleta, CA",93045.65000000001,7753.804166666668,7753.804166666668,baseline_5pct,16.34,25.631457509855,0.025631457509855002,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,September-28-2017,Multi-Family (2-4 Unit),6551 Del Playa Dr,Goleta,CA,93117,2160000,4,4,Goleta,NA,NA,1996,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6551-Del-Playa-Dr-93117/home/21574303,SBMLS,17-2312,Y,Y,34.4092064,-119.8563741,"6551 Del Playa Dr, Goleta, CA",108000,9000,9000,baseline_5pct,13.68,42.73256028132616,0.04273256028132616,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,July-30-2010,Multi-Family (2-4 Unit),6553 Del Playa Dr,Goleta,CA,93117,1025000,4,2.5,Goleta,NA,6098,1989,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6553-Del-Playa-Dr-93117/home/21575392,SBMLS,08-3830,Y,Y,34.4091905,-119.856455,"6553 Del Playa Dr, Goleta, CA",51250,4270.833333333333,4270.833333333333,baseline_5pct,13.85,40.04919676389858,0.04004919676389858,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,July-5-2012,Single Family Residential,6563 Del Playa Dr,Goleta,CA,93117,930731,2,1,Santa Barbara,750,NA,1935,NA,367,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6563-Del-Playa-Dr-93117/home/21574306,SBMLS,12-1852,Y,Y,34.409129,-119.857067,"6563 Del Playa Dr, Goleta, CA",46536.55,3878.0458333333336,3878.0458333333336,baseline_5pct,14.77,27.666839645287492,0.027666839645287492,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6567 Del Playa Dr,Goleta,CA,93117,2131710,4,4,NA,2359,6534,2009,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6567-Del-Playa-Dr-93117/home/15040095,NA,NA,Y,Y,34.409149,-119.857234,"6567 Del Playa Dr, Goleta, CA",106585.5,8882.125,8882.125,baseline_5pct,15.3,29.24193817730595,0.02924193817730595,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6569 Del Playa Dr,Goleta,CA,93117,2227123,4,4,NA,2311,6534,2009,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6569-Del-Playa-Dr-93117/home/28943282,NA,NA,Y,Y,34.4093175,-119.857281,"6569 Del Playa Dr, Goleta, CA",111356.15000000001,9279.679166666667,9279.679166666667,baseline_5pct,14.92,51.62147551959202,0.051621475519592015,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,September-18-2007,Multi-Family (2-4 Unit),6571 Del Playa Dr,Goleta,CA,93117,1350000,4,2,Isla Vista,NA,19602,1935,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6571-Del-Playa-Dr-93117/home/21574307,SBMLS,07-3276,Y,Y,34.409171,-119.857412,"6571 Del Playa Dr, Goleta, CA",67500,5625,5625,baseline_5pct,15.62,31.01272672073484,0.03101272672073484,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,March-3-2005,Single Family Residential,6581 Del Playa Dr,Goleta,CA,93117-5183,1355540,1,1,Goleta,1070,1940,1999,NA,748,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6581-Del-Playa-Dr-93117/home/21574300,SBMLS,05-710,Y,Y,34.4093587,-119.8578364,"6581 Del Playa Dr, Goleta, CA",67777,5648.083333333333,5648.083333333333,baseline_5pct,14.62,53.45033829823958,0.05345033829823958,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,April-2-1999,Single Family Residential,6583 Del Playa,Goleta,CA,93117,2006072,1,1,SB/GOL SOUTH,NA,NA,1930,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6583-Del-Playa-Dr-93117/home/21522411,SBMLS,99-266,Y,Y,34.4093978,-119.8579026,"6583 Del Playa, Goleta, CA",100303.6,8358.633333333333,8358.633333333333,baseline_5pct,14.52,58.27309706662359,0.05827309706662359,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6585 Del Playa Dr,Goleta,CA,93117,2053162,3,3,NA,2272,6970,2002,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6585-Del-Playa-Dr-93117/home/21522412,NA,NA,Y,Y,34.4094368,-119.8579727,"6585 Del Playa Dr, Goleta, CA",102658.1,8554.841666666667,8554.841666666667,baseline_5pct,14.43,63.05626705161972,0.06305626705161972,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6597 Del Playa Dr,Goleta,CA,93117,1537500,5,4,NA,2443,7405,1997,NA,629,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6597-Del-Playa-Dr-93117/home/21524325,NA,NA,Y,Y,34.4093047,-119.8584297,"6597 Del Playa Dr, Goleta, CA",76875,6406.25,6406.25,baseline_5pct,14.41,42.203354885420595,0.042203354885420596,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6599 Del Playa Dr,Goleta,CA,93117,2313923,5,4,NA,2443,7405,1997,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6599-Del-Playa-Dr-93117/home/21574301,NA,NA,Y,Y,34.4094806,-119.8586259,"6599 Del Playa Dr, Goleta, CA",115696.15000000001,9641.345833333335,9641.345833333335,baseline_5pct,14.37,64.58024029877537,0.06458024029877536,21.2,3862,445,1287,1503,24209,137,836,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6607 Del Playa Dr,Goleta,CA,93117,2202360,4,3,NA,2496,13939,1989,NA,180,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6607-Del-Playa-Dr-93117/home/21574344,NA,NA,Y,Y,34.4094266,-119.8590954,"6607 Del Playa Dr, Goleta, CA",110118,9176.5,9176.5,baseline_5pct,14.18,54.16247635550206,0.05416247635550206,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,October-30-2020,Multi-Family (2-4 Unit),6637 Del Playa Dr,Goleta,CA,93117,1750000,8,4,SB/GOL SOUTH,2895,12632,1973,NA,604,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6637-Del-Playa-Dr-93117/home/21574352,SBMLS,20-3226,Y,Y,34.409367,-119.860061,"6637 Del Playa Dr, Goleta, CA",87500,7291.666666666667,7291.666666666667,baseline_5pct,14.45,39.667533684543066,0.039667533684543066,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,March-25-2004,Multi-Family (2-4 Unit),6641 Del Playa Dr,Goleta,CA,93117-5014,1200000,3,4,Isla Vista,NA,NA,1994,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6641-Del-Playa-Dr-93117/home/21574342,SBMLS,04-147,Y,Y,34.4095316,-119.8602419,"6641 Del Playa Dr, Goleta, CA",60000,5000,5000,baseline_5pct,14.05,60.62497715140641,0.06062497715140641,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,March-14-2019,Multi-Family (2-4 Unit),6643 Del Playa Dr,Goleta,CA,93117,1525000,5,4.5,SB/GOL SOUTH,NA,2707,1995,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6643-Del-Playa-Dr-93117/home/21574343,SBMLS,17-2247,Y,Y,34.409518,-119.8603273,"6643 Del Playa Dr, Goleta, CA",76250,6354.166666666667,6354.166666666667,baseline_5pct,14.02,58.221239227311194,0.05822123922731119,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6647 Del Playa Dr,Goleta,CA,93117,2595425,6,4,NA,2166,5663,1969,NA,129,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6647-Del-Playa-Dr-93117/home/21574353,NA,NA,Y,Y,34.4093939,-119.8606651,"6647 Del Playa Dr, Goleta, CA",129771.25,10814.270833333334,10814.270833333334,baseline_5pct,13.85,39.24420698087752,0.03924420698087752,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,September-20-1994,Multi-Family (2-4 Unit),6665 Del Playa,Goleta,CA,93117,1925919,11,NA,SB/GOL SOUTH,2,NA,1963,NA,85000,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6665-Del-Playa-Dr-93117/home/21574355,SBMLS,94-2015,Y,Y,34.4095327,-119.8614173,"6665 Del Playa, Goleta, CA",96295.95000000001,8024.662500000001,8024.662500000001,baseline_5pct,13.35,52.900133764911224,0.05290013376491123,20.9,2753,306,702,1082,19167,139,292,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6707 Del Playa Dr,Goleta,CA,93117,1430966,1,1,NA,1017,5663,1967,NA,305,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6707-Del-Playa-Dr-93117/home/21574462,NA,NA,Y,Y,34.4096071,-119.862909,"6707 Del Playa Dr, Goleta, CA",71548.3,5962.358333333334,5962.358333333334,baseline_5pct,8.24,52.92908661944691,0.05292908661944691,21.3,2436,77,457,470,33325,111,348,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6705 Del Playa Dr,Goleta,CA,93117,1129436,1,1,NA,1016,5663,1967,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6705-Del-Playa-Dr-93117/home/21574459,NA,NA,Y,Y,34.4095721,-119.8628186,"6705 Del Playa Dr, Goleta, CA",56471.8,4705.983333333334,4705.983333333334,baseline_5pct,8.15,48.820618687741366,0.04882061868774137,21.3,2436,77,457,470,33325,111,348,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6701 Del Playa Dr,Goleta,CA,93117,1759545,4,4,NA,1736,5227,1962,NA,291,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6701-Del-Playa-Dr-93117/home/21574463,NA,NA,Y,Y,34.4095765,-119.8627282,"6701 Del Playa Dr, Goleta, CA",87977.25,7331.4375,7331.4375,baseline_5pct,8.21,50.01874531424439,0.05001874531424439,21.3,2436,77,457,470,33325,111,348,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6709 Del Playa Dr Unit A,Goleta,CA,93117,1447825,5,4,NA,1840,5663,1967,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6709-Del-Playa-Dr-93117/unit-A/home/21574461,NA,NA,Y,Y,34.4095792,-119.8630646,"6709 Del Playa Dr Unit A, Goleta, CA",72391.25,6032.604166666667,6032.604166666667,baseline_5pct,8.16,48.129139941900434,0.048129139941900434,21.3,2436,77,457,470,33325,111,348,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,September-25-2020,Multi-Family (2-4 Unit),6745-6747 Del Playa Dr,Goleta,CA,93117,2600000,15,8,SB/GOL SOUTH,4739,NA,1967,NA,549,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6745-Del-Playa-Dr-93117/home/21521956,SBMLS,19-3682,Y,Y,34.409459,-119.8644572,"6745-6747 Del Playa Dr, Goleta, CA",130000,10833.333333333334,10833.333333333334,baseline_5pct,7.6,22.612165761510422,0.02261216576151042,21.3,2436,77,457,470,33325,111,348,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6743 Del Playa Dr,Goleta,CA,93117,2004412,7,4,NA,2152,6534,1967,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6743-Del-Playa-Dr-93117/home/21574455,NA,NA,Y,Y,34.409356,-119.864426,"6743 Del Playa Dr, Goleta, CA",100220.6,8351.716666666667,8351.716666666667,baseline_5pct,7.4,8.948608203099367,0.008948608203099367,21.3,2436,77,457,470,33325,111,348,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,September-12-2008,Single Family Residential,6769 Del Playa Dr,Goleta,CA,93117,955000,2,2,Goleta,1132,6969,2007,NA,844,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6769-Del-Playa-Dr-93117/home/21574464,SBMLS,08-900,Y,Y,34.4095002,-119.8653726,"6769 Del Playa Dr, Goleta, CA",47750,3979.1666666666665,3979.1666666666665,baseline_5pct,7.45,22.029706548346176,0.022029706548346177,21.3,2436,77,457,470,33325,111,348,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6823 Del Playa Dr,Goleta,CA,93117,1423368,3,2,NA,1494,5663,1967,NA,92,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6823-Del-Playa-Dr-93117/home/21574492,NA,NA,Y,Y,34.4094728,-119.8673071,"6823 Del Playa Dr, Goleta, CA",71168.40000000001,5930.700000000001,5930.700000000001,baseline_5pct,7.38,5.3817810816335925,0.005381781081633593,21.3,2436,77,457,470,33325,111,348,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6827 Del Playa Dr,Goleta,CA,93117,1443682,3,2,NA,1344,5663,1973,NA,286,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6827-Del-Playa-Dr-93117/home/21574493,NA,NA,Y,Y,34.4094892,-119.8674406,"6827 Del Playa Dr, Goleta, CA",72184.1,6015.341666666667,6015.341666666667,baseline_5pct,7.34,6.696412520772271,0.006696412520772271,21.3,2436,77,457,470,33325,111,348,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6851 Del Playa Dr,Goleta,CA,93117,2041350,3,5,NA,2181,5663,2015,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6851-Del-Playa-Dr-93117/home/95965599,NA,NA,Y,Y,34.4096903,-119.8681638,"6851 Del Playa Dr, Goleta, CA",102067.5,8505.625,8505.625,baseline_5pct,7.38,28.93749817460233,0.028937498174602328,21.3,2436,77,457,470,33325,111,348,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6855 Del Playa Dr,Goleta,CA,93117,1382709,2,4,NA,1704,5663,2015,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6855-Del-Playa-Dr-93117/home/95965598,NA,NA,Y,Y,34.409541,-119.86825,"6855 Del Playa Dr, Goleta, CA",69135.45,5761.2874999999995,5761.2874999999995,baseline_5pct,7.3,8.375786946082492,0.008375786946082492,21.3,2436,77,457,470,33325,111,348,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,September-9-1999,Single Family Residential,6865 Del Playa,Goleta,CA,93117,1670398,3,2,SB/GOL SOUTH,1465,NA,1959,NA,331,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6865-Del-Playa-Dr-93117/home/21574494,SBMLS,99-1650,Y,Y,34.4095028,-119.8686006,"6865 Del Playa, Goleta, CA",83519.90000000001,6959.991666666668,6959.991666666668,baseline_5pct,7.24,8.710310042492917,0.008710310042492918,21.3,2436,77,457,470,33325,111,348,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,NA,Single Family Residential,6877 Del Playa Dr,Goleta,CA,93117,1456090,2,2,NA,1888,9583,1970,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Goleta/6877-Del-Playa-Dr-93117/home/21575421,NA,NA,Y,Y,34.4095037,-119.8689513,"6877 Del Playa Dr, Goleta, CA",72804.5,6067.041666666667,6067.041666666667,baseline_5pct,7.18,14.273806983840055,0.014273806983840055,21.3,2436,77,457,470,33325,111,348,bluff,900ba6495b4a0011001ae6b3bade2992
PAST SALE,May-26-2011,Single Family Residential,6881 Del Playa Dr,Goleta,CA,93117,895000,3,2,Isla Vista,1202,5662,1957,NA,745,NA,Sold,NA,NA,https://www.redfin.com/CA/Goleta/6881-Del-Playa-Dr-93117/home/21574495,SBMLS,11-1449,Y,Y,34.409594,-119.869113,"6881 Del Playa Dr, Goleta, CA",44750,3729.1666666666665,3729.1666666666665,baseline_5pct,7.21,28.84869350957406,0.028848693509574058,21.3,2436,77,457,470,33325,111,348,bluff,900ba6495b4a0011001ae6b3bade2992
