SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,full_address,annual_rental_income,monthly_rental_income,rentalval,rentalval_note,elevation,distance_to_coast_meters,distance_to_coast_km,median_ageE,whiteE,blackE,asianE,hispanicE,median_incomeE,educationE,unemploymentE,hazard_type,property_id
PAST SALE,January-5-2015,Single Family Residential,155 SURF St,Pacifica,CA,94044,825000,5,2,Pacifica,2010,5000,1954,NA,410,NA,Sold,NA,NA,https://www.redfin.com/CA/Pacifica/155-Surf-St-94044/home/1562116,MLSListings,ML81435587,Y,Y,37.6383863,-122.4931619,"155 SURF St, Pacifica, CA",41250,3437.5,3437.5,baseline_5pct,11.85,270.8794129922041,0.2708794129922041,40.1,2798,174,615,804,142134,1107,136,bluff,3b4c2e1adc46492c5a4bcbf7cca5c7db
PAST SALE,September-14-2006,Single Family Residential,135 SURF St,Pacifica,CA,94044,1173183,3,1,Ocean Park Manor,1050,5000,1960,NA,624,NA,Sold,NA,NA,https://www.redfin.com/CA/Pacifica/135-Surf-St-94044/home/1613183,MLSListings,ML80649428,Y,Y,37.6383515,-122.4933349,"135 SURF St, Pacifica, CA",58659.15,4888.2625,4888.2625,baseline_5pct,11.41,251.7507005323191,0.25175070053231907,40.1,2798,174,615,804,142134,1107,136,bluff,3b4c2e1adc46492c5a4bcbf7cca5c7db
PAST SALE,NA,Single Family Residential,125 Surf St,Pacifica,CA,94044,1082736,3,1,NA,1050,5000,1954,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Pacifica/125-Surf-St-94044/home/1950467,NA,NA,Y,Y,37.6383522,-122.4935067,"125 Surf St, Pacifica, CA",54136.8,4511.4000000000005,4511.4000000000005,baseline_5pct,11.18,232.62961740000208,0.23262961740000207,40.1,2798,174,615,804,142134,1107,136,bluff,3b4c2e1adc46492c5a4bcbf7cca5c7db
PAST SALE,NA,Single Family Residential,105 Surf St,Pacifica,CA,94044,1134893,3,1,NA,1050,5952,1954,NA,214,NA,NA,NA,NA,https://www.redfin.com/CA/Pacifica/105-Surf-St-94044/home/584223,NA,NA,Y,Y,37.6383548,-122.4936812,"105 Surf St, Pacifica, CA",56744.65,4728.720833333334,4728.720833333334,baseline_5pct,11.01,213.20132839321815,0.21320132839321815,40.1,2798,174,615,804,142134,1107,136,bluff,3b4c2e1adc46492c5a4bcbf7cca5c7db
PAST SALE,August-10-2012,Single Family Residential,252 SHOREVIEW Ave,Pacifica,CA,94044,1496055,4,2,Ocean Park,2250,6500,1952,NA,327,NA,Sold,NA,NA,https://www.redfin.com/CA/Pacifica/252-Shoreview-Ave-94044/home/1923288,MLSListings,ML81216005,Y,Y,37.6373084,-122.4935562,"252 SHOREVIEW Ave, Pacifica, CA",74802.75,6233.5625,6233.5625,baseline_5pct,10.68,230.82318379572993,0.23082318379572994,40.1,2798,174,615,804,142134,1107,136,bluff,3b4c2e1adc46492c5a4bcbf7cca5c7db
PAST SALE,September-11-2015,Single Family Residential,244 Shoreview Ave,Pacifica,CA,94044,1465000,4,3,PACIFICA,1550,8200,1953,NA,945,NA,Sold,NA,NA,https://www.redfin.com/CA/Pacifica/244-Shoreview-Ave-94044/home/2007673,MLSListings,ML81456281,Y,Y,37.6373487,-122.4938017,"244 Shoreview Ave, Pacifica, CA",73250,6104.166666666667,6104.166666666667,baseline_5pct,10.43,203.36001449383943,0.20336001449383942,40.1,2798,174,615,804,142134,1107,136,bluff,3b4c2e1adc46492c5a4bcbf7cca5c7db
PAST SALE,September-6-2019,Single Family Residential,220 Shoreview Ave,Pacifica,CA,94044,1600000,3,3,PACIFICA,1800,7854,1955,NA,889,NA,Sold,NA,NA,https://www.redfin.com/CA/Pacifica/220-Shoreview-Ave-94044/home/1656720,MLSListings,ML81762954,Y,Y,37.6376743,-122.4939999,"220 Shoreview Ave, Pacifica, CA",80000,6666.666666666667,6666.666666666667,baseline_5pct,10.57,180.14868910310517,0.18014868910310516,40.1,2798,174,615,804,142134,1107,136,bluff,3b4c2e1adc46492c5a4bcbf7cca5c7db
PAST SALE,June-15-2022,Single Family Residential,204 Shoreview Ave,Pacifica,CA,94044,2038888,3,3,PACIFICA,1787,8925,1955,NA,1141,NA,Sold,NA,NA,https://www.redfin.com/CA/Pacifica/204-Shoreview-Ave-94044/home/584210,MLSListings,ML81890466,Y,Y,37.6380995,-122.4940582,"204 Shoreview Ave, Pacifica, CA",101944.40000000001,8495.366666666667,8495.366666666667,baseline_5pct,10.61,172.15273756907973,0.17215273756907973,40.1,2798,174,615,804,142134,1107,136,bluff,3b4c2e1adc46492c5a4bcbf7cca5c7db
PAST SALE,June-28-2004,Single Family Residential,196 SHOREVIEW Ave,Pacifica,CA,94044,812000,4,2,Pacifica,1920,7125,1964,NA,423,NA,Sold,NA,NA,https://www.redfin.com/CA/Pacifica/196-Shoreview-Ave-94044/home/21843540,MLSListings,ML80378051,Y,Y,37.6382196,-122.4940686,"196 SHOREVIEW Ave, Pacifica, CA",40600,3383.3333333333335,3383.3333333333335,baseline_5pct,10.75,170.56941346977254,0.17056941346977253,40.1,2798,174,615,804,142134,1107,136,bluff,3b4c2e1adc46492c5a4bcbf7cca5c7db
PAST SALE,NA,Single Family Residential,188 Shoreview Ave,Pacifica,CA,94044,1519480,4,2,NA,1720,7366,1955,NA,166,NA,NA,NA,NA,https://www.redfin.com/CA/Pacifica/188-Shoreview-Ave-94044/home/1596584,NA,NA,Y,Y,37.6384181,-122.4940694,"188 Shoreview Ave, Pacifica, CA",75974,6331.166666666667,6331.166666666667,baseline_5pct,10.75,169.77634613210174,0.16977634613210174,40.1,2798,174,615,804,142134,1107,136,bluff,3b4c2e1adc46492c5a4bcbf7cca5c7db
PAST SALE,NA,Single Family Residential,196 Shell St,Pacifica,CA,94044,1113171,3,2,NA,1210,5769,1954,NA,132,NA,NA,NA,NA,https://www.redfin.com/CA/Pacifica/196-Shell-St-94044/home/1923297,NA,NA,Y,Y,37.6387001,-122.4926588,"196 Shell St, Pacifica, CA",55658.55,4638.2125000000005,4638.2125000000005,baseline_5pct,12.56,325.7534305840819,0.3257534305840819,40.1,2798,174,615,804,142134,1107,136,bluff,3b4c2e1adc46492c5a4bcbf7cca5c7db
PAST SALE,NA,Single Family Residential,180 Shell St,Pacifica,CA,94044,1034374,3,1,NA,1070,5000,1954,NA,22,NA,NA,NA,NA,https://www.redfin.com/CA/Pacifica/180-Shell-St-94044/home/584673,NA,NA,Y,Y,37.6387148,-122.492821,"180 Shell St, Pacifica, CA",51718.700000000004,4309.891666666667,4309.891666666667,baseline_5pct,12.35,307.65101887221834,0.30765101887221835,40.1,2798,174,615,804,142134,1107,136,bluff,3b4c2e1adc46492c5a4bcbf7cca5c7db
PAST SALE,August-31-2017,Single Family Residential,166 Shell St,Pacifica,CA,94044,819000,3,1,PACIFICA,1050,5000,1954,NA,780,NA,Sold,NA,NA,https://www.redfin.com/CA/Pacifica/166-Shell-St-94044/home/2003817,MLSListings,ML81672529,Y,Y,37.638699,-122.4930009,"166 Shell St, Pacifica, CA",40950,3412.5,3412.5,baseline_5pct,12.11,287.68705742389415,0.28768705742389417,40.1,2798,174,615,804,142134,1107,136,bluff,3b4c2e1adc46492c5a4bcbf7cca5c7db
