parcel_id,slr_m,storm,depth_m,depth_m_w100,duration_hr,duration_hr_w100,wave_ht_m,wave_ht_m_w100,flooded,runup_dist_m,runup_exposed,runup_dist_m_w100,runup_exposed_w100,in_squeeze_zone,cliff_dist_m,cliff_exposed
4,1.75,w000,0.19371389389038085,1.27,21.175870895385742,22.98283576965332,0.18274469673633575,0.5565813183784485,TRUE,NA,NA,NA,NA,FALSE,1360.5999789170742,FALSE
4,2,w000,0.1468507766723633,1.51,21.175870895385742,22.98283576965332,0.18277418613433838,0.5565813183784485,FALSE,123.00098578986571,FALSE,1069.5480018186292,FALSE,FALSE,1360.5999789170742,FALSE
4,5,w000,3.391196594238281,3.7,24.30750274658203,24.314876556396484,0.4562990069389343,2.142310857772827,TRUE,1068.5850457727577,FALSE,1070.4115290946006,FALSE,FALSE,1360.5999789170742,FALSE
5,0,w000,0,0,0,0,0,0,FALSE,64.08427148737255,FALSE,133.20024167466022,FALSE,NA,1326.6029286408466,FALSE
5,0.25,w000,0,0.17,0,8.055525779724121,0,0.11309144645929337,FALSE,NA,NA,NA,NA,FALSE,1326.6029286408466,FALSE
5,0.5,w000,0,0.07,0,8.055525779724121,0,0.11309144645929337,FALSE,29.73464590494477,TRUE,151.28400334729855,FALSE,FALSE,1326.6029286408466,FALSE
5,0.75,w000,0,0.3,0,8.482233047485352,0,0.1864231526851654,FALSE,NA,NA,NA,NA,FALSE,1326.6029286408466,FALSE
5,1,w000,0,0.37,0,8.482233047485352,0,0.1864231526851654,FALSE,34.509005030601195,TRUE,232.38096404955817,FALSE,FALSE,1326.6029286408466,FALSE
5,1.25,w000,0.36624149322509764,0.91,13.190064430236816,18.052106857299805,0.1319635659456253,0.2637998163700104,TRUE,NA,NA,NA,NA,FALSE,1326.6029286408466,FALSE
5,1.5,w000,0.6867619323730468,1.43,13.190064430236816,18.052106857299805,0.13186025619506836,0.2637998163700104,TRUE,333.803641376361,FALSE,333.803641376361,FALSE,FALSE,1326.6029286408466,FALSE
5,1.75,w000,0.42425777435302736,1.54,21.615827560424805,23.373985290527344,0.18664367496967316,0.5166115164756775,TRUE,NA,NA,NA,NA,FALSE,1326.6029286408466,FALSE
5,2,w000,0.40695411682128907,1.8,21.615827560424805,23.373985290527344,0.18673358857631683,0.5166115164756775,TRUE,151.23253560352066,FALSE,1089.2696433356998,FALSE,FALSE,1326.6029286408466,FALSE
5,5,w000,3.263166809082031,3.58,24.340784072875977,24.351350784301758,0.45641979575157166,2.093552827835083,TRUE,1088.3191740000605,FALSE,1090.12095257135,FALSE,FALSE,1326.6029286408466,FALSE
6,0,w000,0,0,0,0,0,0,FALSE,63.60351378563945,FALSE,235.00472791115774,FALSE,NA,3469.9763041359165,FALSE
6,0.25,w000,0,0,0,0,0,0,FALSE,NA,NA,NA,NA,FALSE,3469.9763041359165,FALSE
6,0.5,w000,0,0,0,0,0,0,FALSE,46.57927968192982,TRUE,45.12594165959265,TRUE,FALSE,3469.9763041359165,FALSE
6,0.75,w000,0,0,0,0,0,0,FALSE,NA,NA,NA,NA,FALSE,3469.9763041359165,FALSE
6,1,w000,0,0.01,0,7.479930877685547,0,0,FALSE,45.12594165959265,TRUE,31.789896450935363,TRUE,FALSE,3469.9763041359165,FALSE
6,1.25,w000,0.0886313819885254,0.38,15.486079216003418,18.059541702270508,0.009961032308638096,0.025127826258540154,FALSE,NA,NA,NA,NA,FALSE,3469.9763041359165,FALSE
6,1.5,w000,0.44050113677978514,0.72,15.486079216003418,18.059541702270508,0.00995017122477293,0.025127826258540154,TRUE,233.45302691191182,FALSE,236.31913371275115,FALSE,FALSE,3469.9763041359165,FALSE
6,1.75,w000,0.6705010986328125,1,19.49431800842285,21.74856185913086,0.051791563630104065,0.12537804245948792,TRUE,NA,NA,NA,NA,FALSE,3469.9763041359165,FALSE
6,2,w000,0.899787826538086,1.28,19.49431800842285,21.74856185913086,0.05178596079349518,0.12537804245948792,TRUE,39.48512008126274,TRUE,470.3530927013085,FALSE,FALSE,3469.9763041359165,FALSE
6,5,w000,3.713642272949219,4.03,24.07265853881836,24.14497947692871,0.5924854278564453,1.7042632102966309,TRUE,472.9171421077304,FALSE,489.8042728698739,FALSE,FALSE,3469.9763041359165,FALSE
