parcel_id,slr_m,depth_m
46,0.75,0
46,1,0
46,1.25,0
46,1.5,0
46,1.75,0
46,2,0.24993114471435546
46,5,2.9069754028320314
47,0,0
47,0.25,0
47,0.5,0
47,0.75,0
47,1,0
47,1.25,0
47,1.5,0.27140018463134763
47,1.75,0.5414001846313476
47,2,0.8211251068115234
47,5,3.4832745361328126
48,0,0
48,0.25,0
48,0.5,0
48,0.75,0
48,1,0
48,1.25,0
48,1.5,0.2785474395751953
48,1.75,0.5570951843261719
48,2,0.8316053771972656
48,5,3.64854736328125
49,0,0
49,0.25,0
49,0.5,0
49,0.75,0
49,1,0
49,1.25,0.19031002044677733
49,1.5,0.6203100204467773
49,1.75,0.8610917663574219
49,2,1.1102826690673828
49,5,3.828375244140625
50,0,0
50,0.25,0
50,0.5,0
50,0.75,0
50,1,0
50,1.25,0
50,1.5,0.44359962463378905
50,1.75,0.6876978302001953
50,2,0.9376978302001953
50,5,3.7573883056640627
51,0,0
51,0.25,0
51,0.5,0
51,0.75,0
51,1,0
51,1.25,0
51,1.5,0.3954790496826172
51,1.75,0.6057348251342773
51,2,0.8195352172851562
51,5,3.2809735107421876
52,0,0
52,0.25,0
52,0.5,0
52,0.75,0
52,1,0.01838212251663208
52,1.25,0.46707496643066404
52,1.5,0.9170749664306641
52,1.75,1.1622303009033204
52,2,1.4122303771972655
52,5,4.221706848144532
53,0,0
53,0.25,0
53,0.5,0
53,0.75,0
53,1,0
53,1.25,0.21283592224121095
53,1.5,0.6528359222412109
53,1.75,0.9013037109375
53,2,1.1497715759277343
53,5,3.9413751220703124
54,0,0
54,0.25,0
54,0.5,0
54,0.75,0
54,1,0
54,1.25,0.14179673194885253
54,1.5,0.5495630264282226
54,1.75,0.7646444702148437
54,2,0.9823368072509766
54,5,3.4020489501953124
55,0,0
55,0.25,0
55,0.5,0
55,0.75,0
55,1,0
55,1.25,0
55,1.5,0
55,1.75,0.1336810779571533
55,2,0.3696205520629883
55,5,3.032359924316406
56,0,0
56,0.25,0
56,0.5,0
56,0.75,0
56,1,0
56,1.25,0
56,1.5,0
56,1.75,0
56,2,0
56,5,2.613134765625
57,0,0
57,0.25,0
57,0.5,0
57,0.75,0
57,1,0.04878009796142578
57,1.25,0.48552814483642576
57,1.5,0.9555281066894531
57,1.75,1.2152449798583984
57,2,1.4752450561523438
57,5,4.285855102539062
58,0,0
58,0.25,0
58,0.5,0
58,0.75,0
58,1,0
58,1.25,0
58,1.5,0
58,1.75,0
58,2,0.23596111297607422
58,5,3.0100482177734373
59,0,0
59,0.25,0
59,0.5,0
59,0.75,0
59,1,0
59,1.25,0
59,1.5,0
59,1.75,0
59,2,0.15500420570373535
59,5,2.9653021240234376
60,0,0
60,0.25,0
60,0.5,0
60,0.75,0
60,1,0
60,1.25,0.03517209053039551
60,1.5,0.48917312622070314
60,1.75,0.765172119140625
60,2,1.0405197143554688
60,5,3.8591732788085937
61,0,0
61,0.25,0
61,0.5,0
61,0.75,0
61,1,0.01
61,1.25,0.44402976989746096
61,1.5,0.8909854888916016
61,1.75,1.1640297698974609
61,2,1.443778076171875
61,5,4.199075927734375
62,0,0
62,0.25,0
62,0.5,0
62,0.75,0
62,1,0
62,1.25,0
62,1.5,0.439066162109375
62,1.75,0.7253902435302735
62,2,1.009066162109375
62,5,3.829066162109375
63,0,0
63,0.25,0
63,0.5,0
63,0.75,0
63,1,0
63,1.25,0.07953421115875244
63,1.5,0.4940826416015625
63,1.75,0.76211669921875
63,2,1.02211669921875
63,5,3.612295837402344
64,0,0
64,0.25,0
64,0.5,0
64,0.75,0
64,1,0
64,1.25,0.3264058685302734
64,1.5,0.7351479339599609
64,1.75,0.9945594787597656
64,2,1.253301544189453
64,5,3.7770928955078125
65,0,0
65,0.25,0
65,0.5,0
65,0.75,0
65,1,0
65,1.25,0.20515239715576172
65,1.5,0.6061363220214844
65,1.75,0.8661363220214844
65,2,1.1271202087402343
65,5,3.709048156738281
66,0,0
66,0.25,0
66,0.5,0
66,0.75,0
66,1,0
66,1.25,0
66,1.5,0
66,1.75,0
66,2,0
66,5,2.5094923400878906
67,0,0
67,0.25,0
67,0.5,0
67,0.75,0
67,1,0
67,1.25,0
67,1.5,0.33209690093994143
67,1.75,0.561675910949707
67,2,0.8016758728027343
67,5,3.5682012939453127
68,0,0
68,0.25,0
68,0.5,0
68,0.75,0
68,1,0
68,1.25,0.21268659591674804
68,1.5,0.5826865768432617
68,1.75,0.63227294921875
68,2,0.68227294921875
68,5,4.002686462402344
69,0,0
69,0.25,0
69,0.5,0
69,0.75,0
69,1,0
69,1.25,0.03696130514144898
69,1.5,0.4088516616821289
69,1.75,0.4488516616821289
69,2,0.4869612884521484
69,5,3.8269613647460936
70,0,0
70,0.25,0
70,0.5,0
70,0.75,0
70,1,0
70,1.25,0.2219059371948242
70,1.5,0.5929478454589844
70,1.75,0.6283887100219726
70,2,0.6619058990478516
70,5,4.002315063476562
71,0,0
71,0.25,0
71,0.5,0
71,0.75,0
71,1,0.26928369522094725
71,1.25,0.6495775604248046
71,1.5,1.0295775604248047
71,1.75,1.0595775604248048
71,2,1.0892800140380858
71,5,4.449283752441406
72,0,0
72,0.25,0
72,0.5,0
72,0.75,0
72,1,0
72,1.25,0.24793806076049804
72,1.5,0.596162223815918
72,1.75,0.5921137237548828
72,2,0.5854546737670898
72,5,3.70518310546875
73,0,0
73,0.25,0
73,0.5,0
73,0.75,0
73,1,0
73,1.25,0.03285983085632324
73,1.5,0.4269465255737305
73,1.75,0.42806522369384764
73,2,0.43806522369384765
73,5,3.8269464111328126
74,0,0
74,0.25,0
74,0.5,0
74,0.75,0
74,1,0
74,1.25,0
74,1.5,0
74,1.75,0
74,2,0
74,5,0
75,0,0
75,0.25,0
75,0.5,0
75,0.75,0
75,1,0
75,1.25,0
75,1.5,0
75,1.75,0
75,2,0
75,5,1.690272979736328
76,0,0
76,0.25,0
76,0.5,0
76,0.75,0
76,1,0
76,1.25,0
76,1.5,0.3963167190551758
76,1.75,0.3363167190551758
76,2,0.31937036514282224
76,5,3.5896929931640624
77,0,0
77,0.25,0
77,0.5,0
77,0.75,0
77,1,0
77,1.25,0
77,1.5,0
77,1.75,0
77,2,0
77,5,3.318275146484375
78,0,0
78,0.25,0
78,0.5,0
78,0.75,0
78,1,0
78,1.25,0
78,1.5,0.21258756637573242
78,1.75,0.11060300827026368
78,2,0.09060300827026367
78,5,3.3223617553710936
79,0,0.11987336158752442
79,0.25,0.6536661529541016
79,0.5,0.6390505981445312
79,0.75,0.6413132476806641
79,1,0.7713132476806641
79,1.25,1.0039027404785157
79,1.5,1.2273149871826172
79,1.75,0.9712693023681641
79,2,0.8115500640869141
79,5,2.4206150817871093
80,0,0.02136367082595825
80,0.25,0.5135237503051758
80,0.5,0.5544093704223633
80,0.75,0.7203005981445313
80,1,0.8604515075683594
80,1.25,1.0829560089111328
80,1.5,1.3119705200195313
80,1.75,1.0442837524414061
80,2,0.8856114959716797
80,5,2.4952882385253905
81,0,0
81,0.25,0
81,0.5,0
81,0.75,0
81,1,0
81,1.25,0.1639366340637207
81,1.5,0.5327249145507813
81,1.75,0.3759153747558594
81,2,0.3415132141113281
81,5,3.385133972167969
82,0,0
82,0.25,0
82,0.5,0
82,0.75,0
82,1,0
82,1.25,0.2912387275695801
82,1.5,0.6873756408691406
82,1.75,0.5540518569946289
82,2,0.5421285629272461
82,5,3.868661193847656
83,0,0
83,0.25,0
83,0.5,0
83,0.75,0
83,1,0
83,1.25,0.3770151138305664
83,1.5,0.7892488861083984
83,1.75,0.667015151977539
83,2,0.6642403411865234
83,5,4.121919250488281
84,0,0
84,0.25,0
84,0.5,0
84,0.75,0.13279001235961915
84,1,0.49279003143310546
84,1.25,0.90284912109375
84,1.5,1.32284912109375
84,1.75,1.2028217315673828
84,2,1.2028217315673828
84,5,4.64284912109375
85,0,0
85,0.25,0
85,0.5,0
85,0.75,0.05555515766143799
85,1,0.41188472747802735
85,1.25,0.801884765625
85,1.5,1.2013633728027344
85,1.75,1.0711106872558593
85,2,1.0605893707275391
85,5,4.377240600585938
86,0,0
86,0.25,0
86,0.5,0
86,0.75,0.048282103538513185
86,1,0.43828208923339845
86,1.25,0.8829651641845703
86,1.5,1.3282821655273438
86,1.75,1.2677400970458985
86,2,1.2729651641845703
86,5,4.647740173339844
87,0,0
87,0.25,0
87,0.5,0
87,0.75,0
87,1,0
87,1.25,0.2629946517944336
87,1.5,0.633542366027832
87,1.75,0.498345832824707
87,2,0.46834583282470704
87,5,3.5100396728515624
88,0,0
88,0.25,0
88,0.5,0
88,0.75,0
88,1,0
88,1.25,0
88,1.5,0.3985464096069336
88,1.75,0.31854639053344724
88,2,0.31854639053344724
88,5,3.7185464477539063
89,0,0
89,0.25,0
89,0.5,0
89,0.75,0
89,1,0
89,1.25,0
89,1.5,0
89,1.75,0
89,2,0
89,5,0.7561704254150391
90,0,0
90,0.25,0
90,0.5,0
90,0.75,0
90,1,0
90,1.25,0
90,1.5,0
90,1.75,0
90,2,0
90,5,0.393043212890625
91,0,0
91,0.25,0
91,0.5,0
91,0.75,0
91,1,0
91,1.25,0.13459179878234864
91,1.5,0.5197193908691407
91,1.75,0.44971939086914064
91,2,0.43971939086914064
91,5,3.660216979980469
92,0,0
92,0.25,0
92,0.5,0
92,0.75,0
92,1,0.060497727394104
92,1.25,0.42865489959716796
92,1.5,0.8119876098632812
92,1.75,0.7440116119384765
92,2,0.7240116119384765
92,5,3.8691583251953126
93,0,0
93,0.25,0
93,0.5,0
93,0.75,0
93,1,0
93,1.25,0
93,1.5,0
93,1.75,0
93,2,0
93,5,2.894439392089844
94,0,0
94,0.25,0
94,0.5,0
94,0.75,0
94,1,0
94,1.25,0
94,1.5,0.4316880416870117
94,1.75,0.3696598052978516
94,2,0.3505410385131836
94,5,3.43149658203125
95,0,0
95,0.25,0
95,0.5,0
95,0.75,0
95,1,0
95,1.25,0
95,1.5,0
95,1.75,0
95,2,0
95,5,2.382847900390625
96,0,0
96,0.25,0
96,0.5,0
96,0.75,0
96,1,0.06456147193908691
96,1.25,0.3872168350219727
96,1.5,0.7367946624755859
96,1.75,0.6586531829833985
96,2,0.6272242736816406
96,5,3.6206790161132814
97,0,0
97,0.25,0
97,0.5,0
97,0.75,0
97,1,0
97,1.25,0.29206703186035154
97,1.5,0.6296652603149414
97,1.75,0.5458844375610351
97,2,0.506801872253418
97,5,3.4510064697265626
98,0,0
98,0.25,0
98,0.5,0
98,0.75,0
98,1,0
98,1.25,0.2098107147216797
98,1.5,0.5404590988159179
98,1.75,0.45045909881591795
98,2,0.4058947372436523
98,5,3.3435983276367187
99,0,0
99,0.25,0
99,0.5,0
99,0.75,0
99,1,0
99,1.25,0.13112153053283693
99,1.5,0.4711215209960937
99,1.75,0.3745578384399414
99,2,0.34794437408447265
99,5,3.4407748413085937
100,0,0
100,0.25,0
100,0.5,0
100,0.75,0
100,1,0
100,1.25,0
100,1.5,0.3406022262573242
100,1.75,0.2540182304382324
100,2,0.2506022262573242
100,5,3.5246127319335936
101,0,0
101,0.25,0
101,0.5,0
101,0.75,0
101,1,0.0929546070098877
101,1.25,0.44295459747314453
101,1.5,0.7970211029052734
101,1.75,0.6186079788208008
101,2,0.6186079788208008
101,5,4.205933532714844
102,0,0
102,0.25,0
102,0.5,0
102,0.75,0
102,1,0.22250259399414063
102,1.25,0.5669809722900391
102,1.5,0.916980972290039
102,1.75,0.7369809722900391
102,2,0.7369809722900391
102,5,4.326980895996094
103,0,0
103,0.25,0
103,0.5,0
103,0.75,0
103,1,0
103,1.25,0.12919254302978517
103,1.5,0.605595817565918
103,1.75,0.5088636398315429
103,2,0.47886363983154295
103,5,3.31076416015625
104,0,0
104,0.25,0
104,0.5,0
104,0.75,0
104,1,0.5519219970703125
104,1.25,0.9539964294433594
104,1.5,1.3545794677734375
104,1.75,1.1750431060791016
104,2,1.1423856353759765
104,5,4.265216064453125
105,0,0
105,0.25,0
105,0.5,0
105,0.75,0
105,1,0.5519219970703125
105,1.25,0.9539964294433594
105,1.5,1.3545794677734375
105,1.75,1.1750431060791016
105,2,1.1423856353759765
105,5,4.265216064453125
106,0,0
106,0.25,0
106,0.5,0
106,0.75,0
106,1,0.01910168170928955
106,1.25,0.339101676940918
106,1.5,0.6578514862060547
106,1.75,0.42573741912841795
106,2,0.4220212173461914
106,5,4.080762023925781
107,0,0
107,0.25,0
107,0.5,0
107,0.75,0
107,1,0
107,1.25,0.11852001190185547
107,1.5,0.3687469100952148
107,1.75,0.10231001853942871
107,2,0.10218441963195801
107,5,3.9119573974609376
108,0,0.05347415924072266
108,0.25,0.20206483840942382
108,0.5,0.2717370796203613
108,0.75,0.39173709869384765
108,1,0.49173709869384763
108,1.25,0.72
108,1.5,0.941737060546875
108,1.75,0.691737060546875
108,2,0.6860466003417969
108,5,4.516046752929688
109,0,0
109,0.25,0
109,0.5,0
109,0.75,0
109,1,0.21260988235473632
109,1.25,0.5555993270874023
109,1.5,0.8863065338134766
109,1.75,0.6485887908935547
109,2,0.6155993270874024
109,5,4.067579345703125
110,0,0
110,0.25,0
110,0.5,0
110,0.75,0
110,1,0
110,1.25,0
110,1.5,0.1666197395324707
110,1.75,0.04661973476409912
110,2,0.03661973714828491
110,5,3.856619873046875
111,0,0
111,0.25,0
111,0.5,0
111,0.75,0.05974915981292725
111,1,0.14943650245666504
111,1.25,0.37994789123535155
111,1.5,0.5992316055297852
111,1.75,0.4586753845214844
111,2,0.42999271392822264
111,5,4.0407867431640625
112,0,0
112,0.25,0
112,0.5,0
112,0.75,0
112,1,0.07612278938293457
112,1.25,0.32300189971923826
112,1.5,0.5459608459472656
112,1.75,0.4363947677612305
112,2,0.4030018997192383
112,5,3.8185186767578125
113,0,0
113,0.25,0
113,0.5,0
113,0.75,0.19254058837890625
113,1,0.24555570602416993
113,1.25,0.5525405883789063
113,1.5,0.8214289093017578
113,1.75,0.7014289093017578
113,2,0.6275901031494141
113,5,3.5259771728515625
