parcel_id,scenario,cliff_scenario,retreat_year,mc_enabled,mc_n_sims,mc_mean_year,mc_median_year,mc_sd_year,mc_q05_year,mc_q25_year,mc_q75_year,mc_q95_year,mc_range_years,retreat_trigger,timing_category,cliff_exposure_status,initial_cliff_dist_m,parameter_set,rental_yield,discount_rate,damage_threshold,owner_utility,ADDRESS,PRICE,strval,landval,LATITUDE,LONGITUDE,rent,npv_rent,buyout_uncapped,buyout_price
101,Intermediate,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1658.8301569789112,baseline,0.05,0.02,0.15,0,4729 Sandyland Rd,1008362,492080.656,516281.344,34.3955075,-119.5282081,50418.100000000006,NA,NA,NA
102,Intermediate,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1652.2847980759425,baseline,0.05,0.02,0.15,0,4725 Sandyland Rd,1025768,500574.784,525193.216,34.3954589,-119.5281589,51288.4,NA,NA,NA
103,Intermediate,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1641.9660874225706,baseline,0.05,0.02,0.15,0,4757 Sandyland Rd,997468,486764.38399999996,510703.61600000004,34.3952484,-119.5281668,49873.4,NA,NA,NA
104,Intermediate,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1601.483383196239,baseline,0.05,0.02,0.15,0,4763 Sandyland Rd,4000000,1952000,2048000,34.3951954,-119.5277027,200000,NA,NA,NA
105,Intermediate,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1601.6796796374524,baseline,0.05,0.02,0.15,0,4773 Sandyland Rd,5909782,2883973.616,3025808.384,34.3951914,-119.5277077,295489.10000000003,NA,NA,NA
106,Intermediate,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1583.0821956003624,baseline,0.05,0.02,0.15,0,4797 Sandyland Rd,3659137,1785658.856,1873478.144,34.3952598,-119.527433,182956.85,NA,NA,NA
107,Intermediate,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1503.1380148524363,baseline,0.05,0.02,0.15,0,4842 Sandyland Rd,1100824,537202.112,563621.888,34.3952865,-119.5264141,55041.200000000004,NA,NA,NA
108,Intermediate,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1471.387602833373,baseline,0.05,0.02,0.15,0,4854 Sandyland Rd,1900000,927200,972800,34.3951615,-119.5261022,95000,NA,NA,NA
109,Intermediate,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1524.369913039254,baseline,0.05,0.02,0.15,0,4809 Sandyland,3438288,1677884.544,1760403.456,34.3949144,-119.5269331,171914.40000000002,NA,NA,NA
110,Intermediate,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1380.828299096645,baseline,0.05,0.02,0.15,0,4902 Sandyland Rd #141,708202,345602.576,362599.424,34.3947236,-119.5252708,35410.1,NA,NA,NA
111,Intermediate,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1402.781415528173,baseline,0.05,0.02,0.15,0,4901 Sandyland Rd,3950000,1927600,2022400,34.3944267,-119.5257484,197500,NA,NA,NA
112,Intermediate,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1386.8323440708714,baseline,0.05,0.02,0.15,0,4921 Sandyland Rd #2,2600000,1268800,1331200,34.3942884,-119.5256414,130000,NA,NA,NA
113,Intermediate,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1398.8456073140687,baseline,0.05,0.02,0.15,0,4921 Sandyland Rd,2550000,1244400,1305600,34.3942312,-119.5258257,127500,NA,NA,NA
1,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2748.374933655393,baseline,0.05,0.02,0.15,0,571 Sand Point Rd,39500000,19276000,20224000,34.398955,-119.5393746,1975000,NA,NA,NA
2,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1641.618657677085,baseline,0.05,0.02,0.15,0,4700 Sandyland Rd #23,1350000,658800,691200,34.395912,-119.527717,67500,NA,NA,NA
3,Intermediate_High,NA,81,TRUE,100,80.96,81,0.28141058827257937,81,81,81,81,0,no_retreat,no_retreat,safe,1326.6029286408466,baseline,0.05,0.02,0.15,0,4975 Sandyland Rd #302,1795000,875960,919040,34.393902,-119.525147,89750,NA,NA,NA
4,Intermediate_High,NA,81,TRUE,100,80.98,81,0.14070529413628968,81,81,81,81,0,no_retreat,no_retreat,safe,1360.5999789170742,baseline,0.05,0.02,0.15,0,4975 Sandyland Rd,2135000,1041880,1093120,34.3940477,-119.5254722,106750,NA,NA,NA
5,Intermediate_High,NA,81,TRUE,100,80.92,81,0.3938927711338647,81,81,81,81,0,no_retreat,no_retreat,safe,1326.6029286408466,baseline,0.05,0.02,0.15,0,4975 Sandyland Rd #105,2550000,1244400,1305600,34.393902,-119.525147,127500,NA,NA,NA
6,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3469.9763041359165,baseline,0.05,0.02,0.15,0,821 Sand Point Rd,23000000,11224000,11776000,34.4040192,-119.5450254,1150000,NA,NA,NA
7,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1583.3781517742502,baseline,0.05,0.02,0.15,0,4700 Sandyland Rd #47,911089,444611.432,466477.568,34.395663,-119.527159,45554.450000000004,NA,NA,NA
8,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1632.7399886127866,baseline,0.05,0.02,0.15,0,4755 Sandyland Rd #7,1150000,561200,588800,34.395335,-119.527998,57500,NA,NA,NA
9,Intermediate_High,NA,81,TRUE,100,80.91,81,0.45159649460485624,81,81,81,81,0,no_retreat,no_retreat,safe,1326.6029286408466,baseline,0.05,0.02,0.15,0,4975 Sandyland Rd #107,2135000,1041880,1093120,34.393902,-119.525147,106750,NA,NA,NA
10,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1345.3318095569457,baseline,0.05,0.02,0.15,0,4950 Sandyland #120,999491,487751.608,511739.392,34.394428,-119.525032,49974.55,NA,NA,NA
11,Intermediate_High,NA,81,TRUE,100,80.99,81,0.1,81,81,81,81,0,no_retreat,no_retreat,safe,1345.3318095569457,baseline,0.05,0.02,0.15,0,4950 Sandyland Rd #226,726261,354415.368,371845.632,34.394428,-119.525032,36313.05,NA,NA,NA
12,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1583.4116666986138,baseline,0.05,0.02,0.15,0,4700 Sandyland #48,1097394,535528.272,561865.728,34.395704,-119.52713,54869.700000000004,NA,NA,NA
13,Intermediate_High,NA,81,TRUE,100,80.98,81,0.14070529413628968,81,81,81,81,0,no_retreat,no_retreat,safe,1378.8261846765854,baseline,0.05,0.02,0.15,0,4925 Sandyland Rd #F,4600000,2244800,2355200,34.3941663,-119.525621,230000,NA,NA,NA
14,Intermediate_High,NA,81,TRUE,100,80.98,81,0.14070529413628968,81,81,81,81,0,no_retreat,no_retreat,safe,1493.9269457867488,baseline,0.05,0.02,0.15,0,4825 Sandyland Rd #6,1495000,729560,765440,34.394857,-119.526594,74750,NA,NA,NA
15,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1631.9194931403802,baseline,0.05,0.02,0.15,0,4700 Sandyland Rd #8,923835,450831.48,473003.52,34.395763,-119.5277,46191.75,NA,NA,NA
16,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1508.4554277737964,baseline,0.05,0.02,0.15,0,4840 Sandyland Rd,1650000,805200,844800,34.3953149,-119.526461,82500,NA,NA,NA
17,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1601.8579880761474,baseline,0.05,0.02,0.15,0,4700 Sandyland Rd #12,1110000,541680,568320,34.395656,-119.527397,55500,NA,NA,NA
18,Intermediate_High,NA,81,TRUE,100,80.99,81,0.1,81,81,81,81,0,no_retreat,no_retreat,safe,1345.3318095569457,baseline,0.05,0.02,0.15,0,4950 Sandyland Rd #224,843695,411723.16,431971.84,34.394428,-119.525032,42184.75,NA,NA,NA
19,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1674.0710011399435,baseline,0.05,0.02,0.15,0,4709 Sandyland Rd #4,1650000,805200,844800,34.395329,-119.5285097,82500,NA,NA,NA
20,Intermediate_High,NA,81,TRUE,100,80.98,81,0.14070529413628968,81,81,81,81,0,no_retreat,no_retreat,safe,1345.3318095569457,baseline,0.05,0.02,0.15,0,4950 Sandyland Rd #129,776711,379034.968,397676.032,34.394428,-119.525032,38835.55,NA,NA,NA
21,Intermediate_High,NA,81,TRUE,100,80.98,81,0.14070529413628968,81,81,81,81,0,no_retreat,no_retreat,safe,1362.728284073332,baseline,0.05,0.02,0.15,0,4902 Sandyland Rd #136,768533,375044.104,393488.896,34.3945566,-119.5251608,38426.65,NA,NA,NA
22,Intermediate_High,NA,81,TRUE,100,80.99,81,0.1,81,81,81,81,0,no_retreat,no_retreat,safe,1345.3318095569457,baseline,0.05,0.02,0.15,0,4950 Sandyland Rd #220,997536,486797.56799999997,510738.43200000003,34.394428,-119.525032,49876.8,NA,NA,NA
23,Intermediate_High,NA,81,TRUE,100,80.8,81,0.8761716542303613,80.8,81,81,81,0.20000000000000284,no_retreat,no_retreat,safe,1396.2299875954611,baseline,0.05,0.02,0.15,0,4923 Sandyland Rd,8100000,3952800,4147200,34.3942179,-119.525802,405000,NA,NA,NA
24,Intermediate_High,NA,81,TRUE,100,80.99,81,0.1,81,81,81,81,0,no_retreat,no_retreat,safe,1345.3318095569457,baseline,0.05,0.02,0.15,0,4950 Sandyland Rd #229,763093,372389.384,390703.616,34.394428,-119.525032,38154.65,NA,NA,NA
25,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1582.9485035376936,baseline,0.05,0.02,0.15,0,4700 Sandyland Rd #16,720969,351832.872,369136.128,34.395661,-119.527155,36048.450000000004,NA,NA,NA
26,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1620.758245709627,baseline,0.05,0.02,0.15,0,4700 Sandyland Rd #35,1014287,494972.056,519314.944,34.395816,-119.527522,50714.350000000006,NA,NA,NA
27,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1759.9326560871334,baseline,0.05,0.02,0.15,0,4595 Avenue Del Mar,12500000,6100000,6400000,34.395382,-119.529523,625000,NA,NA,NA
28,Intermediate_High,NA,81,TRUE,100,80.99,81,0.1,81,81,81,81,0,no_retreat,no_retreat,safe,1345.3318095569457,baseline,0.05,0.02,0.15,0,4950 Sandyland Rd #223,777436,379388.768,398047.232,34.394428,-119.525032,38871.8,NA,NA,NA
29,Intermediate_High,NA,53,TRUE,100,53.34,53,0.7550503361372738,52,53,54,54,2,flood_storm_mc,late,safe,1519.0965870293046,baseline,0.05,0.02,0.15,0,4815 Sandyland Rd #A,3965000,1934920,2030080,34.3948611,-119.5269026,198250,6570986.321046217,8601066.321046218,3965000
30,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2829.6237895756512,baseline,0.05,0.02,0.15,0,607 Sand Point Rd,23000000,11224000,11776000,34.3994895,-119.5400456,1150000,NA,NA,NA
31,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2208.296868280612,baseline,0.05,0.02,0.15,0,4315 Del Mar Ave,8000000,3904000,4096000,34.3967051,-119.5341613,400000,NA,NA,NA
32,Intermediate_High,NA,81,TRUE,100,80.92,81,0.3938927711338647,81,81,81,81,0,no_retreat,no_retreat,safe,1326.6029286408466,baseline,0.05,0.02,0.15,0,4975 Sandyland Rd #109,3200000,1561600,1638400,34.393902,-119.525147,160000,NA,NA,NA
33,Intermediate_High,NA,81,TRUE,100,80.96,81,0.28141058827257937,81,81,81,81,0,no_retreat,no_retreat,safe,1326.6029286408466,baseline,0.05,0.02,0.15,0,4975 Sandyland Rd #206,1350000,658800,691200,34.393902,-119.525147,67500,NA,NA,NA
34,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1345.3318095569457,baseline,0.05,0.02,0.15,0,4950 Sandyland Rd #230,752938,367433.744,385504.256,34.394428,-119.525032,37646.9,NA,NA,NA
35,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1633.8078777675569,baseline,0.05,0.02,0.15,0,4755 Sandyland Rd #6,1170000,570960,599040,34.395378,-119.5279833,58500,NA,NA,NA
36,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1326.6029286408466,baseline,0.05,0.02,0.15,0,4975 Sandyland Rd #210,1527500,745420,782080,34.393902,-119.525147,76375,NA,NA,NA
37,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1498.8012505220606,baseline,0.05,0.02,0.15,0,4825 Sandyland Rd #4,2354892,1149187.296,1205704.704,34.394747,-119.526726,117744.6,NA,NA,NA
38,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1484.5975072783024,baseline,0.05,0.02,0.15,0,4825 Sandyland Rd #7,958456,467726.528,490729.472,34.3948,-119.526516,47922.8,NA,NA,NA
39,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1486.28679224466,baseline,0.05,0.02,0.15,0,4825 Sandyland Rd #8,952313,464728.744,487584.256,34.394714,-119.526593,47615.65,NA,NA,NA
40,Intermediate_High,NA,81,TRUE,100,80.98,81,0.14070529413628968,81,81,81,81,0,no_retreat,no_retreat,safe,1425.4480035213696,baseline,0.05,0.02,0.15,0,4880 Sandyland Apt 12 Rd,773760,416224.5791367959,357535.4208632041,34.394871,-119.525729,38688,NA,NA,NA
41,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3753.532189218932,baseline,0.05,0.02,0.15,0,879 Sand Point Rd,5250000,2824104.425749817,2425895.574250183,34.4055391,-119.5475253,262500,NA,NA,NA
42,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3734.505588610704,baseline,0.05,0.02,0.15,0,877 Sand Point Rd,4219780,2059252.6400000001,2160527.36,34.4053383,-119.5474274,210989,NA,NA,NA
43,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3663.716618945424,baseline,0.05,0.02,0.15,0,871 Sand Point Rd,4700000,2293600,2406400,34.4047826,-119.5469257,235000,NA,NA,NA
44,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3633.9642958125464,baseline,0.05,0.02,0.15,0,869 Sand Point Rd,8650000,4221200,4428800,34.4045559,-119.5467092,432500,NA,NA,NA
45,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3587.358677959856,baseline,0.05,0.02,0.15,0,863 Sand Point Rd,1450487,707837.656,742649.344,34.4050479,-119.5457756,72524.35,NA,NA,NA
46,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3566.4192047718693,baseline,0.05,0.02,0.15,0,845 Sand Point Rd,6100000,2976800,3123200,34.4045688,-119.5458531,305000,NA,NA,NA
47,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3540.2965917039323,baseline,0.05,0.02,0.15,0,841 Sand Point Rd,5225000,2549800,2675200,34.4044467,-119.5456102,261250,NA,NA,NA
48,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3505.1614550520544,baseline,0.05,0.02,0.15,0,835 Sand Point Rd,1700000,829600,870400,34.4042248,-119.5453239,85000,NA,NA,NA
49,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3435.714830171943,baseline,0.05,0.02,0.15,0,815 Sand Point Rd,5500000,2684000,2816000,34.4037732,-119.5447663,275000,NA,NA,NA
50,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3390.4247909932105,baseline,0.05,0.02,0.15,0,805 Sand Pt,8835765,4311853.32,4523911.68,34.4034328,-119.5444334,441788.25,NA,NA,NA
51,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3352.1023089187192,baseline,0.05,0.02,0.15,0,791 Sand Point Rd,9725000,4745800,4979200,34.4030894,-119.5441881,486250,NA,NA,NA
52,Intermediate_High,NA,81,TRUE,100,80.99,81,0.1,81,81,81,81,0,no_retreat,no_retreat,safe,3302.6391537942236,baseline,0.05,0.02,0.15,0,775 Sand Point Rd,5135058,2505908.304,2629149.696,34.4027754,-119.5437832,256752.90000000002,NA,NA,NA
53,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3226.509162997705,baseline,0.05,0.02,0.15,0,755 Sand Point Rd,5000000,2440000,2560000,34.4021823,-119.5432306,250000,NA,NA,NA
54,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3199.4377471291177,baseline,0.05,0.02,0.15,0,745 Sand Point Rd,3415000,1666520,1748480,34.4019853,-119.5430241,170750,NA,NA,NA
55,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3180.671314682398,baseline,0.05,0.02,0.15,0,735 Sand Point Rd,5850000,2854800,2995200,34.4019815,-119.542795,292500,NA,NA,NA
56,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3155.9586748215575,baseline,0.05,0.02,0.15,0,721 Sand Point Rd,6172830,3012341.04,3160488.96,34.4018647,-119.5425657,308641.5,NA,NA,NA
57,Intermediate_High,NA,80,TRUE,100,79.99,80,0.1,80,80,80,80,0,flood_storm_mc,late,safe,3126.040480357554,baseline,0.05,0.02,0.15,0,711 Sand Point Rd,7100000,3464800,3635200,34.4016981,-119.5423044,355000,14391488.37154268,18026688.371542677,7100000
58,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3072.833974043004,baseline,0.05,0.02,0.15,0,701 Sand Point Rd,7200000,3873057.4981711777,3326942.5018288223,34.4013214,-119.5418909,360000,NA,NA,NA
59,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3043.8522094565124,baseline,0.05,0.02,0.15,0,685 Sand Point Rd,7290000,3557520,3732480,34.4011155,-119.5416655,364500,NA,NA,NA
60,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3012.115378694161,baseline,0.05,0.02,0.15,0,671 Sand Point Rd,2917799,1423885.912,1493913.088,34.4008581,-119.5414381,145889.95,NA,NA,NA
61,Intermediate_High,NA,78,TRUE,100,77.88,78,0.3561863092100634,77,78,78,78,1,flood_storm_mc,late,safe,2976.9671037330054,baseline,0.05,0.02,0.15,0,657 Sand Point Rd,7235000,3891884.86100951,3343115.13899049,34.4006401,-119.5411437,361750,14512250.87326521,17855366.012255702,7235000
62,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2939.0133212210653,baseline,0.05,0.02,0.15,0,645 Sand Point Rd,9100000,4440800,4659200,34.400307,-119.5408851,455000,NA,NA,NA
63,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2901.139777729163,baseline,0.05,0.02,0.15,0,635 Sand Point Rd,3022115,1474792.1199999999,1547322.8800000001,34.4000126,-119.5406023,151105.75,NA,NA,NA
64,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2869.106563156101,baseline,0.05,0.02,0.15,0,625 Sand Point Rd,8500000,4572359.546452085,3927640.453547915,34.399781,-119.5403518,425000,NA,NA,NA
65,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2792.141838144041,baseline,0.05,0.02,0.15,0,591 Sand Point Rd,16250000,7930000,8320000,34.3992475,-119.5397338,812500,NA,NA,NA
66,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2711.485477991543,baseline,0.05,0.02,0.15,0,551 Sand Point Rd,9650000,4709200,4940800,34.3986396,-119.5391096,482500,NA,NA,NA
67,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2674.8435484017828,baseline,0.05,0.02,0.15,0,539 Sand Point Rd,2669068,1302505.184,1366562.816,34.398331,-119.5388418,133453.4,NA,NA,NA
68,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2376.5309742967124,baseline,0.05,0.02,0.15,0,4217 Avenue Del Mar,15614591,7619920.408,7994670.592,34.3967633,-119.53613,780729.55,NA,NA,NA
69,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2348.4955631597772,baseline,0.05,0.02,0.15,0,4237 Del Mar Ave,7120037,3474578.056,3645458.944,34.396784,-119.5357877,356001.85000000003,NA,NA,NA
70,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2324.7965340459923,baseline,0.05,0.02,0.15,0,4257 Avenue Del Mar,14000000,6832000,7168000,34.3967947,-119.5355011,700000,NA,NA,NA
71,Intermediate_High,NA,77,TRUE,100,77.14,77,0.44991581704163547,77,77,77,78,1,flood_storm_mc,late,safe,2302.784081245985,baseline,0.05,0.02,0.15,0,4267 Avenue Del Mar,15000000,7320000,7680000,34.3968569,-119.5352062,750000,29924348.771383233,37604348.77138323,15000000
72,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2265.5367427091023,baseline,0.05,0.02,0.15,0,4271 Del Mar Ave,8481171,4138811.448,4342359.552,34.396586,-119.534908,424058.55000000005,NA,NA,NA
73,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2256.33232189049,baseline,0.05,0.02,0.15,0,4285 Avenue Del Mar,1650000,805200,844800,34.3967894,-119.534689,82500,NA,NA,NA
74,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2189.7523272025824,baseline,0.05,0.02,0.15,0,4307 Del Mar Ave,1897919,926184.472,971734.528,34.395977,-119.534326,94895.95000000001,NA,NA,NA
75,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2219.2912029073123,baseline,0.05,0.02,0.15,0,4301 Avenue Del Mar,6000000,3227547.9151426484,2772452.0848573516,34.396478,-119.534416,300000,NA,NA,NA
76,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2190.5625360187896,baseline,0.05,0.02,0.15,0,4327 Del Mar Ave,3237055,1579682.8399999999,1657372.1600000001,34.3966596,-119.5339743,161852.75,NA,NA,NA
77,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2167.130274674724,baseline,0.05,0.02,0.15,0,4347 Del Mar Ave,3164702,1544374.576,1620327.424,34.3966383,-119.5337054,158235.1,NA,NA,NA
78,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2142.931002813206,baseline,0.05,0.02,0.15,0,4365 Del Mar Ave,8005449,4306328.3716218,3699120.6283782003,34.3965544,-119.5334623,400272.45,NA,NA,NA
79,Intermediate_High,NA,60,TRUE,100,60.19,60,0.6620293258480535,59,60,61,61,2,flood_storm_mc,late,safe,2110.9341514209373,baseline,0.05,0.02,0.15,0,4377 Del Mar Ave,5270327,2571919.576,2698407.424,34.396214,-119.533268,263516.35000000003,9343263.21949689,12041670.643496891,5270327
80,Intermediate_High,NA,52,TRUE,100,52.48,52,0.6587407638361193,52,52,53,53.05,1.0499999999999972,flood_storm_mc,late,safe,2095.9633350261897,baseline,0.05,0.02,0.15,0,4387 Del Mar Ave,3462651,1689773.6879999998,1772877.3120000002,34.396189,-119.533103,173132.55000000002,5676643.8917284105,7449521.20372841,3462651
81,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2095.4451801992136,baseline,0.05,0.02,0.15,0,4393 Del Mar Ave,2682883,1309246.9039999999,1373636.0960000001,34.3964777,-119.5329353,134144.15,NA,NA,NA
82,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2084.56784499239,baseline,0.05,0.02,0.15,0,4405 Del Mar Ave,5740000,2801120,2938880,34.3965197,-119.5327801,287000,NA,NA,NA
83,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2073.531125999307,baseline,0.05,0.02,0.15,0,4411 Del Mar Ave,9228476,4964224.745623995,4264251.254376005,34.3965611,-119.5326227,461423.80000000005,NA,NA,NA
84,Intermediate_High,NA,66,TRUE,100,66.52,66,0.6739001514626733,66,66,67,68,2,flood_storm_mc,late,safe,2048.187917491842,baseline,0.05,0.02,0.15,0,4431 Del Mar Ave,2903509,1416912.392,1486596.608,34.3965778,-119.5323059,145175.45,5400158.799922712,6886755.407922712,2903509
85,Intermediate_High,NA,71,TRUE,100,71.37,71,0.7338152686370382,71,71,72,72.05,1.0499999999999972,flood_storm_mc,late,safe,2035.6746685804203,baseline,0.05,0.02,0.15,0,4447 Del Mar Ave,2968552,1448653.376,1519898.624,34.3964477,-119.5322315,148427.6,5714257.665108788,7234156.289108788,2968552
86,Intermediate_High,NA,67,TRUE,100,67.41,67,0.6976873775321414,67,67,68,69,2,flood_storm_mc,late,safe,1971.822596840461,baseline,0.05,0.02,0.15,0,100 Sandyland Cove Rd,1842488,899134.144,943353.856,34.396788,-119.5312412,92124.40000000001,3451726.55217072,4395080.40817072,1842488
87,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2002.780959876993,baseline,0.05,0.02,0.15,0,4477 Avenue Del Mar,7500000,3660000,3840000,34.3963265,-119.5319049,375000,NA,NA,NA
88,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1969.2674822439935,baseline,0.05,0.02,0.15,0,4501 Del Mar Ave,4749193,2317606.184,2431586.816,34.396271,-119.5315317,237459.65000000002,NA,NA,NA
89,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1950.199210389455,baseline,0.05,0.02,0.15,0,4509 Del Mar Ave,4361113,2128223.144,2232889.856,34.395982,-119.531471,218055.65000000002,NA,NA,NA
