parcel_id,scenario,cliff_scenario,retreat_year,mc_enabled,mc_n_sims,mc_mean_year,mc_median_year,mc_sd_year,mc_q05_year,mc_q25_year,mc_q75_year,mc_q95_year,mc_range_years,retreat_trigger,timing_category,cliff_exposure_status,initial_cliff_dist_m,parameter_set,rental_yield,discount_rate,damage_threshold,owner_utility,ADDRESS,PRICE,strval,landval,LATITUDE,LONGITUDE,rent,npv_rent,buyout_uncapped,buyout_price
90,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1937.7215941522172,baseline,0.05,0.02,0.15,0,4513 Del Mar Ave,3813899,1861182.712,1952716.288,34.395957,-119.531335,190694.95,NA,NA,NA
91,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1932.8063458268575,baseline,0.05,0.02,0.15,0,4517 Avenue Del Mar,6501121,3172547.048,3328573.952,34.3962075,-119.5311269,325056.05000000005,NA,NA,NA
92,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1919.68761474679,baseline,0.05,0.02,0.15,0,4525 Del Mar Ave,9900000,4831200,5068800,34.39617,-119.53099,495000,NA,NA,NA
93,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1892.1611145065797,baseline,0.05,0.02,0.15,0,4535 Del Mar Ave,3601893,1757723.784,1844169.216,34.3960752,-119.5307125,180094.65000000002,NA,NA,NA
94,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1871.1155714491715,baseline,0.05,0.02,0.15,0,4555 Avenue Del Mar,8700000,4245600,4454400,34.3959425,-119.5305369,435000,NA,NA,NA
95,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1836.7904305317777,baseline,0.05,0.02,0.15,0,4561 Avenue Del Mar,15423112,7526478.6559999995,7896633.3440000005,34.3958263,-119.5301897,771155.6000000001,NA,NA,NA
96,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1816.8236451070777,baseline,0.05,0.02,0.15,0,4567 Avenue Del Mar,2300000,1122400,1177600,34.3957943,-119.529966,115000,NA,NA,NA
97,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1805.3380983754444,baseline,0.05,0.02,0.15,0,4575 Del Mar Ave,1999872,975937.536,1023934.464,34.3957423,-119.5298578,99993.6,NA,NA,NA
98,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1793.0440647775438,baseline,0.05,0.02,0.15,0,4581 Avenue Del Mar,6400000,3123200,3276800,34.3956907,-119.5297395,320000,NA,NA,NA
99,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1780.9261060014674,baseline,0.05,0.02,0.15,0,4587 Avenue Del Mar,6763204,3300443.552,3462760.448,34.3956596,-119.5296108,338160.2,NA,NA,NA
100,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1737.010306703751,baseline,0.05,0.02,0.15,0,4599 Del Mar Ave,3950000,1927600,2022400,34.3955931,-119.5291153,197500,NA,NA,NA
101,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1658.8301569789112,baseline,0.05,0.02,0.15,0,4729 Sandyland Rd,1008362,492080.656,516281.344,34.3955075,-119.5282081,50418.100000000006,NA,NA,NA
102,Intermediate_High,NA,81,TRUE,100,80.94,81,0.4221158824088691,81,81,81,81,0,no_retreat,no_retreat,safe,1652.2847980759425,baseline,0.05,0.02,0.15,0,4725 Sandyland Rd,1025768,500574.784,525193.216,34.3954589,-119.5281589,51288.4,NA,NA,NA
103,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1641.9660874225706,baseline,0.05,0.02,0.15,0,4757 Sandyland Rd,997468,486764.38399999996,510703.61600000004,34.3952484,-119.5281668,49873.4,NA,NA,NA
104,Intermediate_High,NA,64,TRUE,100,64.4,64,0.6816498108607268,64,64,65,66,2,flood_storm_mc,late,safe,1601.483383196239,baseline,0.05,0.02,0.15,0,4763 Sandyland Rd,4000000,1952000,2048000,34.3951954,-119.5277027,200000,7327968.631417488,9375968.631417487,4000000
105,Intermediate_High,NA,64,TRUE,100,64.4,64,0.7521014330903549,64,64,65,66,2,flood_storm_mc,late,safe,1601.6796796374524,baseline,0.05,0.02,0.15,0,4773 Sandyland Rd,5909782,2883973.616,3025808.384,34.3951914,-119.5277077,295489.10000000003,10826674.278628927,13852482.662628926,5909782
106,Intermediate_High,NA,81,TRUE,100,80.99,81,0.1,81,81,81,81,0,no_retreat,no_retreat,safe,1583.0821956003624,baseline,0.05,0.02,0.15,0,4797 Sandyland Rd,3659137,1785658.856,1873478.144,34.3952598,-119.527433,182956.85,NA,NA,NA
107,Intermediate_High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1503.1380148524363,baseline,0.05,0.02,0.15,0,4842 Sandyland Rd,1100824,537202.112,563621.888,34.3952865,-119.5264141,55041.200000000004,NA,NA,NA
108,Intermediate_High,NA,81,TRUE,100,80.62,81,1.668362773330292,80.65,81,81,81,0.3499999999999943,no_retreat,no_retreat,safe,1471.387602833373,baseline,0.05,0.02,0.15,0,4854 Sandyland Rd,1900000,927200,972800,34.3951615,-119.5261022,95000,NA,NA,NA
109,Intermediate_High,NA,81,TRUE,100,80.84,81,0.7877855422677295,81,81,81,81,0,no_retreat,no_retreat,safe,1524.369913039254,baseline,0.05,0.02,0.15,0,4809 Sandyland,3438288,1677884.544,1760403.456,34.3949144,-119.5269331,171914.40000000002,NA,NA,NA
110,Intermediate_High,NA,81,TRUE,100,80.99,81,0.1,81,81,81,81,0,no_retreat,no_retreat,safe,1380.828299096645,baseline,0.05,0.02,0.15,0,4902 Sandyland Rd #141,708202,345602.576,362599.424,34.3947236,-119.5252708,35410.1,NA,NA,NA
111,Intermediate_High,NA,81,TRUE,100,80.98,81,0.2,81,81,81,81,0,no_retreat,no_retreat,safe,1402.781415528173,baseline,0.05,0.02,0.15,0,4901 Sandyland Rd,3950000,1927600,2022400,34.3944267,-119.5257484,197500,NA,NA,NA
112,Intermediate_High,NA,81,TRUE,100,80.98,81,0.2,81,81,81,81,0,no_retreat,no_retreat,safe,1386.8323440708714,baseline,0.05,0.02,0.15,0,4921 Sandyland Rd #2,2600000,1268800,1331200,34.3942884,-119.5256414,130000,NA,NA,NA
113,Intermediate_High,NA,81,TRUE,100,80.83,81,0.8415353933031089,81,81,81,81,0,no_retreat,no_retreat,safe,1398.8456073140687,baseline,0.05,0.02,0.15,0,4921 Sandyland Rd,2550000,1244400,1305600,34.3942312,-119.5258257,127500,NA,NA,NA
1,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2748.374933655393,baseline,0.05,0.02,0.15,0,571 Sand Point Rd,39500000,19276000,20224000,34.398955,-119.5393746,1975000,NA,NA,NA
2,High,NA,81,TRUE,100,80.98,81,0.14070529413628968,81,81,81,81,0,no_retreat,no_retreat,safe,1641.618657677085,baseline,0.05,0.02,0.15,0,4700 Sandyland Rd #23,1350000,658800,691200,34.395912,-119.527717,67500,NA,NA,NA
3,High,NA,81,TRUE,100,80.45,81,1.4097424365371631,77.94999999999999,81,81,81,3.0500000000000114,no_retreat,no_retreat,safe,1326.6029286408466,baseline,0.05,0.02,0.15,0,4975 Sandyland Rd #302,1795000,875960,919040,34.393902,-119.525147,89750,NA,NA,NA
4,High,NA,81,TRUE,100,80.86,81,0.6033576087532203,79.95,81,81,81,1.0499999999999972,no_retreat,no_retreat,safe,1360.5999789170742,baseline,0.05,0.02,0.15,0,4975 Sandyland Rd,2135000,1041880,1093120,34.3940477,-119.5254722,106750,NA,NA,NA
5,High,NA,81,TRUE,100,80.74,81,0.8241310085125539,79,81,81,81,2,no_retreat,no_retreat,safe,1326.6029286408466,baseline,0.05,0.02,0.15,0,4975 Sandyland Rd #105,2550000,1244400,1305600,34.393902,-119.525147,127500,NA,NA,NA
6,High,NA,73,TRUE,100,72.95,73,0.5,72,73,73,74,2,flood_storm_mc,late,safe,3469.9763041359165,baseline,0.05,0.02,0.15,0,821 Sand Point Rd,23000000,11224000,11776000,34.4040192,-119.5450254,1150000,44831672.61437596,56607672.61437596,23000000
7,High,NA,81,TRUE,100,80.99,81,0.1,81,81,81,81,0,no_retreat,no_retreat,safe,1583.3781517742502,baseline,0.05,0.02,0.15,0,4700 Sandyland Rd #47,911089,444611.432,466477.568,34.395663,-119.527159,45554.450000000004,NA,NA,NA
8,High,NA,81,TRUE,100,80.89,81,0.3993681878855018,80,81,81,81,1,no_retreat,no_retreat,safe,1632.7399886127866,baseline,0.05,0.02,0.15,0,4755 Sandyland Rd #7,1150000,561200,588800,34.395335,-119.527998,57500,NA,NA,NA
9,High,NA,81,TRUE,100,80.82,81,0.6416519085276469,79,81,81,81,2,no_retreat,no_retreat,safe,1326.6029286408466,baseline,0.05,0.02,0.15,0,4975 Sandyland Rd #107,2135000,1041880,1093120,34.393902,-119.525147,106750,NA,NA,NA
10,High,NA,81,TRUE,100,80.92,81,0.27265992434429076,80,81,81,81,1,no_retreat,no_retreat,safe,1345.3318095569457,baseline,0.05,0.02,0.15,0,4950 Sandyland #120,999491,487751.608,511739.392,34.394428,-119.525032,49974.55,NA,NA,NA
11,High,NA,81,TRUE,100,80.94,81,0.23868325657594203,80,81,81,81,1,no_retreat,no_retreat,safe,1345.3318095569457,baseline,0.05,0.02,0.15,0,4950 Sandyland Rd #226,726261,354415.368,371845.632,34.394428,-119.525032,36313.05,NA,NA,NA
12,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1583.4116666986138,baseline,0.05,0.02,0.15,0,4700 Sandyland #48,1097394,535528.272,561865.728,34.395704,-119.52713,54869.700000000004,NA,NA,NA
13,High,NA,81,TRUE,100,80.93,81,0.2564323999762428,80,81,81,81,1,no_retreat,no_retreat,safe,1378.8261846765854,baseline,0.05,0.02,0.15,0,4925 Sandyland Rd #F,4600000,2244800,2355200,34.3941663,-119.525621,230000,NA,NA,NA
14,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1493.9269457867488,baseline,0.05,0.02,0.15,0,4825 Sandyland Rd #6,1495000,729560,765440,34.394857,-119.526594,74750,NA,NA,NA
15,High,NA,81,TRUE,100,80.96,81,0.19694638556693236,81,81,81,81,0,no_retreat,no_retreat,safe,1631.9194931403802,baseline,0.05,0.02,0.15,0,4700 Sandyland Rd #8,923835,450831.48,473003.52,34.395763,-119.5277,46191.75,NA,NA,NA
16,High,NA,81,TRUE,100,80.91,81,0.37859388972001823,80,81,81,81,1,no_retreat,no_retreat,safe,1508.4554277737964,baseline,0.05,0.02,0.15,0,4840 Sandyland Rd,1650000,805200,844800,34.3953149,-119.526461,82500,NA,NA,NA
17,High,NA,81,TRUE,100,80.99,81,0.1,81,81,81,81,0,no_retreat,no_retreat,safe,1601.8579880761474,baseline,0.05,0.02,0.15,0,4700 Sandyland Rd #12,1110000,541680,568320,34.395656,-119.527397,55500,NA,NA,NA
18,High,NA,81,TRUE,100,80.91,81,0.28762349126466136,80,81,81,81,1,no_retreat,no_retreat,safe,1345.3318095569457,baseline,0.05,0.02,0.15,0,4950 Sandyland Rd #224,843695,411723.16,431971.84,34.394428,-119.525032,42184.75,NA,NA,NA
19,High,NA,81,TRUE,100,80.77,81,1.0235114838514308,79.9,81,81,81,1.0999999999999943,no_retreat,no_retreat,safe,1674.0710011399435,baseline,0.05,0.02,0.15,0,4709 Sandyland Rd #4,1650000,805200,844800,34.395329,-119.5285097,82500,NA,NA,NA
20,High,NA,81,TRUE,100,80.93,81,0.2931886695621029,80,81,81,81,1,no_retreat,no_retreat,safe,1345.3318095569457,baseline,0.05,0.02,0.15,0,4950 Sandyland Rd #129,776711,379034.968,397676.032,34.394428,-119.525032,38835.55,NA,NA,NA
21,High,NA,81,TRUE,100,80.92,81,0.27265992434429076,80,81,81,81,1,no_retreat,no_retreat,safe,1362.728284073332,baseline,0.05,0.02,0.15,0,4902 Sandyland Rd #136,768533,375044.104,393488.896,34.3945566,-119.5251608,38426.65,NA,NA,NA
22,High,NA,81,TRUE,100,80.92,81,0.3673547263197997,80,81,81,81,1,no_retreat,no_retreat,safe,1345.3318095569457,baseline,0.05,0.02,0.15,0,4950 Sandyland Rd #220,997536,486797.56799999997,510738.43200000003,34.394428,-119.525032,49876.8,NA,NA,NA
23,High,NA,81,TRUE,100,80.46,81,1.2825164657221695,78,81,81,81,3,no_retreat,no_retreat,safe,1396.2299875954611,baseline,0.05,0.02,0.15,0,4923 Sandyland Rd,8100000,3952800,4147200,34.3942179,-119.525802,405000,NA,NA,NA
24,High,NA,81,TRUE,100,80.94,81,0.23868325657594203,80,81,81,81,1,no_retreat,no_retreat,safe,1345.3318095569457,baseline,0.05,0.02,0.15,0,4950 Sandyland Rd #229,763093,372389.384,390703.616,34.394428,-119.525032,38154.65,NA,NA,NA
25,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1582.9485035376936,baseline,0.05,0.02,0.15,0,4700 Sandyland Rd #16,720969,351832.872,369136.128,34.395661,-119.527155,36048.450000000004,NA,NA,NA
26,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1620.758245709627,baseline,0.05,0.02,0.15,0,4700 Sandyland Rd #35,1014287,494972.056,519314.944,34.395816,-119.527522,50714.350000000006,NA,NA,NA
27,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1759.9326560871334,baseline,0.05,0.02,0.15,0,4595 Avenue Del Mar,12500000,6100000,6400000,34.395382,-119.529523,625000,NA,NA,NA
28,High,NA,81,TRUE,100,80.89,81,0.4239067936433311,80,81,81,81,1,no_retreat,no_retreat,safe,1345.3318095569457,baseline,0.05,0.02,0.15,0,4950 Sandyland Rd #223,777436,379388.768,398047.232,34.394428,-119.525032,38871.8,NA,NA,NA
29,High,NA,38,TRUE,100,38.32,38,0.7089613971340489,37,38,39,39,2,flood_storm_mc,mid_term,safe,1519.0965870293046,baseline,0.05,0.02,0.15,0,4815 Sandyland Rd #A,3965000,1934920,2030080,34.3948611,-119.5269026,198250,5346694.1393463705,7376774.1393463705,3965000
30,High,NA,65,TRUE,100,64.76,65,0.42923469599092784,64,65,65,65,1,flood_storm_mc,late,safe,2829.6237895756512,baseline,0.05,0.02,0.15,0,607 Sand Point Rd,23000000,11224000,11776000,34.3994895,-119.5400456,1150000,42459627.08887309,54235627.08887309,23000000
31,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2208.296868280612,baseline,0.05,0.02,0.15,0,4315 Del Mar Ave,8000000,3904000,4096000,34.3967051,-119.5341613,400000,NA,NA,NA
32,High,NA,81,TRUE,100,80.65,81,1.0576799462440747,78.95,81,81,81,2.049999999999997,no_retreat,no_retreat,safe,1326.6029286408466,baseline,0.05,0.02,0.15,0,4975 Sandyland Rd #109,3200000,1561600,1638400,34.393902,-119.525147,160000,NA,NA,NA
33,High,NA,81,TRUE,100,80.63,81,1.0507813350747215,79,81,81,81,2,no_retreat,no_retreat,safe,1326.6029286408466,baseline,0.05,0.02,0.15,0,4975 Sandyland Rd #206,1350000,658800,691200,34.393902,-119.525147,67500,NA,NA,NA
34,High,NA,81,TRUE,100,80.96,81,0.19694638556693236,81,81,81,81,0,no_retreat,no_retreat,safe,1345.3318095569457,baseline,0.05,0.02,0.15,0,4950 Sandyland Rd #230,752938,367433.744,385504.256,34.394428,-119.525032,37646.9,NA,NA,NA
35,High,NA,81,TRUE,100,80.82,81,0.6416519085276469,79,81,81,81,2,no_retreat,no_retreat,safe,1633.8078777675569,baseline,0.05,0.02,0.15,0,4755 Sandyland Rd #6,1170000,570960,599040,34.395378,-119.5279833,58500,NA,NA,NA
36,High,NA,81,TRUE,100,80.62,81,1.1615037275406863,78,81,81,81,3,no_retreat,no_retreat,safe,1326.6029286408466,baseline,0.05,0.02,0.15,0,4975 Sandyland Rd #210,1527500,745420,782080,34.393902,-119.525147,76375,NA,NA,NA
37,High,NA,81,TRUE,100,80.95,81,0.2190429135575903,80.95,81,81,81,0.04999999999999716,no_retreat,no_retreat,safe,1498.8012505220606,baseline,0.05,0.02,0.15,0,4825 Sandyland Rd #4,2354892,1149187.296,1205704.704,34.394747,-119.526726,117744.6,NA,NA,NA
38,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,1484.5975072783024,baseline,0.05,0.02,0.15,0,4825 Sandyland Rd #7,958456,467726.528,490729.472,34.3948,-119.526516,47922.8,NA,NA,NA
39,High,NA,81,TRUE,100,80.94,81,0.23868325657594203,80,81,81,81,1,no_retreat,no_retreat,safe,1486.28679224466,baseline,0.05,0.02,0.15,0,4825 Sandyland Rd #8,952313,464728.744,487584.256,34.394714,-119.526593,47615.65,NA,NA,NA
40,High,NA,81,TRUE,100,80.93,81,0.3258245174347937,80.95,81,81,81,0.04999999999999716,no_retreat,no_retreat,safe,1425.4480035213696,baseline,0.05,0.02,0.15,0,4880 Sandyland Apt 12 Rd,773760,416224.5791367959,357535.4208632041,34.394871,-119.525729,38688,NA,NA,NA
41,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3753.532189218932,baseline,0.05,0.02,0.15,0,879 Sand Point Rd,5250000,2824104.425749817,2425895.574250183,34.4055391,-119.5475253,262500,NA,NA,NA
42,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3734.505588610704,baseline,0.05,0.02,0.15,0,877 Sand Point Rd,4219780,2059252.6400000001,2160527.36,34.4053383,-119.5474274,210989,NA,NA,NA
43,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3663.716618945424,baseline,0.05,0.02,0.15,0,871 Sand Point Rd,4700000,2293600,2406400,34.4047826,-119.5469257,235000,NA,NA,NA
44,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3633.9642958125464,baseline,0.05,0.02,0.15,0,869 Sand Point Rd,8650000,4221200,4428800,34.4045559,-119.5467092,432500,NA,NA,NA
45,High,NA,71,TRUE,100,70.76,71,0.5340903718028676,70,70.75,71,71,1,flood_storm_mc,late,safe,3587.358677959856,baseline,0.05,0.02,0.15,0,863 Sand Point Rd,1450487,707837.656,742649.344,34.4050479,-119.5457756,72524.35,2792087.3401882974,3534736.6841882975,1450487
46,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3566.4192047718693,baseline,0.05,0.02,0.15,0,845 Sand Point Rd,6100000,2976800,3123200,34.4045688,-119.5458531,305000,NA,NA,NA
47,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3540.2965917039323,baseline,0.05,0.02,0.15,0,841 Sand Point Rd,5225000,2549800,2675200,34.4044467,-119.5456102,261250,NA,NA,NA
48,High,NA,81,TRUE,100,80.96,81,0.28141058827257937,81,81,81,81,0,no_retreat,no_retreat,safe,3505.1614550520544,baseline,0.05,0.02,0.15,0,835 Sand Point Rd,1700000,829600,870400,34.4042248,-119.5453239,85000,NA,NA,NA
49,High,NA,71,TRUE,100,70.96,71,0.4,70,71,71,72,2,flood_storm_mc,late,safe,3435.714830171943,baseline,0.05,0.02,0.15,0,815 Sand Point Rd,5500000,2684000,2816000,34.4037732,-119.5447663,275000,10587120.30582531,13403120.30582531,5500000
50,High,NA,79,TRUE,100,78.98,79,0.5856878887515969,78.89999999999999,79,79,79.05,0.15000000000000568,flood_storm_mc,late,safe,3390.4247909932105,baseline,0.05,0.02,0.15,0,805 Sand Pt,8835765,4311853.32,4523911.68,34.4034328,-119.5444334,441788.25,17817404.91967711,22341316.59967711,8835765
51,High,NA,81,TRUE,100,80.98,81,0.2,81,81,81,81,0,no_retreat,no_retreat,safe,3352.1023089187192,baseline,0.05,0.02,0.15,0,791 Sand Point Rd,9725000,4745800,4979200,34.4030894,-119.5441881,486250,NA,NA,NA
52,High,NA,59,TRUE,100,58.94,59,0.23868325657594203,58,59,59,59,1,flood_storm_mc,late,safe,3302.6391537942236,baseline,0.05,0.02,0.15,0,775 Sand Point Rd,5135058,2505908.304,2629149.696,34.4027754,-119.5437832,256752.90000000002,9023638.824723523,11652788.520723524,5135058
53,High,NA,69,TRUE,100,68.87,69,0.3932511470376973,68,69,69,69,1,flood_storm_mc,late,safe,3226.509162997705,baseline,0.05,0.02,0.15,0,755 Sand Point Rd,5000000,2440000,2560000,34.4021823,-119.5432306,250000,9498390.878346048,12058390.878346048,5000000
54,High,NA,76,TRUE,100,76.15,76,0.6092717958449424,76,76,76,78,2,flood_storm_mc,late,safe,3199.4377471291177,baseline,0.05,0.02,0.15,0,745 Sand Point Rd,3415000,1666520,1748480,34.4019853,-119.5430241,170750,6774867.271690616,8523347.271690616,3415000
55,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3180.671314682398,baseline,0.05,0.02,0.15,0,735 Sand Point Rd,5850000,2854800,2995200,34.4019815,-119.542795,292500,NA,NA,NA
56,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3155.9586748215575,baseline,0.05,0.02,0.15,0,721 Sand Point Rd,6172830,3012341.04,3160488.96,34.4018647,-119.5425657,308641.5,NA,NA,NA
57,High,NA,58,TRUE,100,57.51,58,0.5221362491019587,57,57,58,58,1,flood_storm_mc,late,safe,3126.040480357554,baseline,0.05,0.02,0.15,0,711 Sand Point Rd,7100000,3464800,3635200,34.4016981,-119.5423044,355000,12363986.515215166,15999186.515215166,7100000
58,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3072.833974043004,baseline,0.05,0.02,0.15,0,701 Sand Point Rd,7200000,3873057.4981711777,3326942.5018288223,34.4013214,-119.5418909,360000,NA,NA,NA
59,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,3043.8522094565124,baseline,0.05,0.02,0.15,0,685 Sand Point Rd,7290000,3557520,3732480,34.4011155,-119.5416655,364500,NA,NA,NA
60,High,NA,74,TRUE,100,74.34,74,0.6231234454607115,74,74,75,75,1,flood_storm_mc,late,safe,3012.115378694161,baseline,0.05,0.02,0.15,0,671 Sand Point Rd,2917799,1423885.912,1493913.088,34.4008581,-119.5414381,145889.95,5721755.658548745,7215668.746548746,2917799
61,High,NA,55,TRUE,100,54.78,55,0.41633319989322654,54,55,55,55,1,flood_storm_mc,late,safe,2976.9671037330054,baseline,0.05,0.02,0.15,0,657 Sand Point Rd,7235000,3891884.86100951,3343115.13899049,34.4006401,-119.5411437,361750,12240998.97392975,15584114.11292024,7235000
62,High,NA,76,TRUE,100,76.2,76,0.5685352436149612,75.95,76,76,77,1.0499999999999972,flood_storm_mc,late,safe,2939.0133212210653,baseline,0.05,0.02,0.15,0,645 Sand Point Rd,9100000,4440800,4659200,34.400307,-119.5408851,455000,18053087.01973195,22712287.01973195,9100000
63,High,NA,75,TRUE,100,75.15,75,0.5,74,75,75,76,2,flood_storm_mc,late,safe,2901.139777729163,baseline,0.05,0.02,0.15,0,635 Sand Point Rd,3022115,1474792.1199999999,1547322.8800000001,34.4000126,-119.5406023,151105.75,5961221.055902193,7508543.935902193,3022115
64,High,NA,60,TRUE,100,59.95,60,0.2190429135575903,59.95,60,60,60,0.04999999999999716,flood_storm_mc,late,safe,2869.106563156101,baseline,0.05,0.02,0.15,0,625 Sand Point Rd,8500000,4572359.546452085,3927640.453547915,34.399781,-119.5403518,425000,15068844.374499638,18996484.82804755,8500000
65,High,NA,70,TRUE,100,70.25,70,0.4578165130223675,70,70,71,71,1,flood_storm_mc,late,safe,2792.141838144041,baseline,0.05,0.02,0.15,0,591 Sand Point Rd,16250000,7930000,8320000,34.3992475,-119.5397338,812500,31076980.73982809,39396980.739828095,16250000
66,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2711.485477991543,baseline,0.05,0.02,0.15,0,551 Sand Point Rd,9650000,4709200,4940800,34.3986396,-119.5391096,482500,NA,NA,NA
67,High,NA,81,TRUE,100,80.96,81,0.28141058827257937,81,81,81,81,0,no_retreat,no_retreat,safe,2674.8435484017828,baseline,0.05,0.02,0.15,0,539 Sand Point Rd,2669068,1302505.184,1366562.816,34.398331,-119.5388418,133453.4,NA,NA,NA
68,High,NA,81,TRUE,100,80.87,81,0.661418738375885,80,81,81,81,1,no_retreat,no_retreat,safe,2376.5309742967124,baseline,0.05,0.02,0.15,0,4217 Avenue Del Mar,15614591,7619920.408,7994670.592,34.3967633,-119.53613,780729.55,NA,NA,NA
69,High,NA,81,TRUE,100,80.98,81,0.2,81,81,81,81,0,no_retreat,no_retreat,safe,2348.4955631597772,baseline,0.05,0.02,0.15,0,4237 Del Mar Ave,7120037,3474578.056,3645458.944,34.396784,-119.5357877,356001.85000000003,NA,NA,NA
70,High,NA,81,TRUE,100,80.88,81,0.47736651315188405,80,81,81,81,1,no_retreat,no_retreat,safe,2324.7965340459923,baseline,0.05,0.02,0.15,0,4257 Avenue Del Mar,14000000,6832000,7168000,34.3967947,-119.5355011,700000,NA,NA,NA
71,High,NA,59,TRUE,100,58.71,59,0.5373898759633259,58,58.75,59,59,1,flood_storm_mc,late,safe,2302.784081245985,baseline,0.05,0.02,0.15,0,4267 Avenue Del Mar,15000000,7320000,7680000,34.3968569,-119.5352062,750000,26358919.874099348,34038919.874099344,15000000
72,High,NA,81,TRUE,100,80.95,81,0.2190429135575903,80.95,81,81,81,0.04999999999999716,no_retreat,no_retreat,safe,2265.5367427091023,baseline,0.05,0.02,0.15,0,4271 Del Mar Ave,8481171,4138811.448,4342359.552,34.396586,-119.534908,424058.55000000005,NA,NA,NA
73,High,NA,81,TRUE,100,80.98,81,0.2,81,81,81,81,0,no_retreat,no_retreat,safe,2256.33232189049,baseline,0.05,0.02,0.15,0,4285 Avenue Del Mar,1650000,805200,844800,34.3967894,-119.534689,82500,NA,NA,NA
74,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2189.7523272025824,baseline,0.05,0.02,0.15,0,4307 Del Mar Ave,1897919,926184.472,971734.528,34.395977,-119.534326,94895.95000000001,NA,NA,NA
75,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2219.2912029073123,baseline,0.05,0.02,0.15,0,4301 Avenue Del Mar,6000000,3227547.9151426484,2772452.0848573516,34.396478,-119.534416,300000,NA,NA,NA
76,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2190.5625360187896,baseline,0.05,0.02,0.15,0,4327 Del Mar Ave,3237055,1579682.8399999999,1657372.1600000001,34.3966596,-119.5339743,161852.75,NA,NA,NA
77,High,NA,81,TRUE,100,81,81,0,81,81,81,81,0,no_retreat,no_retreat,safe,2167.130274674724,baseline,0.05,0.02,0.15,0,4347 Del Mar Ave,3164702,1544374.576,1620327.424,34.3966383,-119.5337054,158235.1,NA,NA,NA
78,High,NA,81,TRUE,100,80.98,81,0.14070529413628968,81,81,81,81,0,no_retreat,no_retreat,safe,2142.931002813206,baseline,0.05,0.02,0.15,0,4365 Del Mar Ave,8005449,4306328.3716218,3699120.6283782003,34.3965544,-119.5334623,400272.45,NA,NA,NA
