parameter_set,scenario,cliff_scenario,rental_yield,discount_rate,damage_threshold,owner_utility,n_properties,mean_retreat_year,median_retreat_year,n_immediate,n_early,n_mid,n_late,n_no_retreat
y0.06_d0.030_t0.15_u25000_NA,Intermediate_High,NA,0.06,0.03,0.15,25000,113,75.66666666666667,79,0,0,0,3,110
y0.06_d0.030_t0.15_u50000_NA,High,NA,0.06,0.03,0.15,50000,113,71.25,73,0,0,0,4,109
y0.06_d0.030_t0.15_u50000_NA,Intermediate,NA,0.06,0.03,0.15,50000,113,NA,NA,0,0,0,0,113
y0.06_d0.030_t0.15_u50000_NA,Intermediate_High,NA,0.06,0.03,0.15,50000,113,73,73,0,0,0,1,112
y0.06_d0.030_t0.30_u0_NA,High,NA,0.06,0.03,0.3,0,113,65.53846153846153,65,0,0,1,12,100
y0.06_d0.030_t0.30_u0_NA,Intermediate,NA,0.06,0.03,0.3,0,113,NA,NA,0,0,0,0,113
y0.06_d0.030_t0.30_u0_NA,Intermediate_High,NA,0.06,0.03,0.3,0,113,73.66666666666667,75,0,0,0,6,107
y0.06_d0.030_t0.30_u25000_NA,High,NA,0.06,0.03,0.3,25000,113,70.25,70.5,0,0,0,8,105
y0.06_d0.030_t0.30_u25000_NA,Intermediate,NA,0.06,0.03,0.3,25000,113,NA,NA,0,0,0,0,113
y0.06_d0.030_t0.30_u25000_NA,Intermediate_High,NA,0.06,0.03,0.3,25000,113,75.66666666666667,79,0,0,0,3,110
y0.06_d0.030_t0.30_u50000_NA,High,NA,0.06,0.03,0.3,50000,113,71.25,73,0,0,0,4,109
y0.06_d0.030_t0.30_u50000_NA,Intermediate,NA,0.06,0.03,0.3,50000,113,NA,NA,0,0,0,0,113
y0.06_d0.030_t0.30_u50000_NA,Intermediate_High,NA,0.06,0.03,0.3,50000,113,73,73,0,0,0,1,112
