parcel_id,scenario,cliff_scenario,retreat_year,T_flood,T_cliff,initial_cliff_dist,cliff_exposure_status,retreat_trigger,timing_category,mc_enabled,mc_n_sims,mc_mean_year,mc_median_year,mc_sd_year,mc_q05_year,mc_q25_year,mc_q75_year,mc_q95_year,mc_range_years,parameter_set,rental_yield,discount_rate,damage_threshold,ADDRESS,PRICE,strval,landval,elevation,LATITUDE,LONGITUDE,rent,npv_rent_to_tstar,buyout_price_uncapped,buyout_price,buyout_capped,buyout_market_100pct,buyout_savings_pct,buyout_savings_dollars,gov_rent_collected,gov_land_recovered,gov_net_cost,gov_outcome
22,High,LetItGo,1,81,1,5.269315090298871,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6567 Del Playa Dr,2131710,1223601.54,908108.46,15.3,34.409149,-119.857234,106585.5,106585.5,1014693.96,1014693.96,FALSE,2131710,52.400000000000006,1117016.04,106585.5,908108.46,0,break_even
23,High,LetItGo,28,81,28,12.905084114443609,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,28,28,0,28,28,28,28,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6569 Del Playa Dr,2227123,1278368.602,948754.3979999999,14.92,34.4093175,-119.857281,111356.15000000001,2152183.815927146,3100938.213927146,2227123,TRUE,2227123,0,0,2152183.815927146,948754.3979999999,-873815.2139271459,profit
24,High,LetItGo,1,81,1,4.476292977583279,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6571 Del Playa Dr,1350000,774900,575100,15.62,34.409171,-119.857412,67500,67500,642600,642600,FALSE,1350000,52.400000000000006,707400,67500,575100,0,break_even
25,High,LetItGo,28,81,28,12.938071890466729,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,28,28,0,28,28,28,28,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6581 Del Playa Dr,1355540,729178.3834820775,626361.6165179225,14.62,34.4093587,-119.8578364,67777,1309928.212245971,1936289.8287638933,1355540,TRUE,1355540,0,0,1309928.212245971,626361.6165179225,-580749.8287638935,profit
26,High,LetItGo,35,81,35,17.108857866280935,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,35,35,0,35,35,35,35,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6583 Del Playa,2006072,1151485.328,854586.672,14.52,34.4093978,-119.8579026,100303.6,2219902.8931391425,3074489.565139143,2006072,TRUE,2006072,0,0,2219902.8931391425,854586.672,-1068417.5651391426,profit
27,High,LetItGo,42,81,42,21.258722807498945,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,42,42,0,42,42,42,42,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6585 Del Playa Dr,2053162,1178514.988,874647.012,14.43,34.4094368,-119.8579727,102658.1,2506130.597869207,3380777.6098692073,2053162,TRUE,2053162,0,0,2506130.597869207,874647.012,-1327615.6098692073,profit
28,High,LetItGo,1,81,1,5.451812313301623,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6597 Del Playa Dr,1537500,882525,654975,14.41,34.4093047,-119.8584297,76875,76875,731850,731850,FALSE,1537500,52.400000000000006,805650,76875,654975,0,break_even
29,High,LetItGo,46,81,46,24.471321866277005,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,46,46,0,46,46,46,46,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6599 Del Playa Dr,2313923,1328191.8020000001,985731.198,14.37,34.4094806,-119.8586259,115696.15000000001,2952416.7939714626,3938147.9919714625,2313923,TRUE,2313923,0,0,2952416.7939714626,985731.198,-1624224.9919714625,profit
30,High,LetItGo,33,81,33,15.827527259112982,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,33,33,0,33,33,33,33,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6607 Del Playa Dr,2202360,1264154.6400000001,938205.36,14.18,34.4094266,-119.8590954,110118,2355288.082496855,3293493.442496855,2202360,TRUE,2202360,0,0,2355288.082496855,938205.36,-1091133.4424968548,profit
31,High,LetItGo,1,81,1,2.4085183512379844,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6637 Del Playa Dr,1750000,1004500,745500,14.45,34.409367,-119.860061,87500,87500,833000,833000,FALSE,1750000,52.400000000000006,917000,87500,745500,0,break_even
32,High,LetItGo,42,81,42,20.4235630481675,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,42,42,0,42,42,42,42,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6641 Del Playa Dr,1200000,645509.5830285297,554490.4169714703,14.05,34.4095316,-119.8602419,60000,1464743.998497463,2019234.4154689335,1200000,TRUE,1200000,0,0,1464743.998497463,554490.4169714703,-819234.4154689334,profit
33,High,LetItGo,40,81,40,18.79630699250489,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,40,40,0,40,40,40,40,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6643 Del Playa Dr,1525000,875350,649650,14.02,34.409518,-119.8603273,76250,1815376.4039242389,2465026.403924239,1525000,TRUE,1525000,0,0,1815376.4039242389,649650,-940026.4039242389,profit
34,High,LetItGo,1,81,1,4.558170300226076,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6647 Del Playa Dr,2595425,1489773.95,1105651.05,13.85,34.4093939,-119.8606651,129771.25,129771.25,1235422.3,1235422.3,FALSE,2595425,52.400000000000006,1360002.7,129771.25,1105651.05,0,break_even
35,High,LetItGo,30,81,30,13.505663179666488,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,30,30,0,30,30,30,30,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6665 Del Playa,1925919,1105477.506,820441.494,13.35,34.4095327,-119.8614173,96295.95000000001,1944066.4137714691,2764507.907771469,1925919,TRUE,1925919,0,0,1944066.4137714691,820441.494,-838588.9077714691,profit
36,High,LetItGo,35,81,35,19.147763974162455,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,35,35,0,35,35,35,35,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6707 Del Playa Dr,1430966,821374.484,609591.516,8.24,34.4096071,-119.862909,71548.3,1583495.2899914589,2193086.8059914587,1430966,TRUE,1430966,0,0,1583495.2899914589,609591.516,-762120.8059914588,profit
37,High,LetItGo,29,81,29,14.222151872244996,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,29,29,0,29,29,29,29,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6705 Del Playa Dr,1129436,648296.264,481139.736,8.15,34.4095721,-119.8628186,56471.8,1116114.7670103458,1597254.5030103459,1129436,TRUE,1129436,0,0,1116114.7670103458,481139.736,-467818.5030103458,profit
38,High,LetItGo,28,81,28,13.63254738103031,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,28,28,0,28,28,28,28,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6701 Del Playa Dr,1759545,1009978.8300000001,749566.1699999999,8.21,34.4095765,-119.8627282,87977.25,1700339.079788377,2449905.249788377,1759545,TRUE,1759545,0,0,1700339.079788377,749566.1699999999,-690360.249788377,profit
39,High,LetItGo,33,81,33,17.925692133300036,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,33,33,0,33,33,33,33,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6709 Del Playa Dr Unit A,1447825,831051.55,616773.45,8.16,34.4095792,-119.8630646,72391.25,1548359.4725844136,2165132.9225844136,1447825,TRUE,1447825,0,0,1548359.4725844136,616773.45,-717307.9225844136,profit
40,High,LetItGo,26,81,26,12.199792332014397,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,26,26,0,26,26,26,26,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6745-6747 Del Playa Dr,2600000,1492400,1107600,7.6,34.409459,-119.8644572,130000,2393709.1998661426,3501309.1998661426,2600000,TRUE,2600000,0,0,2393709.1998661426,1107600,-901309.1998661426,profit
41,High,LetItGo,1,81,1,0.6619785754673739,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6743 Del Playa Dr,2004412,1150532.488,853879.512,7.4,34.409356,-119.864426,100220.6,100220.6,954100.112,954100.112,FALSE,2004412,52.400000000000006,1050311.888,100220.6,853879.512,0,break_even
42,High,LetItGo,36,81,36,20.178966478290302,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,36,36,0,36,36,36,36,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6769 Del Playa Dr,955000,548170,406830,7.45,34.4095002,-119.8653726,47750,1073764.7584883173,1480594.7584883173,955000,TRUE,955000,0,0,1073764.7584883173,406830,-525594.7584883173,profit
43,High,LetItGo,34,81,34,17.273004593170487,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,34,34,0,34,34,34,34,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6823 Del Playa Dr,1423368,817013.232,606354.768,7.38,34.4094728,-119.8673071,71168.40000000001,1549036.575395689,2155391.343395689,1423368,TRUE,1423368,0,0,1549036.575395689,606354.768,-732023.3433956892,profit
44,High,LetItGo,37,81,37,19.438323900348124,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,37,37,0,37,37,37,37,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6827 Del Playa Dr,1443682,828673.468,615008.532,7.34,34.4094892,-119.8674406,72184.1,1648125.597548855,2263134.129548855,1443682,TRUE,1443682,0,0,1648125.597548855,615008.532,-819452.129548855,profit
45,High,LetItGo,50,81,50,39.34462052625822,safe,cliff_planned_retreat,mid_term,FALSE,0,50,50,0,50,50,50,50,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6851 Del Playa Dr,2041350,1171734.9,869615.1,7.38,34.4096903,-119.8681638,102067.5,2704957.86841887,3574572.96841887,2041350,TRUE,2041350,0,0,2704957.86841887,869615.1,-1533222.9684188701,profit
46,High,LetItGo,47,81,47,22.455134348431997,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,47,47,0,47,47,47,47,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6855 Del Playa Dr,1382709,793674.966,589034.034,7.3,34.409541,-119.86825,69135.45,1781997.2703449072,2371031.3043449074,1382709,TRUE,1382709,0,0,1781997.2703449072,589034.034,-988322.3043449072,profit
47,High,LetItGo,39,81,39,16.85548918816727,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,39,39,0,39,39,39,39,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6865 Del Playa,1670398,958808.452,711589.548,7.24,34.4095028,-119.8686006,83519.90000000001,1962088.0425364645,2673677.5905364645,1670398,TRUE,1670398,0,0,1962088.0425364645,711589.548,-1003279.5905364645,profit
48,High,LetItGo,36,81,36,15.520208149986424,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,36,36,0,36,36,36,36,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6877 Del Playa Dr,1456090,835795.66,620294.34,7.18,34.4095037,-119.8689513,72804.5,1637170.8138086428,2257465.1538086426,1456090,TRUE,1456090,0,0,1637170.8138086428,620294.34,-801375.1538086428,profit
49,High,LetItGo,62,81,62,24.870191369436828,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,62,62,0,62,62,62,62,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6881 Del Playa Dr,895000,513730,381270,7.21,34.409594,-119.869113,44750,1290605.8000571302,1671875.8000571302,895000,TRUE,895000,0,0,1290605.8000571302,381270,-776875.8000571302,profit
50,High,LetItGo,45,81,45,19.712888055755165,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,45,45,0,45,45,45,45,0,y0.05_d0.030_t0.15_LetItGo,0.05,0.03,0.15,6885 Del Playa Dr,1624135,932253.49,691881.51,7.14,34.4095563,-119.8693519,81206.75,2050817.5084432324,2742699.0184432324,1624135,TRUE,1624135,0,0,2050817.5084432324,691881.51,-1118564.0184432324,profit
1,Intermediate,LetItGo,44,81,44,12.38946153077234,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,44,44,0,44,44,44,44,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6547 Del Playa Dr,1600000,918400,681600,14.47,34.4091315,-119.8560443,80000,2372924.98667467,3054524.98667467,1600000,TRUE,1600000,0,0,2372924.98667467,681600,-1454524.9866746701,profit
2,Intermediate,LetItGo,81,81,81,83.63046686635117,safe,no_retreat_needed,no_retreat,FALSE,0,81,81,0,81,81,81,81,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6749 Sabado Tarde Rd,3002000,1723148,1278852,8.49,34.410106,-119.8643772,150100,NA,NA,NA,NA,NA,NA,NA,NA,1278852,NA,NA
3,Intermediate,LetItGo,81,81,81,71.3421093692583,safe,no_retreat_needed,no_retreat,FALSE,0,81,81,0,81,81,81,81,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6622 Del Playa Dr,2950000,1693300,1256700,13.93,34.4099714,-119.8596841,147500,NA,NA,NA,NA,NA,NA,NA,NA,1256700,NA,NA
4,Intermediate,LetItGo,81,81,81,65.25849304113083,safe,no_retreat_needed,no_retreat,FALSE,0,81,81,0,81,81,81,81,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6712 Del Playa Dr,1600000,918400,681600,9.41,34.4100074,-119.8630822,80000,NA,NA,NA,NA,NA,NA,NA,NA,681600,NA,NA
5,Intermediate,LetItGo,81,81,81,67.76363385015492,safe,no_retreat_needed,no_retreat,FALSE,0,81,81,0,81,81,81,81,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6640 Del Playa Dr,1895000,1087730,807270,13.7,34.4099598,-119.8603693,94750,NA,NA,NA,NA,NA,NA,NA,NA,807270,NA,NA
6,Intermediate,LetItGo,81,81,81,72.98533438279915,safe,no_retreat_needed,no_retreat,FALSE,0,81,81,0,81,81,81,81,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6766 Del Playa Dr,2125000,1219750,905250,7.91,34.4099837,-119.8651556,106250,NA,NA,NA,NA,NA,NA,NA,NA,905250,NA,NA
7,Intermediate,LetItGo,81,81,81,43.61914778478731,safe,no_retreat_needed,no_retreat,FALSE,0,81,81,0,81,81,81,81,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6891 Del Playa Dr,2298000,1319052,978948,7.35,34.4097721,-119.8693567,114900,NA,NA,NA,NA,NA,NA,NA,NA,978948,NA,NA
8,Intermediate,LetItGo,1,81,1,5.610548296895989,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6565 Del Playa Dr,1540000,883960,656040,15.07,34.409139,-119.857151,77000,77000,733040,733040,FALSE,1540000,52.400000000000006,806960,77000,656040,0,break_even
9,Intermediate,LetItGo,1,81,1,6.408323993661659,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6767 Del Playa Dr,1450000,832300,617700,7.3,34.4093815,-119.8652094,72500,72500,690200,690200,FALSE,1450000,52.400000000000006,759800,72500,617700,0,break_even
10,Intermediate,LetItGo,39,81,39,12.432240965792156,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,39,39,0,39,39,39,39,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6697 Del Playa Dr,2650000,1521100,1128900,8.81,34.4095986,-119.8624224,132500,3635884.879773478,4764784.879773478,2650000,TRUE,2650000,0,0,3635884.879773478,1128900,-2114784.879773478,profit
11,Intermediate,LetItGo,35,81,35,10.613495080613488,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,35,35,0,35,35,35,35,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6587 Del Playa Dr,1410000,809340,600660,14.44,34.4093431,-119.858072,70500,1797650.716166646,2398310.716166646,1410000,TRUE,1410000,0,0,1797650.716166646,600660,-988310.716166646,profit
12,Intermediate,LetItGo,67,81,67,36.95890946140256,safe,cliff_planned_retreat,late,FALSE,0,67,67,0,67,67,67,67,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6595 Del Playa Dr,2500000,1435000,1065000,14.19,34.4095858,-119.8583018,125000,4683512.934915614,5748512.934915614,2500000,TRUE,2500000,0,0,4683512.934915614,1065000,-3248512.9349156143,profit
13,Intermediate,LetItGo,81,81,81,16.927285370256303,within_retreat_threshold,no_retreat_needed,no_retreat,FALSE,0,81,81,0,81,81,81,81,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6533 Del Playa Dr,1292103,741667.122,550435.878,15.49,34.4090362,-119.8553824,64605.15,NA,NA,NA,NA,NA,NA,NA,NA,550435.878,NA,NA
14,Intermediate,LetItGo,57,81,57,13.428526308171046,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,57,57,0,57,57,57,57,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6519 Del Playa Dr,1413245,811202.63,602042.37,15.98,34.4088608,-119.8546365,70662.25,2438179.288823826,3040221.658823826,1413245,TRUE,1413245,0,0,2438179.288823826,602042.37,-1626976.658823826,profit
15,Intermediate,LetItGo,68,81,68,15.399011212267828,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,68,68,0,68,68,68,68,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6525 Del Playa Dr,2373500,1362389,1011111,15.77,34.4089332,-119.854919,118675,4478015.372949886,5489126.372949886,2373500,TRUE,2373500,0,0,4478015.372949886,1011111,-3115626.372949886,profit
16,Intermediate,LetItGo,81,81,81,24.82136087522993,within_retreat_threshold,no_retreat_needed,no_retreat,FALSE,0,81,81,0,81,81,81,81,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6517 Del Playa Dr,1746722,1002618.4280000001,744103.5719999999,16.31,34.408951,-119.8545574,87336.1,NA,NA,NA,NA,NA,NA,NA,NA,744103.5719999999,NA,NA
17,Intermediate,LetItGo,81,81,81,18.009852763624362,within_retreat_threshold,no_retreat_needed,no_retreat,FALSE,0,81,81,0,81,81,81,81,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6515 Del Playa Dr,1742964,1000461.336,742502.664,16.28,34.4088722,-119.854475,87148.20000000001,NA,NA,NA,NA,NA,NA,NA,NA,742502.664,NA,NA
18,Intermediate,LetItGo,81,81,81,19.520708391059312,within_retreat_threshold,no_retreat_needed,no_retreat,FALSE,0,81,81,0,81,81,81,81,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6513 Del Playa Dr,1860913,1068164.062,792748.938,16.34,34.4088681,-119.8543878,93045.65000000001,NA,NA,NA,NA,NA,NA,NA,NA,792748.938,NA,NA
19,Intermediate,LetItGo,44,81,44,12.91164170284407,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,44,44,0,44,44,44,44,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6551 Del Playa Dr,2160000,1239840,920160,13.68,34.4092064,-119.8563741,108000,3203448.7320108046,4123608.7320108046,2160000,TRUE,2160000,0,0,3203448.7320108046,920160,-1963608.7320108046,profit
20,Intermediate,LetItGo,1,81,1,9.35518769552196,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6553 Del Playa Dr,1025000,588350,436650,13.85,34.4091905,-119.856455,51250,51250,487900,487900,FALSE,1025000,52.400000000000006,537100,51250,436650,0,break_even
21,Intermediate,LetItGo,1,81,1,5.942582042202202,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6563 Del Playa Dr,930731,534239.594,396491.406,14.77,34.409129,-119.857067,46536.55,46536.55,443027.956,443027.956,FALSE,930731,52.400000000000006,487703.044,46536.55,396491.406,0,break_even
22,Intermediate,LetItGo,1,81,1,5.269315090298871,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6567 Del Playa Dr,2131710,1223601.54,908108.46,15.3,34.409149,-119.857234,106585.5,106585.50000000001,1014693.96,1014693.96,FALSE,2131710,52.400000000000006,1117016.04,106585.50000000001,908108.46,0,break_even
23,Intermediate,LetItGo,42,81,42,12.905084114443609,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,42,42,0,42,42,42,42,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6569 Del Playa Dr,2227123,1278368.602,948754.3979999999,14.92,34.4093175,-119.857281,111356.15000000001,3207000.267307378,4155754.665307378,2227123,TRUE,2227123,0,0,3207000.267307378,948754.3979999999,-1928631.665307378,profit
24,Intermediate,LetItGo,1,81,1,4.476292977583279,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6571 Del Playa Dr,1350000,774900,575100,15.62,34.409171,-119.857412,67500,67500,642600,642600,FALSE,1350000,52.400000000000006,707400,67500,575100,0,break_even
25,Intermediate,LetItGo,42,81,42,12.938071890466729,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,42,42,0,42,42,42,42,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6581 Del Playa Dr,1355540,729178.3834820775,626361.6165179225,14.62,34.4093587,-119.8578364,67777,1951942.9965681476,2578304.61308607,1355540,TRUE,1355540,0,0,1951942.9965681476,626361.6165179225,-1222764.61308607,profit
26,Intermediate,LetItGo,54,81,54,17.108857866280935,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,54,54,0,54,54,54,54,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6583 Del Playa,2006072,1151485.328,854586.672,14.52,34.4093978,-119.8579026,100303.6,3359673.9906816576,4214260.662681658,2006072,TRUE,2006072,0,0,3359673.9906816576,854586.672,-2208188.662681658,profit
27,Intermediate,LetItGo,66,81,66,21.258722807498945,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,66,66,0,66,66,66,66,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6585 Del Playa Dr,2053162,1178514.988,874647.012,14.43,34.4094368,-119.8579727,102658.1,3818621.1380667025,4693268.150066703,2053162,TRUE,2053162,0,0,3818621.1380667025,874647.012,-2640106.1500667026,profit
28,Intermediate,LetItGo,1,81,1,5.451812313301623,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6597 Del Playa Dr,1537500,882525,654975,14.41,34.4093047,-119.8584297,76875,76875,731850,731850,FALSE,1537500,52.400000000000006,805650,76875,654975,0,break_even
29,Intermediate,LetItGo,74,81,74,24.471321866277005,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,74,74,0,74,74,74,74,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6599 Del Playa Dr,2313923,1328191.8020000001,985731.198,14.37,34.4094806,-119.8586259,115696.15000000001,4537564.794112304,5523295.992112304,2313923,TRUE,2313923,0,0,4537564.794112304,985731.198,-3209372.992112304,profit
30,Intermediate,LetItGo,51,81,51,15.827527259112982,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,51,51,0,51,51,51,51,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6607 Del Playa Dr,2202360,1264154.6400000001,938205.36,14.18,34.4094266,-119.8590954,110118,3570422.6337971576,4508627.993797158,2202360,TRUE,2202360,0,0,3570422.6337971576,938205.36,-2306267.9937971574,profit
31,Intermediate,LetItGo,1,81,1,2.4085183512379844,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6637 Del Playa Dr,1750000,1004500,745500,14.45,34.409367,-119.860061,87500,87500,833000,833000,FALSE,1750000,52.400000000000006,917000,87500,745500,0,break_even
32,Intermediate,LetItGo,66,81,66,20.4235630481675,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,66,66,0,66,66,66,66,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6641 Del Playa Dr,1200000,645509.5830285297,554490.4169714703,14.05,34.4095316,-119.8602419,60000,2231847.932934685,2786338.3499061554,1200000,TRUE,1200000,0,0,2231847.932934685,554490.4169714703,-1586338.3499061554,profit
33,Intermediate,LetItGo,62,81,62,18.79630699250489,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,62,62,0,62,62,62,62,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6643 Del Playa Dr,1525000,875350,649650,14.02,34.409518,-119.8603273,76250,2749551.5775733255,3399201.5775733255,1525000,TRUE,1525000,0,0,2749551.5775733255,649650,-1874201.5775733255,profit
34,Intermediate,LetItGo,1,81,1,4.558170300226076,immediate_hazard,cliff_immediate_safety,immediate,FALSE,0,1,1,0,1,1,1,1,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6647 Del Playa Dr,2595425,1489773.95,1105651.05,13.85,34.4093939,-119.8606651,129771.25,129771.24999999999,1235422.3,1235422.3,FALSE,2595425,52.400000000000006,1360002.7,129771.24999999999,1105651.05,0,break_even
35,Intermediate,LetItGo,46,81,46,13.505663179666488,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,46,46,0,46,46,46,46,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6665 Del Playa,1925919,1105477.506,820441.494,13.35,34.4095327,-119.8614173,96295.95000000001,2936078.9107671888,3756520.4047671887,1925919,TRUE,1925919,0,0,2936078.9107671888,820441.494,-1830601.4047671887,profit
36,Intermediate,LetItGo,54,81,54,19.147763974162455,within_retreat_threshold,cliff_erosion_ongoing,late,FALSE,0,54,54,0,54,54,54,54,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6707 Del Playa Dr,1430966,821374.484,609591.516,8.24,34.4096071,-119.862909,71548.3,2396513.809947883,3006105.3259478826,1430966,TRUE,1430966,0,0,2396513.809947883,609591.516,-1575139.3259478826,profit
37,Intermediate,LetItGo,43,81,43,14.222151872244996,within_retreat_threshold,cliff_erosion_ongoing,mid_term,FALSE,0,43,43,0,43,43,43,43,0,y0.05_d0.020_t0.30_LetItGo,0.05,0.02,0.3,6705 Del Playa Dr,1129436,648296.264,481139.736,8.15,34.4095721,-119.8628186,56471.8,1650941.4160968063,2132081.152096806,1129436,TRUE,1129436,0,0,1650941.4160968063,481139.736,-1002645.1520968063,profit
