parcel_id,slr_m,depth_m
1,0,0
1,0.25,0
1,0.5,0
1,1,0
1,1.5,0.36210742592811584
1,1.75,0.4680356979370117
1,2,0.808413565158844
2,0,0
2,0.25,0
2,0.5,0
2,1,0
2,1.5,0
2,1.75,0
2,2,0
3,0,0
3,0.25,0
3,0.5,0
3,1,0
3,1.5,0.12208124995231628
3,1.75,0.34207963943481445
3,2,0.26208093762397766
4,0,0
4,0.25,0
4,0.5,0
4,1,0
4,1.5,0.7607108354568481
4,1.75,0.7607980966567993
4,2,0.8395564556121826
5,0,0
5,0.25,1.7885380983352661
5,0.5,2.129547595977783
5,1,2.2989158630371094
5,1.5,2.8415451049804688
5,1.75,3.092527151107788
5,2,3.4423153400421143
6,0,0
6,0.25,0
6,0.5,0
6,1,0.16906511783599854
6,1.5,0.45884063839912415
6,1.75,0.7989130020141602
6,2,1.046922206878662
7,0,0
7,0.25,0
7,0.5,0
7,1,0.3377794623374939
7,1.5,1.4323439598083496
7,1.75,1.5772125720977783
7,2,2.507780075073242
8,0,0
8,0.25,0.33782586455345154
8,0.5,0.4178442358970642
8,1,0.8178850412368774
8,1.5,1.4403482675552368
8,1.75,1.8077969551086426
8,2,1.9603586196899414
9,0,0
9,0.25,0
9,0.5,0
9,1,0
9,1.5,0
9,1.75,0
9,2,1.2639003992080688
10,0,0
10,0.25,0
10,0.5,0
10,1,0
10,1.5,0
10,1.75,0
10,2,0
11,0,0
11,0.25,0
11,0.5,0.06962542235851288
11,1,0.33428990840911865
11,1.5,0.9519438147544861
11,1.75,1.1718895435333252
11,2,2.504436731338501
12,0,0
12,0.25,0
12,0.5,0
12,1,0
12,1.5,0
12,1.75,0
12,2,0
13,0,0
13,0.25,0.8872002363204956
13,0.5,0.9271993041038513
13,1,1.3656225204467773
13,1.5,1.9372048377990723
13,1.75,2.434767246246338
13,2,2.556342124938965
14,0,0
14,0.25,0
14,0.5,0
14,1,0
14,1.5,0
14,1.75,0
14,2,0
15,0,0
15,0.25,0
15,0.5,0
15,1,0.3617941439151764
15,1.5,0.74164217710495
15,1.75,1.639384388923645
15,2,1.7393543720245361
16,0,0
16,0.25,0.6142866015434265
16,0.5,0.7424209117889404
16,1,1.8703532218933105
16,1.5,2.150020122528076
16,1.75,2.372065305709839
16,2,2.281965970993042
17,0,0
17,0.25,0
17,0.5,0
17,1,0.2991245985031128
17,1.5,1.0291812419891357
17,1.75,1.2814483642578125
17,2,1.634095549583435
18,0,0
18,0.25,0
18,0.5,0
18,1,0
18,1.5,0.537919282913208
18,1.75,0.6579285860061646
18,2,0.7714326977729797
19,0,0
19,0.25,0
19,0.5,0
19,1,0
19,1.5,0
19,1.75,0
19,2,0
20,0,0
20,0.25,0.3543560802936554
20,0.5,0.4462701976299286
20,1,0.7704687118530273
20,1.5,1.596522331237793
20,1.75,1.7865349054336548
20,2,2.94043231010437
21,0,0
21,0.25,0
21,0.5,0
21,1,0
21,1.5,0.8692172169685364
21,1.75,1.2392172813415527
21,2,1.5792173147201538
22,0,0
22,0.25,0
22,0.5,0
22,1,0
22,1.5,0
22,1.75,0
22,2,0
23,0,0
23,0.25,0
23,0.5,0
23,1,0.9490264654159546
23,1.5,1.3682210445404053
23,1.75,2.193763256072998
23,2,2.230787992477417
24,0,0
24,0.25,0.8485439419746399
24,0.5,1.133485198020935
24,1,1.3529853820800781
24,1.5,1.917365550994873
24,1.75,2.192880630493164
24,2,2.4980318546295166
25,0,0
25,0.25,0.631123423576355
25,0.5,0.5718092918395996
25,1,1.2000025510787964
