"SALE TYPE","SOLD DATE","PROPERTY TYPE","ADDRESS","CITY","STATE OR PROVINCE","ZIP OR POSTAL CODE","PRICE","BEDS","BATHS","LOCATION","SQUARE FEET","LOT SIZE","YEAR BUILT","DAYS ON MARKET","$/SQUARE FEET","HOA/MONTH","STATUS","NEXT OPEN HOUSE START TIME","NEXT OPEN HOUSE END TIME","URL","SOURCE","MLS#","FAVORITE","INTERESTED","LATITUDE","LONGITUDE","full_address","annual_rental_income","monthly_rental_income","rentalval","rentalval_note","elevation","distance_to_coast_meters","distance_to_coast_km","median_ageE","whiteE","blackE","asianE","hispanicE","median_incomeE","educationE","unemploymentE"
"PAST SALE","July-18-2025","Single Family Residential","11 Walla Vis","Stinson Beach","CA",94970,3800000,3,3,"Stinson Beach",1864,7562,1980,NA,2039,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Stinson-Beach/11-Walla-Vis-94970/home/1161643","BAREIS",325058677,"N","Y",37.9033346,-122.6528673,"11 Walla Vis, Stinson Beach, CA",190000,15833.3333333333,15833.3333333333,"baseline_5pct",3.59,309.236013793827,0.309236013793827,64.5,1522,0,29,222,96875,463,15
"PAST SALE","June-10-2024","Single Family Residential","155 Buena Vista Ave","Stinson Beach","CA",94970,2656588,2,1,"Stinson Beach",1420,4822,1997,NA,1620,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Stinson-Beach/155-Buena-Vista-Ave-94970/home/1262079","BAREIS",324032517,"N","Y",37.899939,-122.641226,"155 Buena Vista Ave, Stinson Beach, CA",132829.4,11069.1166666667,11069.1166666667,"baseline_5pct",27.22,434.141673232008,0.434141673232008,64.5,1522,0,29,222,96875,463,15
"PAST SALE","July-9-2024","Single Family Residential","17 Calle Del Onda","Stinson Beach","CA",94970,2108639,2,1,"Stinson Beach",960,4800,1940,NA,2313,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Stinson-Beach/17-Calle-del-Mar-94970/home/1156832","BAREIS",324041923,"N","Y",37.8993219,-122.6447422,"17 Calle Del Onda, Stinson Beach, CA",105431.95,8785.99583333333,8785.99583333333,"baseline_5pct",3.6,87.6259416156642,0.0876259416156642,64.5,1522,0,29,222,96875,463,15
"PAST SALE","April-24-2023","Single Family Residential","160 Buena Vista Ave","Stinson Beach","CA",94970,1768873,1,2,"Stinson Beach",995,3498,1923,NA,1683,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Stinson-Beach/160-Buena-Vista-Ave-94970/home/1400357","BAREIS",323018657,"N","Y",37.900111,-122.640827,"160 Buena Vista Ave, Stinson Beach, CA",88443.65,7370.30416666667,7370.30416666667,"baseline_5pct",43.56,483.351075122952,0.483351075122952,64.5,1522,0,29,222,96875,463,15
"PAST SALE","July-17-2024","Single Family Residential","33 Calle Del Sierra","Stinson Beach","CA",94970,2592611,3,2.5,"Stinson Beach",2831,4800,1966,NA,318,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Stinson-Beach/33-Calle-del-Mar-94970/home/1105350","BAREIS",324040806,"N","Y",37.8986489,-122.6443027,"33 Calle Del Sierra, Stinson Beach, CA",129630.55,10802.5458333333,10802.5458333333,"baseline_5pct",4.59,58.1159113266312,0.0581159113266312,64.5,1522,0,29,222,96875,463,15
"PAST SALE","May-16-2023","Single Family Residential","63 Dipsea Rd","Stinson Beach","CA",94970,6200000,4,3,"Stinson Beach",2355,7501,1988,NA,2633,290,"Sold",NA,NA,"https://www.redfin.com/CA/Stinson-Beach/63-Dipsea-Rd-94970/home/969526","BAREIS",323023642,"N","Y",37.907102,-122.657565,"63 Dipsea Rd, Stinson Beach, CA",310000,25833.3333333333,25833.3333333333,"baseline_5pct",3.24,631.277776777362,0.631277776777362,64.5,1522,0,29,222,96875,463,15
"PAST SALE","June-27-2024","Single Family Residential","209 Dipsea Rd","Stinson Beach","CA",94970,4e+06,2,1,"Stinson Beach",1042,7501,1972,NA,3839,306,"Sold",NA,NA,"https://www.redfin.com/CA/Stinson-Beach/209-Dipsea-Rd-94970/home/1073420","BAREIS",324039453,"N","Y",37.9080896,-122.6723286,"209 Dipsea Rd, Stinson Beach, CA",2e+05,16666.6666666667,16666.6666666667,"baseline_5pct",3.39,213.977715242844,0.213977715242844,64.5,1522,0,29,222,96875,463,15
"PAST SALE","October-25-2023","Single Family Residential","134 Seadrift Rd","Stinson Beach","CA",94970,17500000,6,5.5,"Seadrift",3892,26641,2009,NA,4496,290,"Sold",NA,NA,"https://www.redfin.com/CA/Stinson-Beach/134-Seadrift-Rd-94970/home/1064293","BAREIS",323910561,"N","Y",37.9043504,-122.6560457,"134 Seadrift Rd, Stinson Beach, CA",875000,72916.6666666667,72916.6666666667,"baseline_5pct",5.14,323.703854625176,0.323703854625176,64.5,1522,0,29,222,96875,463,15
"PAST SALE","November-20-2023","Single Family Residential","7 Avenida Farralone","Stinson Beach","CA",94970,6e+06,3,3,"Stinson Beach",2337,22046,2007,NA,2567,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Stinson-Beach/7-Avenida-Farralone-94970/home/721203","BAREIS",323915297,"N","Y",37.9031427,-122.6419682,"7 Avenida Farralone, Stinson Beach, CA",3e+05,25000,25000,"baseline_5pct",90.37,708.466125675264,0.708466125675264,64.5,1522,0,29,222,96875,463,15
"PAST SALE","September-24-2024","Single Family Residential","102 Seadrift Rd","Stinson Beach","CA",94970,3796250,3,2,"Stinson Beach",1796,7100,1961,NA,2114,306,"Sold",NA,NA,"https://www.redfin.com/CA/Stinson-Beach/102-Seadrift-Rd-94970/home/994031","BAREIS",324065932,"N","Y",37.9038011,-122.6529776,"102 Seadrift Rd, Stinson Beach, CA",189812.5,15817.7083333333,15817.7083333333,"baseline_5pct",3.09,366.95416599135,0.36695416599135,64.5,1522,0,29,222,96875,463,15
"PAST SALE",NA,"Single Family Residential","163 Dipsea Rd","Stinson Beach","CA",94970,5100000,2,3,NA,2152,7500,1988,NA,2370,NA,NA,NA,NA,"https://www.redfin.com/CA/Stinson-Beach/163-Dipsea-Rd-94970/home/798109",NA,NA,"N","Y",37.9080069,-122.6675564,"163 Dipsea Rd, Stinson Beach, CA",255000,21250,21250,"baseline_5pct",3.45,373.161814882258,0.373161814882258,64.5,1522,0,29,222,96875,463,15
"PAST SALE","May-23-2025","Single Family Residential","250 Seadrift Rd","Stinson Beach","CA",94970,14500000,5,3.5,"Stinson Beach",2555,23518,1975,NA,5675,322,"Sold",NA,NA,"https://www.redfin.com/CA/Stinson-Beach/250-Seadrift-Rd-94970/home/722123","San Francisco MLS",325034610,"N","Y",37.9067688,-122.6673643,"250 Seadrift Rd, Stinson Beach, CA",725000,60416.6666666667,60416.6666666667,"baseline_5pct",5.05,216.158977162716,0.216158977162716,64.5,1522,0,29,222,96875,463,15
"PAST SALE","July-23-2025","Single Family Residential","87 Dipsea Rd","Stinson Beach","CA",94970,4875000,2,2,"Stinson Beach",1910,11252,1995,NA,2552,322,"Sold",NA,NA,"https://www.redfin.com/CA/Stinson-Beach/87-Dipsea-Rd-94970/home/1022360","BAREIS",325051740,"N","Y",37.9078577,-122.6599216,"87 Dipsea Rd, Stinson Beach, CA",243750,20312.5,20312.5,"baseline_5pct",3.51,642.347193051632,0.642347193051632,64.5,1522,0,29,222,96875,463,15
"PAST SALE","May-10-2023","Single Family Residential","45 Calle Del Ribera","Stinson Beach","CA",94970,1310636,1,1,"Stinson Beach",765,2400,1949,NA,1320,NA,"Sold",NA,NA,"https://www.redfin.com/CA/Stinson-Beach/45-Calle-del-Resaca-94970/home/1170598","BAREIS",323017229,"N","Y",37.900051,-122.64579,"45 Calle Del Ribera, Stinson Beach, CA",65531.8,5460.98333333333,5460.98333333333,"baseline_5pct",3.52,141.474194005165,0.141474194005165,64.5,1522,0,29,222,96875,463,15
"PAST SALE","July-15-2025","Single Family Residential","189 Seadrift Rd","Stinson Beach","CA",94970,5150000,3,3,"Stinson Beach",1900,7501,2013,NA,2711,322,"Sold",NA,NA,"https://www.redfin.com/CA/Stinson-Beach/189-Seadrift-Rd-94970/home/18233158","BAREIS",325047692,"N","Y",37.9065547,-122.6611883,"189 Seadrift Rd, Stinson Beach, CA",257500,21458.3333333333,21458.3333333333,"baseline_5pct",2.95,421.517254075164,0.421517254075164,64.5,1522,0,29,222,96875,463,15
"PAST SALE","June-26-2025","Single Family Residential","121 Dipsea Rd","Stinson Beach","CA",94970,5550000,3,3,"Stinson Beach",2003,7501,2024,NA,2771,322,"Sold",NA,NA,"https://www.redfin.com/CA/Stinson-Beach/121-Dipsea-Rd-94970/home/1105327","San Francisco MLS",325035761,"N","Y",37.9081514,-122.6632325,"121 Dipsea Rd, Stinson Beach, CA",277500,23125,23125,"baseline_5pct",3.65,555.996772264699,0.555996772264699,64.5,1522,0,29,222,96875,463,15
