SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,full_address,annual_rental_income,monthly_rental_income,rentalval,rentalval_note,elevation,distance_to_coast_meters,distance_to_coast_km,median_ageE,whiteE,blackE,asianE,hispanicE,median_incomeE,educationE,unemploymentE,hazard_type,property_id
PAST SALE,NA,Single Family Residential,175 Dipsea Rd,Stinson Beach,CA,94970,3559963,3,3,NA,2246,7500,1973,NA,980,NA,NA,NA,NA,https://www.redfin.com/CA/Stinson-Beach/175-Dipsea-Rd-94970/home/823944,NA,NA,Y,Y,37.9080868,-122.6687902,"175 Dipsea Rd, Stinson Beach, CA",177998.15000000002,14833.179166666669,14833.179166666669,baseline_5pct,3.58,337.06316047267967,0.33706316047267965,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,NA,Single Family Residential,181 Dipsea Rd,Stinson Beach,CA,94970,3834469,4,3,NA,2350,7500,1980,NA,600,NA,NA,NA,NA,https://www.redfin.com/CA/Stinson-Beach/181-Dipsea-Rd-94970/home/722131,NA,NA,Y,Y,37.9081242,-122.6694089,"181 Dipsea Rd, Stinson Beach, CA",191723.45,15976.954166666668,15976.954166666668,baseline_5pct,3.62,318.6073632959761,0.3186073632959761,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,NA,Single Family Residential,183 Dipsea Rd,Stinson Beach,CA,94970,3241795,2,2,NA,1817,7500,1989,NA,63,NA,NA,NA,NA,https://www.redfin.com/CA/Stinson-Beach/183-Dipsea-Rd-94970/home/969577,NA,NA,Y,Y,37.9081323,-122.6696412,"183 Dipsea Rd, Stinson Beach, CA",162089.75,13507.479166666666,13507.479166666666,baseline_5pct,3.41,310.88940743481277,0.31088940743481275,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,NA,Single Family Residential,185 Dipsea Rd,Stinson Beach,CA,94970,3811408,3,3,NA,1934,7500,1996,NA,982,NA,NA,NA,NA,https://www.redfin.com/CA/Stinson-Beach/185-Dipsea-Rd-94970/home/823883,NA,NA,Y,Y,37.9081388,-122.6698516,"185 Dipsea Rd, Stinson Beach, CA",190570.40000000002,15880.866666666669,15880.866666666669,baseline_5pct,3.66,303.7880858945249,0.3037880858945249,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,January-18-2018,Single Family Residential,187 Dipsea Rd,Stinson Beach,CA,94970,4989475,4,3,Stinson Beach,2785,15002,1986,NA,1136,233,Sold,NA,NA,https://www.redfin.com/CA/Stinson-Beach/187-Dipsea-Rd-94970/home/723734,BAREIS,21725684,Y,Y,37.9081771,-122.6700877,"187 Dipsea Rd, Stinson Beach, CA",249473.75,20789.479166666668,20789.479166666668,baseline_5pct,3.63,299.9333451509984,0.2999333451509984,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,NA,Single Family Residential,191 Dipsea Rd,Stinson Beach,CA,94970,3347554,3,3,NA,1864,7500,1973,NA,460,NA,NA,NA,NA,https://www.redfin.com/CA/Stinson-Beach/191-Dipsea-Rd-94970/home/1403941,NA,NA,Y,Y,37.9082282,-122.6704843,"191 Dipsea Rd, Stinson Beach, CA",167377.7,13948.141666666668,13948.141666666668,baseline_5pct,3.32,291.70193907426057,0.29170193907426056,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,NA,Single Family Residential,193 Dipsea Rd,Stinson Beach,CA,94970,3358317,2,2,NA,2192,7500,1974,NA,279,NA,NA,NA,NA,https://www.redfin.com/CA/Stinson-Beach/193-Dipsea-Rd-94970/home/1046012,NA,NA,Y,Y,37.9082321,-122.6706675,"193 Dipsea Rd, Stinson Beach, CA",167915.85,13992.987500000001,13992.987500000001,baseline_5pct,3.45,285.2851769329142,0.2852851769329142,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,October-28-2013,Single Family Residential,195 Dipsea Rd,Stinson Beach,CA,94970,3082661,2,2,Stinson Beach,2252,7501,1988,NA,702,175,Sold,NA,NA,https://www.redfin.com/CA/Stinson-Beach/195-Dipsea-Rd-94970/home/1059727,BAREIS,21308615,Y,Y,37.9082919,-122.670896,"195 Dipsea Rd, Stinson Beach, CA",154133.05000000002,12844.420833333335,12844.420833333335,baseline_5pct,3.5,284.57081091256316,0.28457081091256314,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,NA,Single Family Residential,197 Dipsea Rd,Stinson Beach,CA,94970,3187987,3,2,NA,1471,7500,1969,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Stinson-Beach/197-Dipsea-Rd-94970/home/1175299,NA,NA,Y,Y,37.9083068,-122.6711045,"197 Dipsea Rd, Stinson Beach, CA",159399.35,13283.279166666667,13283.279166666667,baseline_5pct,3.36,278.65595242361434,0.27865595242361435,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,NA,Single Family Residential,199 Dipsea Rd,Stinson Beach,CA,94970,4162609,3,3,NA,2538,8125,1982,NA,768,NA,NA,NA,NA,https://www.redfin.com/CA/Stinson-Beach/199-Dipsea-Rd-94970/home/721962,NA,NA,Y,Y,37.908314,-122.6713017,"199 Dipsea Rd, Stinson Beach, CA",208130.45,17344.204166666666,17344.204166666666,baseline_5pct,3.62,272.147139547957,0.272147139547957,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,NA,Single Family Residential,201 Dipsea Rd,Stinson Beach,CA,94970,3768827,3,2,NA,1840,8160,1970,NA,258,NA,NA,NA,NA,https://www.redfin.com/CA/Stinson-Beach/201-Dipsea-Rd-94970/home/1136771,NA,NA,Y,Y,37.9082755,-122.6715438,"201 Dipsea Rd, Stinson Beach, CA",188441.35,15703.445833333333,15703.445833333333,baseline_5pct,3.54,257.8751796013652,0.2578751796013652,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,NA,Single Family Residential,203 Dipsea Rd,Stinson Beach,CA,94970,3070235,2,2,NA,1634,7500,1971,NA,979,NA,NA,NA,NA,https://www.redfin.com/CA/Stinson-Beach/203-Dipsea-Rd-94970/home/1322306,NA,NA,Y,Y,37.9082401,-122.6717201,"203 Dipsea Rd, Stinson Beach, CA",153511.75,12792.645833333334,12792.645833333334,baseline_5pct,3.74,246.69365279543845,0.24669365279543845,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,May-17-2013,Single Family Residential,205 Dipsea Rd,Stinson Beach,CA,94970,3421127,2,2.5,Seadrift,1908,9601,1973,NA,865,217,Sold,NA,NA,https://www.redfin.com/CA/Stinson-Beach/205-Dipsea-Rd-94970/home/834251,BAREIS,21308431,Y,Y,37.9081862,-122.671923,"205 Dipsea Rd, Stinson Beach, CA",171056.35,14254.695833333333,14254.695833333333,baseline_5pct,3.7,233.39545012762386,0.23339545012762386,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,April-18-2013,Single Family Residential,211 Dipsea Rd,Stinson Beach,CA,94970,4197585,4,3,Stinson Beach,2090,10019,1972,NA,976,208,Sold,NA,NA,https://www.redfin.com/CA/Stinson-Beach/211-Dipsea-Rd-94970/home/721971,BAREIS,21215736,Y,Y,37.9080562,-122.6725635,"211 Dipsea Rd, Stinson Beach, CA",209879.25,17489.9375,17489.9375,baseline_5pct,3.48,210.02435858202028,0.2100243585820203,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,NA,Single Family Residential,349 Seadrift Rd,Stinson Beach,CA,94970,3202581,3,2,NA,1896,22400,1981,NA,44,NA,NA,NA,NA,https://www.redfin.com/CA/Stinson-Beach/349-Seadrift-Rd-94970/home/903946,NA,NA,Y,Y,37.9077234,-122.6777598,"349 Seadrift Rd, Stinson Beach, CA",160129.05000000002,13344.087500000001,13344.087500000001,baseline_5pct,3.58,299.23019250758716,0.29923019250758714,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,NA,Single Family Residential,347 Seadrift Rd,Stinson Beach,CA,94970,5102444,5,5,NA,3572,19600,2019,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Stinson-Beach/347-Seadrift-Rd-94970/home/22351047,NA,NA,Y,Y,37.907429,-122.6774278,"347 Seadrift Rd, Stinson Beach, CA",255122.2,21260.183333333334,21260.183333333334,baseline_5pct,3.22,250.11668151737732,0.2501166815173773,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,October-24-1994,Single Family Residential,345 Seadrift Rd,Stinson Beach,CA,NA,5342156,3,2.5,Stinson Beach,NA,NA,NA,NA,NA,NA,Sold,NA,NA,https://www.redfin.com/CA/Stinson-Beach/345-Seadrift-Rd-94970/home/1436013,San Francisco MLS,217164,Y,Y,37.9075681,-122.6772541,"345 Seadrift Rd, Stinson Beach, CA",267107.8,22258.983333333334,22258.983333333334,baseline_5pct,3.42,264.5991460759475,0.2645991460759475,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,NA,Single Family Residential,343 Seadrift Rd,Stinson Beach,CA,94970,4033768,3,2,NA,2047,18200,1980,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Stinson-Beach/343-Seadrift-Rd-94970/home/1162298,NA,NA,Y,Y,37.9075226,-122.6770052,"343 Seadrift Rd, Stinson Beach, CA",201688.40000000002,16807.36666666667,16807.36666666667,baseline_5pct,2.99,251.79458883273082,0.2517945888327308,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,October-22-2013,Single Family Residential,341 Seadrift Rd,Stinson Beach,CA,94970,3300000,3,2.5,Stinson Beach,2072,16800,1973,NA,1593,217,Sold,NA,NA,https://www.redfin.com/CA/Stinson-Beach/341-Seadrift-Rd-94970/home/762212,BAREIS,21313356,Y,Y,37.9075057,-122.6767641,"341 Seadrift Rd, Stinson Beach, CA",165000,13750,13750,baseline_5pct,3.49,243.11598859517707,0.24311598859517708,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,July-21-2017,Single Family Residential,337 Seadrift Rd,Stinson Beach,CA,94970,4000000,3,2,Stinson Beach,2295,16100,1969,NA,1743,233,Sold,NA,NA,https://www.redfin.com/CA/Stinson-Beach/337-Seadrift-Rd-94970/home/22336727,BAREIS,21709805,Y,Y,37.9074359,-122.6765221,"337 Seadrift Rd, Stinson Beach, CA",200000,16666.666666666668,16666.666666666668,baseline_5pct,3.07,227.162779554033,0.227162779554033,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,NA,Single Family Residential,335 Seadrift Rd,Stinson Beach,CA,94970,3818947,2,1,NA,1369,16100,1969,NA,NA,NA,NA,NA,NA,https://www.redfin.com/CA/Stinson-Beach/335-Seadrift-Rd-94970/home/1314543,NA,NA,Y,Y,37.9075161,-122.6762683,"335 Seadrift Rd, Stinson Beach, CA",190947.35,15912.279166666667,15912.279166666667,baseline_5pct,2.72,231.45828929315297,0.23145828929315299,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,January-27-1998,Single Family Residential,333 Seadrift Rd,Stinson Beach,CA,94970,5125595,1,1,Stinson Beach,NA,32480,NA,NA,NA,1000,Sold,NA,NA,https://www.redfin.com/CA/Stinson-Beach/333-Seadrift-Rd-94970/home/1187243,San Francisco MLS,26833,Y,Y,37.9074822,-122.675992,"333 Seadrift Rd, Stinson Beach, CA",256279.75,21356.645833333332,21356.645833333332,baseline_5pct,3.13,219.5206845768554,0.2195206845768554,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,NA,Single Family Residential,331 Seadrift Rd,Stinson Beach,CA,94970,5105165,4,3,NA,2643,17500,2002,NA,586,NA,NA,NA,NA,https://www.redfin.com/CA/Stinson-Beach/331-Seadrift-Rd-94970/home/1165821,NA,NA,Y,Y,37.907485,-122.6758079,"331 Seadrift Rd, Stinson Beach, CA",255258.25,21271.520833333332,21271.520833333332,baseline_5pct,3.2,215.04643127724006,0.21504643127724005,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
PAST SALE,NA,Single Family Residential,329 Seadrift Rd,Stinson Beach,CA,94970,3675866,3,2,NA,1572,17500,1979,NA,668,NA,NA,NA,NA,https://www.redfin.com/CA/Stinson-Beach/329-Seadrift-Rd-94970/home/1046010,NA,NA,Y,Y,37.9074974,-122.6755776,"329 Seadrift Rd, Stinson Beach, CA",183793.30000000002,15316.108333333335,15316.108333333335,baseline_5pct,3.01,210.66889622702232,0.2106688962270223,64.5,1522,0,29,222,96875,463,15,flood,f1f52a7ffb0a6eecd31a875d953cbe0f
